primary,oxydb_mac_2012,number,mds_ies_db_2015
Contig14656.0,Contig14656.0,14656.0,OXYTRI_MAC_14656
Contig14655.0,Contig14655.0,14655.0,OXYTRI_MAC_14655
Contig14654.0.0,Contig14654.0.0,14654.0.0,OXYTRI_MAC_14654
Contig935.0,Contig935.0,935.0,OXYTRI_MAC_935
Contig934.0,Contig934.0,934.0,OXYTRI_MAC_934
Contig937.0,Contig937.0,937.0,OXYTRI_MAC_937
Contig936.0.0,Contig936.0.0,936.0.0,OXYTRI_MAC_26496
Contig931.0,Contig931.0,931.0,OXYTRI_MAC_931
Contig930.0,Contig930.0,930.0,OXYTRI_MAC_930
Contig933.0,Contig933.0,933.0,OXYTRI_MAC_933
Contig932.0,Contig932.0,932.0,OXYTRI_MAC_932
Contig939.0,Contig939.0,939.0,OXYTRI_MAC_939
Contig938.0,Contig938.0,938.0,OXYTRI_MAC_938
Contig10024.0,Contig10024.0,10024.0,OXYTRI_MAC_10024
Contig10025.0,Contig10025.0,10025.0,OXYTRI_MAC_10025
Contig10026.0,Contig10026.0,10026.0,OXYTRI_MAC_10026
Contig10027.0,Contig10027.0,10027.0,OXYTRI_MAC_10027
Contig10020.0.0,Contig10020.0.0,10020.0.0,OXYTRI_MAC_10020
Contig10020.0.1,Contig10020.0.1,10020.0.1,OXYTRI_MAC_24241
Contig10021.0,Contig10021.0,10021.0,OXYTRI_MAC_10021
Contig10022.0,Contig10022.0,10022.0,OXYTRI_MAC_10022
Contig10023.0,Contig10023.0,10023.0,OXYTRI_MAC_10023
Contig10028.0,Contig10028.0,10028.0,OXYTRI_MAC_10028
Contig10029.0,Contig10029.0,10029.0,OXYTRI_MAC_10029
Contig22252.0,Contig22252.0,22252.0,OXYTRI_MAC_22252
Contig22253.0,Contig22253.0,22253.0,OXYTRI_MAC_22253
Contig22250.0,Contig22250.0,22250.0,OXYTRI_MAC_22250
Contig22251.0,Contig22251.0,22251.0,OXYTRI_MAC_22251
Contig22256.0,Contig22256.0,22256.0,OXYTRI_MAC_22256
Contig22257.0,Contig22257.0,22257.0,OXYTRI_MAC_22257
Contig22254.0,Contig22254.0,22254.0,OXYTRI_MAC_22254
Contig22255.0,Contig22255.0,22255.0,OXYTRI_MAC_22255
Contig22258.0,Contig22258.0,22258.0,OXYTRI_MAC_22258
Contig22259.0,Contig22259.0,22259.0,OXYTRI_MAC_22259
Contig15018.0,Contig15018.0,15018.0,OXYTRI_MAC_15018
Contig15019.0,Contig15019.0,15019.0,OXYTRI_MAC_15019
Contig15012.0.1,Contig15012.0.1,15012.0.1,OXYTRI_MAC_15012
Contig15013.0,Contig15013.0,15013.0,OXYTRI_MAC_15013
Contig15010.0,Contig15010.0,15010.0,OXYTRI_MAC_15010
Contig15011.0.1,Contig15011.0.1,15011.0.1,OXYTRI_MAC_15011
Contig15016.0.0,Contig15016.0.0,15016.0.0,OXYTRI_MAC_15016
Contig15017.0,Contig15017.0,15017.0,OXYTRI_MAC_15017
Contig15014.0,Contig15014.0,15014.0,OXYTRI_MAC_15014
Contig15015.0,Contig15015.0,15015.0,
Contig11779.0.0,Contig11779.0.0,11779.0.0,OXYTRI_MAC_11779
Contig11779.0.1,Contig11779.0.1,11779.0.1,OXYTRI_MAC_24376
Contig11778.0,Contig11778.0,11778.0,OXYTRI_MAC_11778
Contig11772.0,Contig11772.0,11772.0,OXYTRI_MAC_11772
Contig11771.0,Contig11771.0,11771.0,OXYTRI_MAC_11771
Contig11770.0,Contig11770.0,11770.0,OXYTRI_MAC_11770
Contig11777.0.1,Contig11777.0.1,11777.0.1,OXYTRI_MAC_14311
Contig11776.0,Contig11776.0,11776.0,OXYTRI_MAC_11776
Contig11775.0,Contig11775.0,11775.0,OXYTRI_MAC_11775
Contig11774.0,Contig11774.0,11774.0,OXYTRI_MAC_11774
Contig18569.0,Contig18569.0,18569.0,OXYTRI_MAC_18569
Contig18568.0,Contig18568.0,18568.0,OXYTRI_MAC_18568
Contig18561.0,Contig18561.0,18561.0,OXYTRI_MAC_18561
Contig18560.0,Contig18560.0,18560.0,OXYTRI_MAC_18560
Contig18563.0,Contig18563.0,18563.0,OXYTRI_MAC_18563
Contig18562.0,Contig18562.0,18562.0,OXYTRI_MAC_18562
Contig18565.0,Contig18565.0,18565.0,OXYTRI_MAC_18565
Contig18564.0,Contig18564.0,18564.0,OXYTRI_MAC_18564
Contig18567.0,Contig18567.0,18567.0,OXYTRI_MAC_18567
Contig18566.0,Contig18566.0,18566.0,OXYTRI_MAC_18566
Contig16093.0,Contig16093.0,16093.0,OXYTRI_MAC_16093
Contig3726.0,Contig3726.0,3726.0,OXYTRI_MAC_3726
Contig16091.0,Contig16091.0,16091.0,OXYTRI_MAC_16091
Contig16090.0,Contig16090.0,16090.0,OXYTRI_MAC_16090
Contig16097.0,Contig16097.0,16097.0,OXYTRI_MAC_16097
Contig16096.0,Contig16096.0,16096.0,OXYTRI_MAC_16096
Contig16095.0,Contig16095.0,16095.0,OXYTRI_MAC_16095
Contig3727.0,Contig3727.0,3727.0,OXYTRI_MAC_3727
Contig16099.0,Contig16099.0,16099.0,
Contig16098.0,Contig16098.0,16098.0,OXYTRI_MAC_16098
Contig3724.0,Contig3724.0,3724.0,OXYTRI_MAC_3724
Contig3725.0,Contig3725.0,3725.0,OXYTRI_MAC_3725
Contig8758.0,Contig8758.0,8758.0,OXYTRI_MAC_8758
Contig8759.0.0,Contig8759.0.0,8759.0.0,OXYTRI_MAC_8759
Contig8756.0,Contig8756.0,8756.0,OXYTRI_MAC_8756
Contig8757.0,Contig8757.0,8757.0,OXYTRI_MAC_8757
Contig8754.0,Contig8754.0,8754.0,OXYTRI_MAC_8754
Contig8755.0,Contig8755.0,8755.0,OXYTRI_MAC_8755
Contig8752.0,Contig8752.0,8752.0,OXYTRI_MAC_8752
Contig8753.0,Contig8753.0,8753.0,OXYTRI_MAC_8753
Contig8751.0,Contig8751.0,8751.0,OXYTRI_MAC_8751
Contig3720.0,Contig3720.0,3720.0,OXYTRI_MAC_3720
Contig19219.0,Contig19219.0,19219.0,OXYTRI_MAC_19219
Contig19210.0,Contig19210.0,19210.0,OXYTRI_MAC_19210
Contig19211.0,Contig19211.0,19211.0,OXYTRI_MAC_19211
Contig19212.0,Contig19212.0,19212.0,OXYTRI_MAC_19212
Contig19213.0,Contig19213.0,19213.0,OXYTRI_MAC_19213
Contig19214.0,Contig19214.0,19214.0,OXYTRI_MAC_19214
Contig19215.0,Contig19215.0,19215.0,OXYTRI_MAC_19215
Contig19216.0,Contig19216.0,19216.0,OXYTRI_MAC_19216
Contig19217.0,Contig19217.0,19217.0,OXYTRI_MAC_19217
Contig17322.0,Contig17322.0,17322.0,OXYTRI_MAC_17322
Contig17323.0,Contig17323.0,17323.0,OXYTRI_MAC_17323
Contig17320.0,Contig17320.0,17320.0,OXYTRI_MAC_17320
Contig17321.0,Contig17321.0,17321.0,OXYTRI_MAC_17321
Contig17326.0,Contig17326.0,17326.0,OXYTRI_MAC_17326
Contig17327.0,Contig17327.0,17327.0,OXYTRI_MAC_17327
Contig17324.0,Contig17324.0,17324.0,OXYTRI_MAC_17324
Contig17325.0,Contig17325.0,17325.0,OXYTRI_MAC_17325
Contig17328.0,Contig17328.0,17328.0,OXYTRI_MAC_17328
Contig17329.0,Contig17329.0,17329.0,OXYTRI_MAC_17329
Contig2619.0,Contig2619.0,2619.0,OXYTRI_MAC_2619
Contig2618.0,Contig2618.0,2618.0,OXYTRI_MAC_2618
Contig2615.0,Contig2615.0,2615.0,OXYTRI_MAC_2615
Contig2616.0,Contig2616.0,2616.0,
Contig2611.0.0,Contig2611.0.0,2611.0.0,OXYTRI_MAC_25534
Contig2610.0,Contig2610.0,2610.0,OXYTRI_MAC_2610
Contig2613.0,Contig2613.0,2613.0,OXYTRI_MAC_2613
Contig2612.0,Contig2612.0,2612.0,OXYTRI_MAC_2612
Contig9931.0.0,Contig9931.0.0,9931.0.0,OXYTRI_MAC_9931
Contig9931.0.1,Contig9931.0.1,9931.0.1,OXYTRI_MAC_26436
Contig9933.0,Contig9933.0,9933.0,OXYTRI_MAC_9933
Contig9932.0,Contig9932.0,9932.0,OXYTRI_MAC_9932
Contig9935.0.1,Contig9935.0.1,9935.0.1,OXYTRI_MAC_9935
Contig9934.0,Contig9934.0,9934.0,OXYTRI_MAC_9934
Contig9937.0,Contig9937.0,9937.0,OXYTRI_MAC_9937
Contig9936.0,Contig9936.0,9936.0,OXYTRI_MAC_9936
Contig9939.0.0,Contig9939.0.0,9939.0.0,
Contig9938.0,Contig9938.0,9938.0,OXYTRI_MAC_9938
Contig22708.0,Contig22708.0,22708.0,OXYTRI_MAC_22708
Contig4510.0,Contig4510.0,4510.0,OXYTRI_MAC_4510
Contig4511.0,Contig4511.0,4511.0,
Contig4512.0,Contig4512.0,4512.0,OXYTRI_MAC_4512
Contig4513.0,Contig4513.0,4513.0,OXYTRI_MAC_4513
Contig4514.0,Contig4514.0,4514.0,OXYTRI_MAC_4514
Contig4515.0,Contig4515.0,4515.0,OXYTRI_MAC_4515
Contig4517.0,Contig4517.0,4517.0,OXYTRI_MAC_4517
Contig4518.0,Contig4518.0,4518.0,OXYTRI_MAC_4518
Contig4519.0,Contig4519.0,4519.0,OXYTRI_MAC_4519
Contig3988.0,Contig3988.0,3988.0,OXYTRI_MAC_3988
Contig3986.0,Contig3986.0,3986.0,OXYTRI_MAC_3986
Contig3987.0,Contig3987.0,3987.0,OXYTRI_MAC_3987
Contig3984.0,Contig3984.0,3984.0,OXYTRI_MAC_3984
Contig3985.0,Contig3985.0,3985.0,OXYTRI_MAC_3985
Contig3982.0,Contig3982.0,3982.0,OXYTRI_MAC_3982
Contig3983.0,Contig3983.0,3983.0,OXYTRI_MAC_3983
Contig3980.0,Contig3980.0,3980.0,OXYTRI_MAC_3980
Contig13142.0,Contig13142.0,13142.0,OXYTRI_MAC_13142
Contig13143.0,Contig13143.0,13143.0,OXYTRI_MAC_13143
Contig13140.0,Contig13140.0,13140.0,OXYTRI_MAC_13140
Contig13141.0,Contig13141.0,13141.0,OXYTRI_MAC_13141
Contig13146.0,Contig13146.0,13146.0,OXYTRI_MAC_13146
Contig13147.0,Contig13147.0,13147.0,OXYTRI_MAC_13147
Contig13144.0,Contig13144.0,13144.0,OXYTRI_MAC_13144
Contig13145.0,Contig13145.0,13145.0,OXYTRI_MAC_13145
Contig3205.0,Contig3205.0,3205.0,OXYTRI_MAC_3205
Contig3204.0,Contig3204.0,3204.0,OXYTRI_MAC_3204
Contig3207.0,Contig3207.0,3207.0,OXYTRI_MAC_3207
Contig3206.0,Contig3206.0,3206.0,OXYTRI_MAC_3206
Contig3201.0,Contig3201.0,3201.0,
Contig3200.0,Contig3200.0,3200.0,OXYTRI_MAC_3200
Contig3202.0,Contig3202.0,3202.0,OXYTRI_MAC_3202
Contig3209.0,Contig3209.0,3209.0,OXYTRI_MAC_3209
Contig3208.0,Contig3208.0,3208.0,OXYTRI_MAC_3208
Contig14499.0.2,Contig14499.0.2,14499.0.2,OXYTRI_MAC_14499
Contig14498.0,Contig14498.0,14498.0,OXYTRI_MAC_14498
Contig14491.0,Contig14491.0,14491.0,OXYTRI_MAC_14491
Contig14490.0,Contig14490.0,14490.0,OXYTRI_MAC_14490
Contig14493.0,Contig14493.0,14493.0,OXYTRI_MAC_14493
Contig14492.0,Contig14492.0,14492.0,OXYTRI_MAC_14492
Contig14495.0,Contig14495.0,14495.0,OXYTRI_MAC_14495
Contig14494.0,Contig14494.0,14494.0,OXYTRI_MAC_14494
Contig14497.0,Contig14497.0,14497.0,OXYTRI_MAC_14497
Contig14496.0,Contig14496.0,14496.0,OXYTRI_MAC_14496
Contig2558.0,Contig2558.0,2558.0,OXYTRI_MAC_2558
Contig2559.0,Contig2559.0,2559.0,OXYTRI_MAC_2559
Contig2552.0,Contig2552.0,2552.0,OXYTRI_MAC_2552
Contig2553.0,Contig2553.0,2553.0,OXYTRI_MAC_2553
Contig2550.0,Contig2550.0,2550.0,OXYTRI_MAC_2550
Contig2551.0,Contig2551.0,2551.0,OXYTRI_MAC_2551
Contig2556.0,Contig2556.0,2556.0,OXYTRI_MAC_2556
Contig2557.0,Contig2557.0,2557.0,OXYTRI_MAC_2557
Contig2555.0,Contig2555.0,2555.0,OXYTRI_MAC_2555
Contig4899.0,Contig4899.0,4899.0,
Contig4898.0,Contig4898.0,4898.0,OXYTRI_MAC_4898
Contig4891.0,Contig4891.0,4891.0,OXYTRI_MAC_4891
Contig4890.0,Contig4890.0,4890.0,OXYTRI_MAC_4890
Contig4893.0,Contig4893.0,4893.0,OXYTRI_MAC_4893
Contig4892.0,Contig4892.0,4892.0,OXYTRI_MAC_4892
Contig4897.0,Contig4897.0,4897.0,OXYTRI_MAC_4897
Contig4896.0,Contig4896.0,4896.0,OXYTRI_MAC_4896
Contig1119.0,Contig1119.0,1119.0,OXYTRI_MAC_1119
Contig1118.0,Contig1118.0,1118.0,OXYTRI_MAC_1118
Contig1113.0,Contig1113.0,1113.0,OXYTRI_MAC_1113
Contig1112.0,Contig1112.0,1112.0,OXYTRI_MAC_1112
Contig1111.0,Contig1111.0,1111.0,OXYTRI_MAC_1111
Contig1110.0.0,Contig1110.0.0,1110.0.0,OXYTRI_MAC_1110
Contig1117.0,Contig1117.0,1117.0,OXYTRI_MAC_26497
Contig1116.0,Contig1116.0,1116.0,OXYTRI_MAC_1116
Contig1115.0,Contig1115.0,1115.0,
Contig1114.0,Contig1114.0,1114.0,OXYTRI_MAC_1114
Contig11737.0,Contig11737.0,11737.0,OXYTRI_MAC_11737
Contig11735.0,Contig11735.0,11735.0,OXYTRI_MAC_11735
Contig11734.0,Contig11734.0,11734.0,OXYTRI_MAC_11734
Contig16501.0,Contig16501.0,16501.0,OXYTRI_MAC_16501
Contig16500.0,Contig16500.0,16500.0,OXYTRI_MAC_16500
Contig11731.0,Contig11731.0,11731.0,OXYTRI_MAC_11731
Contig10558.0,Contig10558.0,10558.0,OXYTRI_MAC_10558
Contig10559.0,Contig10559.0,10559.0,OXYTRI_MAC_10559
Contig10554.0,Contig10554.0,10554.0,OXYTRI_MAC_10554
Contig10555.0,Contig10555.0,10555.0,OXYTRI_MAC_10555
Contig10556.0,Contig10556.0,10556.0,OXYTRI_MAC_10556
Contig10557.0,Contig10557.0,10557.0,OXYTRI_MAC_10557
Contig10550.0,Contig10550.0,10550.0,OXYTRI_MAC_10550
Contig10551.0,Contig10551.0,10551.0,OXYTRI_MAC_10551
Contig10552.0,Contig10552.0,10552.0,OXYTRI_MAC_10552
Contig10553.0,Contig10553.0,10553.0,OXYTRI_MAC_10553
Contig16251.0,Contig16251.0,16251.0,OXYTRI_MAC_16251
Contig11201.0.1,Contig11201.0.1,11201.0.1,OXYTRI_MAC_11201
Contig11200.0.1,Contig11200.0.1,11200.0.1,OXYTRI_MAC_11200
Contig11207.0,Contig11207.0,11207.0,OXYTRI_MAC_11207
Contig11206.0,Contig11206.0,11206.0,OXYTRI_MAC_11206
Contig11205.0,Contig11205.0,11205.0,OXYTRI_MAC_11205
Contig11204.0,Contig11204.0,11204.0,OXYTRI_MAC_11204
Contig16259.0,Contig16259.0,16259.0,OXYTRI_MAC_16259
Contig16258.0,Contig16258.0,16258.0,OXYTRI_MAC_16258
Contig11208.0,Contig11208.0,11208.0,OXYTRI_MAC_11208
Contig669.0,Contig669.0,669.0,
Contig668.0,Contig668.0,668.0,OXYTRI_MAC_668
Contig12954.0,Contig12954.0,12954.0,OXYTRI_MAC_12954
Contig12955.0,Contig12955.0,12955.0,OXYTRI_MAC_12955
Contig12952.0,Contig12952.0,12952.0,OXYTRI_MAC_12952
Contig12953.0.2,Contig12953.0.2,12953.0.2,OXYTRI_MAC_12953
Contig12951.0,Contig12951.0,12951.0,OXYTRI_MAC_12951
Contig661.0,Contig661.0,661.0,OXYTRI_MAC_661
Contig660.0,Contig660.0,660.0,OXYTRI_MAC_660
Contig663.0.0,Contig663.0.0,663.0.0,OXYTRI_MAC_663
Contig663.0.2,Contig663.0.2,663.0.2,OXYTRI_MAC_26175
Contig662.0,Contig662.0,662.0,
Contig665.0,Contig665.0,665.0,OXYTRI_MAC_665
Contig664.0,Contig664.0,664.0,OXYTRI_MAC_664
Contig12958.0,Contig12958.0,12958.0,OXYTRI_MAC_12958
Contig12959.0,Contig12959.0,12959.0,OXYTRI_MAC_12959
Contig17120.0,Contig17120.0,17120.0,OXYTRI_MAC_17120
Contig17121.0,Contig17121.0,17121.0,OXYTRI_MAC_17121
Contig17122.0,Contig17122.0,17122.0,OXYTRI_MAC_17122
Contig17123.0,Contig17123.0,17123.0,OXYTRI_MAC_17123
Contig17124.0,Contig17124.0,17124.0,OXYTRI_MAC_17124
Contig17125.0,Contig17125.0,17125.0,OXYTRI_MAC_17125
Contig17126.0,Contig17126.0,17126.0,OXYTRI_MAC_17126
Contig17127.0,Contig17127.0,17127.0,OXYTRI_MAC_17127
Contig17128.0,Contig17128.0,17128.0,OXYTRI_MAC_17128
Contig17129.0,Contig17129.0,17129.0,OXYTRI_MAC_17129
Contig7223.0,Contig7223.0,7223.0,OXYTRI_MAC_7223
Contig7222.0,Contig7222.0,7222.0,OXYTRI_MAC_7222
Contig7221.0,Contig7221.0,7221.0,OXYTRI_MAC_7221
Contig7226.0,Contig7226.0,7226.0,
Contig7225.0,Contig7225.0,7225.0,OXYTRI_MAC_7225
Contig7224.0,Contig7224.0,7224.0,OXYTRI_MAC_7224
Contig7229.0,Contig7229.0,7229.0,OXYTRI_MAC_7229
Contig7228.0,Contig7228.0,7228.0,OXYTRI_MAC_7228
Contig3606.0,Contig3606.0,3606.0,OXYTRI_MAC_3606
Contig18349.0,Contig18349.0,18349.0,OXYTRI_MAC_18349
Contig18348.0,Contig18348.0,18348.0,OXYTRI_MAC_18348
Contig18341.0,Contig18341.0,18341.0,OXYTRI_MAC_18341
Contig18340.0,Contig18340.0,18340.0,OXYTRI_MAC_18340
Contig18343.0,Contig18343.0,18343.0,OXYTRI_MAC_18343
Contig18342.0,Contig18342.0,18342.0,OXYTRI_MAC_18342
Contig18345.0,Contig18345.0,18345.0,OXYTRI_MAC_18345
Contig18344.0,Contig18344.0,18344.0,OXYTRI_MAC_18344
Contig18347.0,Contig18347.0,18347.0,OXYTRI_MAC_18347
Contig18346.0,Contig18346.0,18346.0,OXYTRI_MAC_18346
Contig20683.0,Contig20683.0,20683.0,OXYTRI_MAC_20683
Contig20681.0,Contig20681.0,20681.0,OXYTRI_MAC_20681
Contig20680.0,Contig20680.0,20680.0,OXYTRI_MAC_20680
Contig20686.0,Contig20686.0,20686.0,OXYTRI_MAC_20686
Contig20685.0,Contig20685.0,20685.0,OXYTRI_MAC_20685
Contig20684.0,Contig20684.0,20684.0,OXYTRI_MAC_20684
Contig20688.0.1,Contig20688.0.1,20688.0.1,OXYTRI_MAC_20688
Contig18056.0,Contig18056.0,18056.0,OXYTRI_MAC_18056
Contig23089.0,Contig23089.0,23089.0,OXYTRI_MAC_23089
Contig23083.0,Contig23083.0,23083.0,OXYTRI_MAC_23083
Contig23087.0,Contig23087.0,23087.0,OXYTRI_MAC_23087
Contig21792.0,Contig21792.0,21792.0,OXYTRI_MAC_21792
Contig21793.0,Contig21793.0,21793.0,OXYTRI_MAC_21793
Contig21791.0,Contig21791.0,21791.0,OXYTRI_MAC_21791
Contig21796.0,Contig21796.0,21796.0,OXYTRI_MAC_21796
Contig21797.0,Contig21797.0,21797.0,OXYTRI_MAC_21797
Contig21794.0,Contig21794.0,21794.0,OXYTRI_MAC_21794
Contig21795.0,Contig21795.0,21795.0,OXYTRI_MAC_21795
Contig21798.0,Contig21798.0,21798.0,OXYTRI_MAC_21798
Contig21799.0,Contig21799.0,21799.0,OXYTRI_MAC_21799
Contig19438.0,Contig19438.0,19438.0,OXYTRI_MAC_19438
Contig19439.0,Contig19439.0,19439.0,OXYTRI_MAC_19439
Contig19430.0.1,Contig19430.0.1,19430.0.1,OXYTRI_MAC_19430
Contig19431.0,Contig19431.0,19431.0,OXYTRI_MAC_19431
Contig19432.0,Contig19432.0,19432.0,OXYTRI_MAC_19432
Contig19433.0,Contig19433.0,19433.0,OXYTRI_MAC_19433
Contig19434.0,Contig19434.0,19434.0,OXYTRI_MAC_19434
Contig19435.0,Contig19435.0,19435.0,OXYTRI_MAC_19435
Contig19436.0,Contig19436.0,19436.0,OXYTRI_MAC_19436
Contig19437.0,Contig19437.0,19437.0,OXYTRI_MAC_19437
Contig21244.0,Contig21244.0,21244.0,OXYTRI_MAC_21244
Contig21245.0,Contig21245.0,21245.0,OXYTRI_MAC_21245
Contig21246.0,Contig21246.0,21246.0,OXYTRI_MAC_21246
Contig21247.0,Contig21247.0,21247.0,OXYTRI_MAC_21247
Contig21240.0,Contig21240.0,21240.0,OXYTRI_MAC_21240
Contig21241.0.0,Contig21241.0.0,21241.0.0,OXYTRI_MAC_21241
Contig21242.0,Contig21242.0,21242.0,OXYTRI_MAC_21242
Contig21243.0,Contig21243.0,21243.0,OXYTRI_MAC_21243
Contig21248.0,Contig21248.0,21248.0,OXYTRI_MAC_21248
Contig21249.0,Contig21249.0,21249.0,OXYTRI_MAC_21249
Contig15198.0.0,Contig15198.0.0,15198.0.0,OXYTRI_MAC_15198
Contig15198.0.1,Contig15198.0.1,15198.0.1,OXYTRI_MAC_24645
Contig17977.0,Contig17977.0,17977.0,OXYTRI_MAC_17977
Contig17976.0,Contig17976.0,17976.0,OXYTRI_MAC_17976
Contig17975.0,Contig17975.0,17975.0,OXYTRI_MAC_17975
Contig17974.0,Contig17974.0,17974.0,OXYTRI_MAC_17974
Contig17973.0,Contig17973.0,17973.0,OXYTRI_MAC_17973
Contig17972.0,Contig17972.0,17972.0,OXYTRI_MAC_17972
Contig17971.0,Contig17971.0,17971.0,OXYTRI_MAC_17971
Contig17970.0,Contig17970.0,17970.0,OXYTRI_MAC_17970
Contig17979.0,Contig17979.0,17979.0,OXYTRI_MAC_17979
Contig17978.0,Contig17978.0,17978.0,OXYTRI_MAC_17978
Contig15228.0,Contig15228.0,15228.0,OXYTRI_MAC_15228
Contig10619.0,Contig10619.0,10619.0,OXYTRI_MAC_10619
Contig10618.0,Contig10618.0,10618.0,OXYTRI_MAC_10618
Contig15221.0,Contig15221.0,15221.0,OXYTRI_MAC_15221
Contig15220.0,Contig15220.0,15220.0,OXYTRI_MAC_15220
Contig10611.0.0,Contig10611.0.0,10611.0.0,OXYTRI_MAC_10611
Contig15222.0.0,Contig15222.0.0,15222.0.0,OXYTRI_MAC_11198
Contig15222.0.1,Contig15222.0.1,15222.0.1,OXYTRI_MAC_15222
Contig15225.0,Contig15225.0,15225.0,OXYTRI_MAC_15225
Contig10616.0,Contig10616.0,10616.0,OXYTRI_MAC_10616
Contig15227.0,Contig15227.0,15227.0,OXYTRI_MAC_15227
Contig15226.0,Contig15226.0,15226.0,OXYTRI_MAC_15226
Contig9365.0,Contig9365.0,9365.0,OXYTRI_MAC_9365
Contig9366.0.1,Contig9366.0.1,9366.0.1,OXYTRI_MAC_9366
Contig9367.0,Contig9367.0,9367.0,OXYTRI_MAC_9367
Contig9360.0,Contig9360.0,9360.0,OXYTRI_MAC_9360
Contig9361.0,Contig9361.0,9361.0,OXYTRI_MAC_9361
Contig9362.0,Contig9362.0,9362.0,
Contig9363.0,Contig9363.0,9363.0,OXYTRI_MAC_9363
Contig14235.0,Contig14235.0,14235.0,OXYTRI_MAC_14235
Contig14234.0,Contig14234.0,14234.0,OXYTRI_MAC_14234
Contig16758.0,Contig16758.0,16758.0,OXYTRI_MAC_16758
Contig16759.0,Contig16759.0,16759.0,OXYTRI_MAC_16759
Contig16750.0,Contig16750.0,16750.0,OXYTRI_MAC_16750
Contig16751.0,Contig16751.0,16751.0,OXYTRI_MAC_16751
Contig16752.0,Contig16752.0,16752.0,OXYTRI_MAC_16752
Contig16753.0,Contig16753.0,16753.0,OXYTRI_MAC_16753
Contig16754.0,Contig16754.0,16754.0,OXYTRI_MAC_16754
Contig16755.0,Contig16755.0,16755.0,OXYTRI_MAC_16755
Contig16756.0,Contig16756.0,16756.0,OXYTRI_MAC_16756
Contig16757.0,Contig16757.0,16757.0,OXYTRI_MAC_16757
Contig3049.0.0,Contig3049.0.0,3049.0.0,OXYTRI_MAC_3049
Contig3049.0.1,Contig3049.0.1,3049.0.1,OXYTRI_MAC_25878
Contig3043.0.0,Contig3043.0.0,3043.0.0,
Contig14239.0,Contig14239.0,14239.0,OXYTRI_MAC_14239
Contig3041.0,Contig3041.0,3041.0,OXYTRI_MAC_3041
Contig3046.0,Contig3046.0,3046.0,OXYTRI_MAC_3046
Contig3045.0,Contig3045.0,3045.0,OXYTRI_MAC_3045
Contig3044.0.0,Contig3044.0.0,3044.0.0,OXYTRI_MAC_3044
Contig8090.0.0,Contig8090.0.0,8090.0.0,
Contig8093.0,Contig8093.0,8093.0,OXYTRI_MAC_8093
Contig8092.0,Contig8092.0,8092.0,OXYTRI_MAC_8092
Contig8099.0,Contig8099.0,8099.0,OXYTRI_MAC_8099
Contig8098.0,Contig8098.0,8098.0,OXYTRI_MAC_8098
Contig21582.0,Contig21582.0,21582.0,OXYTRI_MAC_21582
Contig8549.0,Contig8549.0,8549.0,OXYTRI_MAC_8549
Contig8548.0.1,Contig8548.0.1,8548.0.1,OXYTRI_MAC_89
Contig8545.0.0,Contig8545.0.0,8545.0.0,OXYTRI_MAC_8545
Contig8545.0.1,Contig8545.0.1,8545.0.1,
Contig8544.0,Contig8544.0,8544.0,
Contig8543.0,Contig8543.0,8543.0,OXYTRI_MAC_8543
Contig8541.0,Contig8541.0,8541.0,OXYTRI_MAC_8541
Contig2798.0,Contig2798.0,2798.0,OXYTRI_MAC_2798
Contig2799.0,Contig2799.0,2799.0,OXYTRI_MAC_2799
Contig2790.0,Contig2790.0,2790.0,OXYTRI_MAC_2790
Contig2791.0,Contig2791.0,2791.0,OXYTRI_MAC_2791
Contig2792.0,Contig2792.0,2792.0,OXYTRI_MAC_2792
Contig2793.0,Contig2793.0,2793.0,OXYTRI_MAC_2793
Contig2794.0,Contig2794.0,2794.0,OXYTRI_MAC_2794
Contig2795.0.0,Contig2795.0.0,2795.0.0,OXYTRI_MAC_2795
Contig2796.0,Contig2796.0,2796.0,OXYTRI_MAC_2796
Contig2797.0.1,Contig2797.0.1,2797.0.1,OXYTRI_MAC_2797
Contig5071.0,Contig5071.0,5071.0,
Contig5072.0,Contig5072.0,5072.0,OXYTRI_MAC_5072
Contig5075.0,Contig5075.0,5075.0,
Contig5079.0,Contig5079.0,5079.0,OXYTRI_MAC_5079
Contig4301.0,Contig4301.0,4301.0,OXYTRI_MAC_4301
Contig4300.0.1,Contig4300.0.1,4300.0.1,OXYTRI_MAC_4300
Contig4303.0,Contig4303.0,4303.0,
Contig4302.0,Contig4302.0,4302.0,OXYTRI_MAC_4302
Contig4305.0,Contig4305.0,4305.0,
Contig4304.0,Contig4304.0,4304.0,OXYTRI_MAC_4304
Contig4307.0,Contig4307.0,4307.0,OXYTRI_MAC_4307
Contig4306.0,Contig4306.0,4306.0,OXYTRI_MAC_4306
Contig3825.0,Contig3825.0,3825.0,OXYTRI_MAC_3825
Contig3824.0,Contig3824.0,3824.0,OXYTRI_MAC_3824
Contig3827.0,Contig3827.0,3827.0,OXYTRI_MAC_3827
Contig3826.0,Contig3826.0,3826.0,OXYTRI_MAC_3826
Contig3823.0,Contig3823.0,3823.0,OXYTRI_MAC_3823
Contig3822.0,Contig3822.0,3822.0,OXYTRI_MAC_3822
Contig3829.0,Contig3829.0,3829.0,OXYTRI_MAC_3829
Contig3828.0,Contig3828.0,3828.0,OXYTRI_MAC_3828
Contig12428.0,Contig12428.0,12428.0,OXYTRI_MAC_12428
