name,variant
Contig560.1i1v1,"Contig560.1,Contig560.1i1,Contig560.1i1v1"
Contig561.0,Contig561.0
Contig562.0,"Contig562.0,Contig562.0v1"
Contig562.0v1,"Contig562.0,Contig562.0v1"
Contig562.1,"Contig562.1,Contig562.1i1,Contig562.1i1v1"
Contig562.1i1,"Contig562.1,Contig562.1i1,Contig562.1i1v1"
Contig562.1i1v1,"Contig562.1,Contig562.1i1,Contig562.1i1v1"
Contig563.0,Contig563.0
Contig563.1,"Contig563.1,Contig563.1v1,Contig563.1i1,Contig563.1i1v1"
Contig563.1v1,"Contig563.1,Contig563.1v1,Contig563.1i1,Contig563.1i1v1"
Contig563.1i1,"Contig563.1,Contig563.1v1,Contig563.1i1,Contig563.1i1v1"
Contig563.1i1v1,"Contig563.1,Contig563.1v1,Contig563.1i1,Contig563.1i1v1"
Contig564.0,Contig564.0
Contig565.0,Contig565.0
Contig566.1,"Contig566.1,Contig566.1v1"
Contig566.1v1,"Contig566.1,Contig566.1v1"
Contig568.0.0,Contig568.0.0
Contig568.1,"Contig568.1,Contig568.1i1"
Contig568.1i1,"Contig568.1,Contig568.1i1"
Contig569.0,Contig569.0
Contig569.1,"Contig569.1,Contig569.1i1,Contig569.1i2"
Contig569.1i1,"Contig569.1,Contig569.1i1,Contig569.1i2"
Contig569.1i2,"Contig569.1,Contig569.1i1,Contig569.1i2"
Contig570.0,"Contig570.0,Contig570.0v1"
Contig570.0v1,"Contig570.0,Contig570.0v1"
Contig570.1,"Contig570.1,Contig570.1v1"
Contig570.1v1,"Contig570.1,Contig570.1v1"
Contig571.1,"Contig571.1,Contig571.1i1"
Contig571.1i1,"Contig571.1,Contig571.1i1"
Contig572.1,"Contig572.1,Contig572.1i1,Contig572.1i1v1"
Contig572.1i1,"Contig572.1,Contig572.1i1,Contig572.1i1v1"
Contig572.1i1v1,"Contig572.1,Contig572.1i1,Contig572.1i1v1"
Contig573.0,"Contig573.0,Contig573.0v1,Contig573.0v2,Contig573.0i1,Contig573.0i1v1"
Contig573.0v1,"Contig573.0,Contig573.0v1,Contig573.0v2,Contig573.0i1,Contig573.0i1v1"
Contig573.0v2,"Contig573.0,Contig573.0v1,Contig573.0v2,Contig573.0i1,Contig573.0i1v1"
Contig573.0i1,"Contig573.0,Contig573.0v1,Contig573.0v2,Contig573.0i1,Contig573.0i1v1"
Contig573.0i1v1,"Contig573.0,Contig573.0v1,Contig573.0v2,Contig573.0i1,Contig573.0i1v1"
Contig574.1,"Contig574.1,Contig574.1v1"
Contig574.1v1,"Contig574.1,Contig574.1v1"
Contig575.1,Contig575.1
Contig576.0.1,Contig576.0.1
Contig576.1,"Contig576.1,Contig576.1v1"
Contig576.1v1,"Contig576.1,Contig576.1v1"
Contig577.0,Contig577.0
Contig577.1,"Contig577.1,Contig577.1i1,Contig577.1i2,Contig577.1i2v1"
Contig577.1i1,"Contig577.1,Contig577.1i1,Contig577.1i2,Contig577.1i2v1"
Contig577.1i2,"Contig577.1,Contig577.1i1,Contig577.1i2,Contig577.1i2v1"
Contig577.1i2v1,"Contig577.1,Contig577.1i1,Contig577.1i2,Contig577.1i2v1"
Contig579.0,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.0i1,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.0i1v1,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.0i1v2,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.0i1v3,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.0i2,"Contig579.0,Contig579.0i1,Contig579.0i1v1,Contig579.0i1v2,Contig579.0i1v3,Contig579.0i2"
Contig579.1,"Contig579.1,Contig579.1v1"
Contig579.1v1,"Contig579.1,Contig579.1v1"
Contig580.0,Contig580.0
Contig580.1,Contig580.1
Contig581.0,Contig581.0
Contig581.1,"Contig581.1,Contig581.1v1,Contig581.1i1"
Contig581.1v1,"Contig581.1,Contig581.1v1,Contig581.1i1"
Contig581.1i1,"Contig581.1,Contig581.1v1,Contig581.1i1"
Contig582.0,"Contig582.0,Contig582.0i1,Contig582.0i1v1,Contig582.0i2"
Contig582.0i1,"Contig582.0,Contig582.0i1,Contig582.0i1v1,Contig582.0i2"
Contig582.0i1v1,"Contig582.0,Contig582.0i1,Contig582.0i1v1,Contig582.0i2"
Contig582.0i2,"Contig582.0,Contig582.0i1,Contig582.0i1v1,Contig582.0i2"
Contig582.1,"Contig582.1,Contig582.1v1"
Contig582.1v1,"Contig582.1,Contig582.1v1"
Contig583.0,Contig583.0
Contig583.1,"Contig583.1,Contig583.1v1"
Contig583.1v1,"Contig583.1,Contig583.1v1"
Contig584.0,Contig584.0
Contig584.1,"Contig584.1,Contig584.1v1"
Contig584.1v1,"Contig584.1,Contig584.1v1"
Contig586.0,Contig586.0
Contig586.1,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig586.1i1,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig586.1i1v1,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig586.1i1v2,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig586.1i1v3,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig586.1i1v4,"Contig586.1,Contig586.1i1,Contig586.1i1v1,Contig586.1i1v2,Contig586.1i1v3,Contig586.1i1v4"
Contig587.1,"Contig587.1,Contig587.1i1"
Contig587.1i1,"Contig587.1,Contig587.1i1"
Contig588.1,Contig588.1
Contig589.1,"Contig589.1,Contig589.1i1"
Contig589.1i1,"Contig589.1,Contig589.1i1"
Contig590.1,"Contig590.1,Contig590.1i1,Contig590.1i1v1,Contig590.1i2,Contig590.1i3"
Contig590.1i1,"Contig590.1,Contig590.1i1,Contig590.1i1v1,Contig590.1i2,Contig590.1i3"
Contig590.1i1v1,"Contig590.1,Contig590.1i1,Contig590.1i1v1,Contig590.1i2,Contig590.1i3"
Contig590.1i2,"Contig590.1,Contig590.1i1,Contig590.1i1v1,Contig590.1i2,Contig590.1i3"
Contig590.1i3,"Contig590.1,Contig590.1i1,Contig590.1i1v1,Contig590.1i2,Contig590.1i3"
Contig591.1,Contig591.1
Contig592.1,"Contig592.1,Contig592.1v1,Contig592.1i1"
Contig592.1v1,"Contig592.1,Contig592.1v1,Contig592.1i1"
Contig592.1i1,"Contig592.1,Contig592.1v1,Contig592.1i1"
Contig593.0,"Contig593.0,Contig593.0i1,Contig593.0i1v1"
Contig593.0i1,"Contig593.0,Contig593.0i1,Contig593.0i1v1"
Contig593.0i1v1,"Contig593.0,Contig593.0i1,Contig593.0i1v1"
Contig593.1,"Contig593.1,Contig593.1i1"
Contig593.1i1,"Contig593.1,Contig593.1i1"
Contig594.0,"Contig594.0,Contig594.0v1,Contig594.0i1"
Contig594.0v1,"Contig594.0,Contig594.0v1,Contig594.0i1"
Contig594.0i1,"Contig594.0,Contig594.0v1,Contig594.0i1"
Contig594.1,"Contig594.1,Contig594.1v1,Contig594.1v2,Contig594.1v3"
Contig594.1v1,"Contig594.1,Contig594.1v1,Contig594.1v2,Contig594.1v3"
Contig594.1v2,"Contig594.1,Contig594.1v1,Contig594.1v2,Contig594.1v3"
Contig594.1v3,"Contig594.1,Contig594.1v1,Contig594.1v2,Contig594.1v3"
Contig595.0,Contig595.0
Contig595.1,"Contig595.1,Contig595.1v1,Contig595.1v2"
Contig595.1v1,"Contig595.1,Contig595.1v1,Contig595.1v2"
Contig595.1v2,"Contig595.1,Contig595.1v1,Contig595.1v2"
Contig596.1,Contig596.1
Contig597.1,"Contig597.1,Contig597.1v1"
Contig597.1v1,"Contig597.1,Contig597.1v1"
Contig598.0,Contig598.0
Contig598.1,"Contig598.1,Contig598.1i1"
Contig598.1i1,"Contig598.1,Contig598.1i1"
Contig599.0,Contig599.0
Contig599.1,"Contig599.1,Contig599.1v1"
Contig599.1v1,"Contig599.1,Contig599.1v1"
Contig600.0,"Contig600.0,Contig600.0v1"
Contig600.0v1,"Contig600.0,Contig600.0v1"
Contig600.1,Contig600.1
Contig601.1,"Contig601.1,Contig601.1v1,Contig601.1v2,Contig601.1v3"
Contig601.1v1,"Contig601.1,Contig601.1v1,Contig601.1v2,Contig601.1v3"
Contig601.1v2,"Contig601.1,Contig601.1v1,Contig601.1v2,Contig601.1v3"
Contig601.1v3,"Contig601.1,Contig601.1v1,Contig601.1v2,Contig601.1v3"
Contig602.0,Contig602.0
Contig602.1,"Contig602.1,Contig602.1v1"
Contig602.1v1,"Contig602.1,Contig602.1v1"
Contig604.0,"Contig604.0,Contig604.0i1"
Contig604.0i1,"Contig604.0,Contig604.0i1"
Contig604.1,"Contig604.1,Contig604.1i2,Contig604.1i2v1,Contig604.1i1"
Contig604.1i2,"Contig604.1,Contig604.1i2,Contig604.1i2v1,Contig604.1i1"
Contig604.1i2v1,"Contig604.1,Contig604.1i2,Contig604.1i2v1,Contig604.1i1"
Contig604.1i1,"Contig604.1,Contig604.1i2,Contig604.1i2v1,Contig604.1i1"
Contig605.0,"Contig605.0,Contig605.0v1,Contig605.0v2"
Contig605.0v1,"Contig605.0,Contig605.0v1,Contig605.0v2"
Contig605.0v2,"Contig605.0,Contig605.0v1,Contig605.0v2"
Contig605.1,"Contig605.1,Contig605.1i1,Contig605.1i1v1"
Contig605.1i1,"Contig605.1,Contig605.1i1,Contig605.1i1v1"
Contig605.1i1v1,"Contig605.1,Contig605.1i1,Contig605.1i1v1"
Contig606.0.0,"Contig606.0.0,Contig606.0.0v1"
Contig606.0.0v1,"Contig606.0.0,Contig606.0.0v1"
Contig606.1,"Contig606.1,Contig606.1v1,Contig606.1v2"
Contig606.1v1,"Contig606.1,Contig606.1v1,Contig606.1v2"
Contig606.1v2,"Contig606.1,Contig606.1v1,Contig606.1v2"
Contig607.1,Contig607.1
Contig608.1,"Contig608.1,Contig608.1v1"
Contig608.1v1,"Contig608.1,Contig608.1v1"
Contig609.0,Contig609.0
Contig609.1,"Contig609.1,Contig609.1v1"
Contig609.1v1,"Contig609.1,Contig609.1v1"
Contig610.1,"Contig610.1,Contig610.1v1"
Contig610.1v1,"Contig610.1,Contig610.1v1"
Contig611.1,Contig611.1
Contig612.0,Contig612.0
Contig612.1,Contig612.1
Contig613.1,Contig613.1
Contig614.0,"Contig614.0,Contig614.0v1,Contig614.0v2"
Contig614.0v1,"Contig614.0,Contig614.0v1,Contig614.0v2"
Contig614.0v2,"Contig614.0,Contig614.0v1,Contig614.0v2"
Contig614.1,"Contig614.1,Contig614.1i2,Contig614.1i3,Contig614.1i1"
Contig614.1i2,"Contig614.1,Contig614.1i2,Contig614.1i3,Contig614.1i1"
Contig614.1i3,"Contig614.1,Contig614.1i2,Contig614.1i3,Contig614.1i1"
Contig614.1i1,"Contig614.1,Contig614.1i2,Contig614.1i3,Contig614.1i1"
Contig615.0.0,"Contig615.0.0,Contig615.0.0v1,Contig615.0.0v2,Contig615.0.0v3"
Contig615.0.0v1,"Contig615.0.0,Contig615.0.0v1,Contig615.0.0v2,Contig615.0.0v3"
Contig615.0.0v2,"Contig615.0.0,Contig615.0.0v1,Contig615.0.0v2,Contig615.0.0v3"
Contig615.0.0v3,"Contig615.0.0,Contig615.0.0v1,Contig615.0.0v2,Contig615.0.0v3"
Contig615.1,"Contig615.1,Contig615.1i1,Contig615.1i1v1"
Contig615.1i1,"Contig615.1,Contig615.1i1,Contig615.1i1v1"
Contig615.1i1v1,"Contig615.1,Contig615.1i1,Contig615.1i1v1"
Contig617.0,"Contig617.0,Contig617.0i1"
Contig617.0i1,"Contig617.0,Contig617.0i1"
Contig617.1,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i1,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i2,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i2v1,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i2v2,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i3,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig617.1i3v1,"Contig617.1,Contig617.1i1,Contig617.1i2,Contig617.1i2v1,Contig617.1i2v2,Contig617.1i3,Contig617.1i3v1"
Contig618.1,"Contig618.1,Contig618.1v1"
Contig618.1v1,"Contig618.1,Contig618.1v1"
Contig619.0,"Contig619.0,Contig619.0v1"
Contig619.0v1,"Contig619.0,Contig619.0v1"
Contig619.1,"Contig619.1,Contig619.1i1"
Contig619.1i1,"Contig619.1,Contig619.1i1"
Contig620.0,Contig620.0
Contig621.1,"Contig621.1,Contig621.1v1"
Contig621.1v1,"Contig621.1,Contig621.1v1"
Contig622.0,"Contig622.0,Contig622.0v1,Contig622.0v2"
Contig622.0v1,"Contig622.0,Contig622.0v1,Contig622.0v2"
Contig622.0v2,"Contig622.0,Contig622.0v1,Contig622.0v2"
Contig622.1,"Contig622.1,Contig622.1v1,Contig622.1i1"
Contig622.1v1,"Contig622.1,Contig622.1v1,Contig622.1i1"
Contig622.1i1,"Contig622.1,Contig622.1v1,Contig622.1i1"
Contig623.0,Contig623.0
Contig623.1,"Contig623.1,Contig623.1v1,Contig623.1i1"
Contig623.1v1,"Contig623.1,Contig623.1v1,Contig623.1i1"
Contig623.1i1,"Contig623.1,Contig623.1v1,Contig623.1i1"
Contig624.1,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i1,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i2,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i2v1,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i3,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i4,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig624.1i5,"Contig624.1,Contig624.1i1,Contig624.1i2,Contig624.1i2v1,Contig624.1i3,Contig624.1i4,Contig624.1i5"
Contig625.0,"Contig625.0,Contig625.0v1"
Contig625.0v1,"Contig625.0,Contig625.0v1"
Contig625.1,Contig625.1
Contig626.0,Contig626.0
Contig626.1,"Contig626.1,Contig626.1i1"
Contig626.1i1,"Contig626.1,Contig626.1i1"
Contig627.0,"Contig627.0,Contig627.0i1,Contig627.0i1v1,Contig627.0i2"
Contig627.0i1,"Contig627.0,Contig627.0i1,Contig627.0i1v1,Contig627.0i2"
Contig627.0i1v1,"Contig627.0,Contig627.0i1,Contig627.0i1v1,Contig627.0i2"
Contig627.0i2,"Contig627.0,Contig627.0i1,Contig627.0i1v1,Contig627.0i2"
Contig627.1,Contig627.1
Contig628.0,Contig628.0
Contig629.1,Contig629.1
Contig630.1,"Contig630.1,Contig630.1i1,Contig630.1i1v1,Contig630.1i2"
Contig630.1i1,"Contig630.1,Contig630.1i1,Contig630.1i1v1,Contig630.1i2"
Contig630.1i1v1,"Contig630.1,Contig630.1i1,Contig630.1i1v1,Contig630.1i2"
Contig630.1i2,"Contig630.1,Contig630.1i1,Contig630.1i1v1,Contig630.1i2"
Contig631.0,"Contig631.0,Contig631.0v1"
Contig631.0v1,"Contig631.0,Contig631.0v1"
Contig631.1,"Contig631.1,Contig631.1v1"
Contig631.1v1,"Contig631.1,Contig631.1v1"
Contig632.1,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig632.1v1,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig632.1v2,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig632.1i1,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig632.1i2,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig632.1i3,"Contig632.1,Contig632.1v1,Contig632.1v2,Contig632.1i1,Contig632.1i2,Contig632.1i3"
Contig633.1i1,"Contig633.1i1,Contig633.1"
Contig634.1,Contig634.1
Contig635.0,"Contig635.0,Contig635.0i1"
Contig635.0i1,"Contig635.0,Contig635.0i1"
Contig635.1,"Contig635.1,Contig635.1v1"
Contig635.1v1,"Contig635.1,Contig635.1v1"
Contig636.0,Contig636.0
Contig636.1,"Contig636.1,Contig636.1i1,Contig636.1i1v1"
Contig636.1i1,"Contig636.1,Contig636.1i1,Contig636.1i1v1"
Contig636.1i1v1,"Contig636.1,Contig636.1i1,Contig636.1i1v1"
Contig637.0,"Contig637.0,Contig637.0i1"
Contig637.0i1,"Contig637.0,Contig637.0i1"
Contig637.1,"Contig637.1,Contig637.1i1,Contig637.1i1v1,Contig637.1i2"
Contig637.1i1,"Contig637.1,Contig637.1i1,Contig637.1i1v1,Contig637.1i2"
Contig637.1i1v1,"Contig637.1,Contig637.1i1,Contig637.1i1v1,Contig637.1i2"
Contig637.1i2,"Contig637.1,Contig637.1i1,Contig637.1i1v1,Contig637.1i2"
Contig638.0,"Contig638.0,Contig638.0v1"
Contig638.0v1,"Contig638.0,Contig638.0v1"
Contig639.0,"Contig639.0,Contig639.0v1"
Contig639.0v1,"Contig639.0,Contig639.0v1"
Contig639.1,Contig639.1
Contig640.0.1,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.0.1i1,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.0.1i2,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.0.1i2v1,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.0.1i3,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.0.1i4,"Contig640.0.1,Contig640.0.1i1,Contig640.0.1i2,Contig640.0.1i2v1,Contig640.0.1i3,Contig640.0.1i4"
Contig640.1,"Contig640.1,Contig640.1i1,Contig640.1i1v1,Contig640.1i1v2,Contig640.1i2"
Contig640.1i1,"Contig640.1,Contig640.1i1,Contig640.1i1v1,Contig640.1i1v2,Contig640.1i2"
Contig640.1i1v1,"Contig640.1,Contig640.1i1,Contig640.1i1v1,Contig640.1i1v2,Contig640.1i2"
Contig640.1i1v2,"Contig640.1,Contig640.1i1,Contig640.1i1v1,Contig640.1i1v2,Contig640.1i2"
Contig640.1i2,"Contig640.1,Contig640.1i1,Contig640.1i1v1,Contig640.1i1v2,Contig640.1i2"
Contig641.0,"Contig641.0,Contig641.0v1"
Contig641.0v1,"Contig641.0,Contig641.0v1"
Contig641.1,"Contig641.1,Contig641.1i1"
Contig641.1i1,"Contig641.1,Contig641.1i1"
Contig642.0,Contig642.0
Contig642.1,"Contig642.1,Contig642.1i1,Contig642.1i1v1,Contig642.1i1v2"
Contig642.1i1,"Contig642.1,Contig642.1i1,Contig642.1i1v1,Contig642.1i1v2"
Contig642.1i1v1,"Contig642.1,Contig642.1i1,Contig642.1i1v1,Contig642.1i1v2"
Contig642.1i1v2,"Contig642.1,Contig642.1i1,Contig642.1i1v1,Contig642.1i1v2"
Contig643.0,"Contig643.0,Contig643.0v1,Contig643.0i1"
Contig643.0v1,"Contig643.0,Contig643.0v1,Contig643.0i1"
Contig643.0i1,"Contig643.0,Contig643.0v1,Contig643.0i1"
Contig643.1,Contig643.1
Contig644.1,"Contig644.1,Contig644.1v1"
Contig644.1v1,"Contig644.1,Contig644.1v1"
Contig645.1,"Contig645.1,Contig645.1v1,Contig645.1v2,Contig645.1i1"
Contig645.1v1,"Contig645.1,Contig645.1v1,Contig645.1v2,Contig645.1i1"
Contig645.1v2,"Contig645.1,Contig645.1v1,Contig645.1v2,Contig645.1i1"
Contig645.1i1,"Contig645.1,Contig645.1v1,Contig645.1v2,Contig645.1i1"
Contig646.1,"Contig646.1,Contig646.1v1"
Contig646.1v1,"Contig646.1,Contig646.1v1"
Contig647.1,"Contig647.1,Contig647.1v1"
Contig647.1v1,"Contig647.1,Contig647.1v1"
Contig648.0.1,Contig648.0.1
Contig648.1,"Contig648.1,Contig648.1v1"
Contig648.1v1,"Contig648.1,Contig648.1v1"
Contig649.0,Contig649.0
Contig649.1,Contig649.1
Contig650.1,"Contig650.1,Contig650.1v1,Contig650.1v2"
Contig650.1v1,"Contig650.1,Contig650.1v1,Contig650.1v2"
Contig650.1v2,"Contig650.1,Contig650.1v1,Contig650.1v2"
Contig651.1,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1v1,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1v2,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1v3,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1v4,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1v5,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig651.1i1,"Contig651.1,Contig651.1v1,Contig651.1v2,Contig651.1v3,Contig651.1v4,Contig651.1v5,Contig651.1i1"
Contig652.0,Contig652.0
Contig652.1,Contig652.1
Contig653.0,"Contig653.0,Contig653.0v1"
Contig653.0v1,"Contig653.0,Contig653.0v1"
Contig653.1,Contig653.1
Contig654.0,Contig654.0
Contig654.1,Contig654.1
Contig655.1,"Contig655.1,Contig655.1v1"
Contig655.1v1,"Contig655.1,Contig655.1v1"
Contig656.0,Contig656.0
Contig656.1,Contig656.1
Contig657.0,"Contig657.0,Contig657.0i1"
Contig657.0i1,"Contig657.0,Contig657.0i1"
Contig657.1,"Contig657.1,Contig657.1v1,Contig657.1i1"
Contig657.1v1,"Contig657.1,Contig657.1v1,Contig657.1i1"
Contig657.1i1,"Contig657.1,Contig657.1v1,Contig657.1i1"
Contig658.0,"Contig658.0,Contig658.0v1"
Contig658.0v1,"Contig658.0,Contig658.0v1"
Contig658.1,"Contig658.1,Contig658.1v1,Contig658.1i1"
Contig658.1v1,"Contig658.1,Contig658.1v1,Contig658.1i1"
Contig658.1i1,"Contig658.1,Contig658.1v1,Contig658.1i1"
Contig659.0,"Contig659.0,Contig659.0i1"
Contig659.0i1,"Contig659.0,Contig659.0i1"
Contig659.1,"Contig659.1,Contig659.1i1"
Contig659.1i1,"Contig659.1,Contig659.1i1"
Contig660.0,Contig660.0
Contig660.1,"Contig660.1,Contig660.1i1"
Contig660.1i1,"Contig660.1,Contig660.1i1"
Contig661.0,"Contig661.0,Contig661.0v1"
Contig661.0v1,"Contig661.0,Contig661.0v1"
Contig661.1,Contig661.1
Contig662.0,Contig662.0
Contig663.0.0,"Contig663.0.0,Contig663.0.0v1"
Contig663.0.2,"Contig663.0.2,Contig663.0.2v1"
Contig663.0.2v1,"Contig663.0.2,Contig663.0.2v1"
Contig663.1,"Contig663.1,Contig663.1i1,Contig663.1i1v1,Contig663.1i2"
Contig663.1i1,"Contig663.1,Contig663.1i1,Contig663.1i1v1,Contig663.1i2"
Contig663.1i1v1,"Contig663.1,Contig663.1i1,Contig663.1i1v1,Contig663.1i2"
Contig663.1i2,"Contig663.1,Contig663.1i1,Contig663.1i1v1,Contig663.1i2"
Contig664.0,Contig664.0
Contig665.0,"Contig665.0,Contig665.0i1"
Contig665.0i1,"Contig665.0,Contig665.0i1"
Contig666.0,"Contig666.0,Contig666.0i1,Contig666.0i1v1"
Contig666.0i1,"Contig666.0,Contig666.0i1,Contig666.0i1v1"
Contig666.0i1v1,"Contig666.0,Contig666.0i1,Contig666.0i1v1"
Contig668.0,"Contig668.0,Contig668.0v1"
Contig668.0v1,"Contig668.0,Contig668.0v1"
Contig668.1,Contig668.1
Contig669.0,Contig669.0
Contig669.1,"Contig669.1,Contig669.1v1"
Contig669.1v1,"Contig669.1,Contig669.1v1"
Contig670.0,"Contig670.0,Contig670.0v1"
Contig670.0v1,"Contig670.0,Contig670.0v1"
Contig670.1,"Contig670.1,Contig670.1i1,Contig670.1i1v1"
Contig670.1i1,"Contig670.1,Contig670.1i1,Contig670.1i1v1"
Contig670.1i1v1,"Contig670.1,Contig670.1i1,Contig670.1i1v1"
Contig671.0,"Contig671.0,Contig671.0v1"
Contig671.0v1,"Contig671.0,Contig671.0v1"
Contig672.0,Contig672.0
Contig672.1,Contig672.1
Contig673.0,Contig673.0
Contig673.1,"Contig673.1,Contig673.1v1"
Contig673.1v1,"Contig673.1,Contig673.1v1"
Contig674.0,"Contig674.0,Contig674.0i1,Contig674.0i1v1"
Contig674.0i1,"Contig674.0,Contig674.0i1,Contig674.0i1v1"
Contig674.0i1v1,"Contig674.0,Contig674.0i1,Contig674.0i1v1"
Contig674.1,Contig674.1
Contig675.0,"Contig675.0,Contig675.0i1,Contig675.0i1v1"
Contig675.0i1,"Contig675.0,Contig675.0i1,Contig675.0i1v1"
Contig675.0i1v1,"Contig675.0,Contig675.0i1,Contig675.0i1v1"
Contig675.1,"Contig675.1,Contig675.1v1,Contig675.1i1"
Contig675.1v1,"Contig675.1,Contig675.1v1,Contig675.1i1"
Contig675.1i1,"Contig675.1,Contig675.1v1,Contig675.1i1"
Contig676.0.1,"Contig676.0.1,Contig676.0.1v1"
Contig676.0.1v1,"Contig676.0.1,Contig676.0.1v1"
Contig676.1,"Contig676.1,Contig676.1v1,Contig676.1i1,Contig676.1i2"
Contig676.1v1,"Contig676.1,Contig676.1v1,Contig676.1i1,Contig676.1i2"
Contig676.1i1,"Contig676.1,Contig676.1v1,Contig676.1i1,Contig676.1i2"
Contig676.1i2,"Contig676.1,Contig676.1v1,Contig676.1i1,Contig676.1i2"
Contig677.0,Contig677.0
Contig677.1,Contig677.1
Contig678.0,Contig678.0
