name,variant
Contig10497.0i2,"Contig10497.0,Contig10497.0i1,Contig10497.0i1v1,Contig10497.0i1v2,Contig10497.0i2"
Contig10498.0,Contig10498.0
Contig10499.0,Contig10499.0
Contig10500.0,"Contig10500.0,Contig10500.0v1,Contig10500.0v2"
Contig10500.0v1,"Contig10500.0,Contig10500.0v1,Contig10500.0v2"
Contig10500.0v2,"Contig10500.0,Contig10500.0v1,Contig10500.0v2"
Contig10501.0,"Contig10501.0,Contig10501.0v1"
Contig10501.0v1,"Contig10501.0,Contig10501.0v1"
Contig10502.0,"Contig10502.0,Contig10502.0i1,Contig10502.0i2,Contig10502.0i3"
Contig10502.0i1,"Contig10502.0,Contig10502.0i1,Contig10502.0i2,Contig10502.0i3"
Contig10502.0i2,"Contig10502.0,Contig10502.0i1,Contig10502.0i2,Contig10502.0i3"
Contig10502.0i3,"Contig10502.0,Contig10502.0i1,Contig10502.0i2,Contig10502.0i3"
Contig10503.0,Contig10503.0
Contig10504.0,Contig10504.0
Contig10505.0,"Contig10505.0,Contig10505.0i1,Contig10505.0i1v1"
Contig10505.0i1,"Contig10505.0,Contig10505.0i1,Contig10505.0i1v1"
Contig10505.0i1v1,"Contig10505.0,Contig10505.0i1,Contig10505.0i1v1"
Contig10506.0,Contig10506.0
Contig10507.0,Contig10507.0
Contig10508.0,Contig10508.0
Contig10509.0,"Contig10509.0,Contig10509.0v1"
Contig10509.0v1,"Contig10509.0,Contig10509.0v1"
Contig10510.0,Contig10510.0
Contig10511.0,"Contig10511.0,Contig10511.0v1"
Contig10511.0v1,"Contig10511.0,Contig10511.0v1"
Contig10512.0.2,Contig10512.0.2
Contig10513.0,"Contig10513.0,Contig10513.0v1"
Contig10513.0v1,"Contig10513.0,Contig10513.0v1"
Contig10515.0,Contig10515.0
Contig10516.0,Contig10516.0
Contig10517.0,"Contig10517.0,Contig10517.0v1"
Contig10517.0v1,"Contig10517.0,Contig10517.0v1"
Contig10518.0,"Contig10518.0,Contig10518.0i1,Contig10518.0i1v1,Contig10518.0i2"
Contig10518.0i1,"Contig10518.0,Contig10518.0i1,Contig10518.0i1v1,Contig10518.0i2"
Contig10518.0i1v1,"Contig10518.0,Contig10518.0i1,Contig10518.0i1v1,Contig10518.0i2"
Contig10518.0i2,"Contig10518.0,Contig10518.0i1,Contig10518.0i1v1,Contig10518.0i2"
Contig10519.0,Contig10519.0
Contig10520.0,Contig10520.0
Contig10524.0.1,"Contig10524.0.1,Contig10524.0.1v1,Contig10524.0.1v2,Contig10524.0.1v3"
Contig10524.0.1v1,"Contig10524.0.1,Contig10524.0.1v1,Contig10524.0.1v2,Contig10524.0.1v3"
Contig10524.0.1v2,"Contig10524.0.1,Contig10524.0.1v1,Contig10524.0.1v2,Contig10524.0.1v3"
Contig10524.0.1v3,"Contig10524.0.1,Contig10524.0.1v1,Contig10524.0.1v2,Contig10524.0.1v3"
Contig10525.0,Contig10525.0
Contig10528.0,"Contig10528.0,Contig10528.0v1"
Contig10528.0v1,"Contig10528.0,Contig10528.0v1"
Contig10529.0,"Contig10529.0,Contig10529.0i1,Contig10529.0i1v1"
Contig10529.0i1,"Contig10529.0,Contig10529.0i1,Contig10529.0i1v1"
Contig10529.0i1v1,"Contig10529.0,Contig10529.0i1,Contig10529.0i1v1"
Contig10530.0,Contig10530.0
Contig10531.0,"Contig10531.0,Contig10531.0v1,Contig10531.0i1,Contig10531.0i1v1"
Contig10531.0v1,"Contig10531.0,Contig10531.0v1,Contig10531.0i1,Contig10531.0i1v1"
Contig10531.0i1,"Contig10531.0,Contig10531.0v1,Contig10531.0i1,Contig10531.0i1v1"
Contig10531.0i1v1,"Contig10531.0,Contig10531.0v1,Contig10531.0i1,Contig10531.0i1v1"
Contig10532.0,"Contig10532.0,Contig10532.0v1,Contig10532.0i1"
Contig10532.0v1,"Contig10532.0,Contig10532.0v1,Contig10532.0i1"
Contig10532.0i1,"Contig10532.0,Contig10532.0v1,Contig10532.0i1"
Contig10533.0,"Contig10533.0,Contig10533.0i1"
Contig10533.0i1,"Contig10533.0,Contig10533.0i1"
Contig10534.0,Contig10534.0
Contig10535.0,Contig10535.0
Contig10536.0,"Contig10536.0,Contig10536.0i1"
Contig10536.0i1,"Contig10536.0,Contig10536.0i1"
Contig10537.0,"Contig10537.0,Contig10537.0v1"
Contig10537.0v1,"Contig10537.0,Contig10537.0v1"
Contig10538.0,Contig10538.0
Contig10539.0,"Contig10539.0,Contig10539.0v1"
Contig10539.0v1,"Contig10539.0,Contig10539.0v1"
Contig10542.0,"Contig10542.0,Contig10542.0i1,Contig10542.0i1v1"
Contig10542.0i1,"Contig10542.0,Contig10542.0i1,Contig10542.0i1v1"
Contig10542.0i1v1,"Contig10542.0,Contig10542.0i1,Contig10542.0i1v1"
Contig10546.0,"Contig10546.0,Contig10546.0v1"
Contig10546.0v1,"Contig10546.0,Contig10546.0v1"
Contig10547.0,"Contig10547.0,Contig10547.0i1,Contig10547.0i1v1"
Contig10547.0i1,"Contig10547.0,Contig10547.0i1,Contig10547.0i1v1"
Contig10547.0i1v1,"Contig10547.0,Contig10547.0i1,Contig10547.0i1v1"
Contig10548.0,"Contig10548.0,Contig10548.0i1"
Contig10548.0i1,"Contig10548.0,Contig10548.0i1"
Contig10549.0,"Contig10549.0,Contig10549.0v1"
Contig10549.0v1,"Contig10549.0,Contig10549.0v1"
Contig10550.0,"Contig10550.0,Contig10550.0v1"
Contig10550.0v1,"Contig10550.0,Contig10550.0v1"
Contig10551.0,Contig10551.0
Contig10552.0,"Contig10552.0,Contig10552.0v1"
Contig10552.0v1,"Contig10552.0,Contig10552.0v1"
Contig10553.0,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v1,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v2,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v3,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v4,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v5,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v6,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10553.0i1v7,"Contig10553.0,Contig10553.0i1,Contig10553.0i1v1,Contig10553.0i1v2,Contig10553.0i1v3,Contig10553.0i1v4,Contig10553.0i1v5,Contig10553.0i1v6,Contig10553.0i1v7"
Contig10554.0,"Contig10554.0,Contig10554.0v1,Contig10554.0i1,Contig10554.0i2"
Contig10554.0v1,"Contig10554.0,Contig10554.0v1,Contig10554.0i1,Contig10554.0i2"
Contig10554.0i1,"Contig10554.0,Contig10554.0v1,Contig10554.0i1,Contig10554.0i2"
Contig10554.0i2,"Contig10554.0,Contig10554.0v1,Contig10554.0i1,Contig10554.0i2"
Contig10555.0,"Contig10555.0,Contig10555.0i1,Contig10555.0i1v1"
Contig10555.0i1,"Contig10555.0,Contig10555.0i1,Contig10555.0i1v1"
Contig10555.0i1v1,"Contig10555.0,Contig10555.0i1,Contig10555.0i1v1"
Contig10556.0,"Contig10556.0,Contig10556.0i1,Contig10556.0i2"
Contig10556.0i1,"Contig10556.0,Contig10556.0i1,Contig10556.0i2"
Contig10556.0i2,"Contig10556.0,Contig10556.0i1,Contig10556.0i2"
Contig10557.0,Contig10557.0
Contig10558.0,"Contig10558.0,Contig10558.0i1,Contig10558.0i1v1"
Contig10558.0i1,"Contig10558.0,Contig10558.0i1,Contig10558.0i1v1"
Contig10558.0i1v1,"Contig10558.0,Contig10558.0i1,Contig10558.0i1v1"
Contig10559.0,Contig10559.0
Contig10560.0,"Contig10560.0,Contig10560.0v1"
Contig10560.0v1,"Contig10560.0,Contig10560.0v1"
Contig10561.0,"Contig10561.0,Contig10561.0v1,Contig10561.0v2"
Contig10561.0v1,"Contig10561.0,Contig10561.0v1,Contig10561.0v2"
Contig10561.0v2,"Contig10561.0,Contig10561.0v1,Contig10561.0v2"
Contig10562.0,Contig10562.0
Contig10563.0,"Contig10563.0,Contig10563.0v1"
Contig10563.0v1,"Contig10563.0,Contig10563.0v1"
Contig10564.0.0,Contig10564.0.0
Contig10565.0,Contig10565.0
Contig10566.0,"Contig10566.0,Contig10566.0i1"
Contig10566.0i1,"Contig10566.0,Contig10566.0i1"
Contig10567.0,Contig10567.0
Contig10568.0,"Contig10568.0,Contig10568.0v1"
Contig10568.0v1,"Contig10568.0,Contig10568.0v1"
Contig10569.0,Contig10569.0
Contig10570.0,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i1,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i1v1,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i1v2,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i2,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i2v1,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10570.0i3,"Contig10570.0,Contig10570.0i1,Contig10570.0i1v1,Contig10570.0i1v2,Contig10570.0i2,Contig10570.0i2v1,Contig10570.0i3"
Contig10572.0,Contig10572.0
Contig10573.0,"Contig10573.0,Contig10573.0i1,Contig10573.0i1v1"
Contig10573.0i1,"Contig10573.0,Contig10573.0i1,Contig10573.0i1v1"
Contig10573.0i1v1,"Contig10573.0,Contig10573.0i1,Contig10573.0i1v1"
Contig10574.0,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0v1,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0i1v1,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0i1v2,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0i2,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0i3,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10574.0i1,"Contig10574.0,Contig10574.0v1,Contig10574.0i1v1,Contig10574.0i1v2,Contig10574.0i2,Contig10574.0i3,Contig10574.0i1"
Contig10575.0,"Contig10575.0,Contig10575.0v1"
Contig10575.0v1,"Contig10575.0,Contig10575.0v1"
Contig10576.0,"Contig10576.0,Contig10576.0i1,Contig10576.0i1v1,Contig10576.0i1v2"
Contig10576.0i1,"Contig10576.0,Contig10576.0i1,Contig10576.0i1v1,Contig10576.0i1v2"
Contig10576.0i1v1,"Contig10576.0,Contig10576.0i1,Contig10576.0i1v1,Contig10576.0i1v2"
Contig10576.0i1v2,"Contig10576.0,Contig10576.0i1,Contig10576.0i1v1,Contig10576.0i1v2"
Contig10577.0,"Contig10577.0,Contig10577.0v1"
Contig10577.0v1,"Contig10577.0,Contig10577.0v1"
Contig10578.0,Contig10578.0
Contig10581.0,"Contig10581.0,Contig10581.0v1,Contig10581.0v2"
Contig10581.0v1,"Contig10581.0,Contig10581.0v1,Contig10581.0v2"
Contig10581.0v2,"Contig10581.0,Contig10581.0v1,Contig10581.0v2"
Contig10582.0,Contig10582.0
Contig10583.0,Contig10583.0
Contig10585.0,"Contig10585.0,Contig10585.0i1,Contig10585.0i2"
Contig10585.0i1,"Contig10585.0,Contig10585.0i1,Contig10585.0i2"
Contig10585.0i2,"Contig10585.0,Contig10585.0i1,Contig10585.0i2"
Contig10586.0,"Contig10586.0,Contig10586.0i1,Contig10586.0i1v1"
Contig10586.0i1,"Contig10586.0,Contig10586.0i1,Contig10586.0i1v1"
Contig10586.0i1v1,"Contig10586.0,Contig10586.0i1,Contig10586.0i1v1"
Contig10587.0,Contig10587.0
Contig10588.0.1,Contig10588.0.1
Contig10590.0.1,"Contig10590.0.1,Contig10590.0.1v1,Contig10590.0.1i1"
Contig10590.0.1v1,"Contig10590.0.1,Contig10590.0.1v1,Contig10590.0.1i1"
Contig10590.0.1i1,"Contig10590.0.1,Contig10590.0.1v1,Contig10590.0.1i1"
Contig10592.0,Contig10592.0
Contig10593.0,"Contig10593.0,Contig10593.0v1"
Contig10593.0v1,"Contig10593.0,Contig10593.0v1"
Contig10594.0,"Contig10594.0,Contig10594.0i1,Contig10594.0i1v1"
Contig10594.0i1,"Contig10594.0,Contig10594.0i1,Contig10594.0i1v1"
Contig10594.0i1v1,"Contig10594.0,Contig10594.0i1,Contig10594.0i1v1"
Contig10596.0,"Contig10596.0,Contig10596.0v1,Contig10596.0v2,Contig10596.0i1"
Contig10596.0v1,"Contig10596.0,Contig10596.0v1,Contig10596.0v2,Contig10596.0i1"
Contig10596.0v2,"Contig10596.0,Contig10596.0v1,Contig10596.0v2,Contig10596.0i1"
Contig10596.0i1,"Contig10596.0,Contig10596.0v1,Contig10596.0v2,Contig10596.0i1"
Contig10597.0,"Contig10597.0,Contig10597.0i1,Contig10597.0i1v1,Contig10597.0i2"
Contig10597.0i1,"Contig10597.0,Contig10597.0i1,Contig10597.0i1v1,Contig10597.0i2"
Contig10597.0i1v1,"Contig10597.0,Contig10597.0i1,Contig10597.0i1v1,Contig10597.0i2"
Contig10597.0i2,"Contig10597.0,Contig10597.0i1,Contig10597.0i1v1,Contig10597.0i2"
Contig10601.0,"Contig10601.0,Contig10601.0v1"
Contig10601.0v1,"Contig10601.0,Contig10601.0v1"
Contig10605.0,"Contig10605.0,Contig10605.0v1,Contig10605.0v2"
Contig10605.0v1,"Contig10605.0,Contig10605.0v1,Contig10605.0v2"
Contig10605.0v2,"Contig10605.0,Contig10605.0v1,Contig10605.0v2"
Contig10606.0,Contig10606.0
Contig10607.0,"Contig10607.0,Contig10607.0v1"
Contig10607.0v1,"Contig10607.0,Contig10607.0v1"
Contig10608.0,Contig10608.0
Contig10610.0,Contig10610.0
Contig10611.0.0,"Contig10611.0.0,Contig10611.0.0v1"
Contig10611.0.0v1,"Contig10611.0.0,Contig10611.0.0v1"
Contig10612.0,"Contig10612.0,Contig10612.0v1"
Contig10612.0v1,"Contig10612.0,Contig10612.0v1"
Contig10613.0,"Contig10613.0,Contig10613.0v1"
Contig10613.0v1,"Contig10613.0,Contig10613.0v1"
Contig10614.0,"Contig10614.0,Contig10614.0v1"
Contig10614.0v1,"Contig10614.0,Contig10614.0v1"
Contig10615.0,Contig10615.0
Contig10617.0,Contig10617.0
Contig10618.0,Contig10618.0
Contig10619.0,"Contig10619.0,Contig10619.0v1"
Contig10619.0v1,"Contig10619.0,Contig10619.0v1"
Contig10620.0,Contig10620.0
Contig10621.0,"Contig10621.0,Contig10621.0v1"
Contig10621.0v1,"Contig10621.0,Contig10621.0v1"
Contig10622.0,Contig10622.0
Contig10623.0,"Contig10623.0,Contig10623.0v1,Contig10623.0v2"
Contig10623.0v1,"Contig10623.0,Contig10623.0v1,Contig10623.0v2"
Contig10623.0v2,"Contig10623.0,Contig10623.0v1,Contig10623.0v2"
Contig10624.0,Contig10624.0
Contig10625.0,Contig10625.0
Contig10626.0,"Contig10626.0,Contig10626.0v1"
Contig10626.0v1,"Contig10626.0,Contig10626.0v1"
Contig10627.0,Contig10627.0
Contig10628.0,Contig10628.0
Contig10632.0,"Contig10632.0,Contig10632.0v1"
Contig10632.0v1,"Contig10632.0,Contig10632.0v1"
Contig10633.0,Contig10633.0
Contig10634.0,"Contig10634.0,Contig10634.0v1"
Contig10634.0v1,"Contig10634.0,Contig10634.0v1"
Contig10635.0,"Contig10635.0,Contig10635.0i1"
Contig10635.0i1,"Contig10635.0,Contig10635.0i1"
Contig10636.0,"Contig10636.0,Contig10636.0v1,Contig10636.0v2,Contig10636.0v3,Contig10636.0v4"
Contig10636.0v1,"Contig10636.0,Contig10636.0v1,Contig10636.0v2,Contig10636.0v3,Contig10636.0v4"
Contig10636.0v2,"Contig10636.0,Contig10636.0v1,Contig10636.0v2,Contig10636.0v3,Contig10636.0v4"
Contig10636.0v3,"Contig10636.0,Contig10636.0v1,Contig10636.0v2,Contig10636.0v3,Contig10636.0v4"
Contig10636.0v4,"Contig10636.0,Contig10636.0v1,Contig10636.0v2,Contig10636.0v3,Contig10636.0v4"
Contig10637.0,"Contig10637.0,Contig10637.0v1"
Contig10637.0v1,"Contig10637.0,Contig10637.0v1"
Contig10640.0,"Contig10640.0,Contig10640.0v1"
Contig10640.0v1,"Contig10640.0,Contig10640.0v1"
Contig10641.0,"Contig10641.0,Contig10641.0v1,Contig10641.0i1"
Contig10641.0v1,"Contig10641.0,Contig10641.0v1,Contig10641.0i1"
Contig10641.0i1,"Contig10641.0,Contig10641.0v1,Contig10641.0i1"
Contig10642.0,Contig10642.0
Contig10643.0,Contig10643.0
Contig10645.0,"Contig10645.0,Contig10645.0v1"
Contig10645.0v1,"Contig10645.0,Contig10645.0v1"
Contig10646.0.1,"Contig10646.0.1,Contig10646.0.1v1"
Contig10646.0.1v1,"Contig10646.0.1,Contig10646.0.1v1"
Contig10649.0,Contig10649.0
Contig10651.0,"Contig10651.0,Contig10651.0v1"
Contig10651.0v1,"Contig10651.0,Contig10651.0v1"
Contig10652.0,Contig10652.0
Contig10653.0,"Contig10653.0,Contig10653.0v1"
Contig10653.0v1,"Contig10653.0,Contig10653.0v1"
Contig10654.0,Contig10654.0
Contig10655.0.0,Contig10655.0.0
Contig10656.0,Contig10656.0
Contig10657.0,"Contig10657.0,Contig10657.0v1"
Contig10657.0v1,"Contig10657.0,Contig10657.0v1"
Contig10658.0,"Contig10658.0,Contig10658.0v1"
Contig10658.0v1,"Contig10658.0,Contig10658.0v1"
Contig10659.0,Contig10659.0
Contig10660.0,"Contig10660.0,Contig10660.0v1"
Contig10660.0v1,"Contig10660.0,Contig10660.0v1"
Contig10661.0,Contig10661.0
Contig10662.0,Contig10662.0
Contig10663.0,"Contig10663.0,Contig10663.0v1,Contig10663.0v2"
Contig10663.0v1,"Contig10663.0,Contig10663.0v1,Contig10663.0v2"
Contig10663.0v2,"Contig10663.0,Contig10663.0v1,Contig10663.0v2"
Contig10664.0,Contig10664.0
Contig10665.0,"Contig10665.0,Contig10665.0v1"
Contig10665.0v1,"Contig10665.0,Contig10665.0v1"
Contig10666.0,"Contig10666.0,Contig10666.0v1"
Contig10666.0v1,"Contig10666.0,Contig10666.0v1"
Contig10667.0.1,"Contig10667.0.1,Contig10667.0.1v1"
Contig10667.0.1v1,"Contig10667.0.1,Contig10667.0.1v1"
Contig10668.0,"Contig10668.0,Contig10668.0v1,Contig10668.0v2"
Contig10668.0v1,"Contig10668.0,Contig10668.0v1,Contig10668.0v2"
Contig10668.0v2,"Contig10668.0,Contig10668.0v1,Contig10668.0v2"
Contig10670.0,Contig10670.0
Contig10671.0,"Contig10671.0,Contig10671.0v1"
Contig10671.0v1,"Contig10671.0,Contig10671.0v1"
Contig10672.0,Contig10672.0
Contig10673.0,Contig10673.0
Contig10675.0,"Contig10675.0,Contig10675.0i1"
Contig10675.0i1,"Contig10675.0,Contig10675.0i1"
Contig10676.0,Contig10676.0
Contig10677.0,Contig10677.0
Contig10678.0,"Contig10678.0,Contig10678.0i1,Contig10678.0i1v1"
Contig10678.0i1,"Contig10678.0,Contig10678.0i1,Contig10678.0i1v1"
Contig10678.0i1v1,"Contig10678.0,Contig10678.0i1,Contig10678.0i1v1"
Contig10679.0,"Contig10679.0,Contig10679.0i1,Contig10679.0i2"
Contig10679.0i1,"Contig10679.0,Contig10679.0i1,Contig10679.0i2"
Contig10679.0i2,"Contig10679.0,Contig10679.0i1,Contig10679.0i2"
Contig10680.0,Contig10680.0
Contig10681.0,"Contig10681.0,Contig10681.0v1"
Contig10681.0v1,"Contig10681.0,Contig10681.0v1"
Contig10682.0,"Contig10682.0,Contig10682.0v1"
Contig10682.0v1,"Contig10682.0,Contig10682.0v1"
Contig10683.0,"Contig10683.0,Contig10683.0i1"
Contig10683.0i1,"Contig10683.0,Contig10683.0i1"
Contig10684.0,Contig10684.0
Contig10685.0,Contig10685.0
Contig10686.0,"Contig10686.0,Contig10686.0i1"
Contig10686.0i1,"Contig10686.0,Contig10686.0i1"
Contig10687.0,"Contig10687.0,Contig10687.0v1,Contig10687.0v2,Contig10687.0i1"
Contig10687.0v1,"Contig10687.0,Contig10687.0v1,Contig10687.0v2,Contig10687.0i1"
Contig10687.0v2,"Contig10687.0,Contig10687.0v1,Contig10687.0v2,Contig10687.0i1"
Contig10687.0i1,"Contig10687.0,Contig10687.0v1,Contig10687.0v2,Contig10687.0i1"
Contig10688.0,"Contig10688.0,Contig10688.0v1,Contig10688.0v2"
Contig10688.0v1,"Contig10688.0,Contig10688.0v1,Contig10688.0v2"
Contig10688.0v2,"Contig10688.0,Contig10688.0v1,Contig10688.0v2"
Contig10689.0,Contig10689.0
Contig10690.0,Contig10690.0
Contig10692.0,Contig10692.0
Contig10693.0,"Contig10693.0,Contig10693.0v1"
Contig10693.0v1,"Contig10693.0,Contig10693.0v1"
Contig10695.0,"Contig10695.0,Contig10695.0v1,Contig10695.0v2"
Contig10695.0v1,"Contig10695.0,Contig10695.0v1,Contig10695.0v2"
Contig10695.0v2,"Contig10695.0,Contig10695.0v1,Contig10695.0v2"
Contig10696.0,Contig10696.0
Contig10697.0,"Contig10697.0,Contig10697.0v1"
Contig10697.0v1,"Contig10697.0,Contig10697.0v1"
Contig10698.0,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10698.0v1,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10698.0v2,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10698.0v3,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10698.0v4,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10698.0v5,"Contig10698.0,Contig10698.0v1,Contig10698.0v2,Contig10698.0v3,Contig10698.0v4,Contig10698.0v5"
Contig10699.0,Contig10699.0
Contig10700.0,"Contig10700.0,Contig10700.0v1"
Contig10700.0v1,"Contig10700.0,Contig10700.0v1"
Contig10701.0,"Contig10701.0,Contig10701.0v1,Contig10701.0v2,Contig10701.0v3,Contig10701.0v4"
Contig10701.0v1,"Contig10701.0,Contig10701.0v1,Contig10701.0v2,Contig10701.0v3,Contig10701.0v4"
Contig10701.0v2,"Contig10701.0,Contig10701.0v1,Contig10701.0v2,Contig10701.0v3,Contig10701.0v4"
Contig10701.0v3,"Contig10701.0,Contig10701.0v1,Contig10701.0v2,Contig10701.0v3,Contig10701.0v4"
Contig10701.0v4,"Contig10701.0,Contig10701.0v1,Contig10701.0v2,Contig10701.0v3,Contig10701.0v4"
Contig10702.0,Contig10702.0
Contig10703.0,"Contig10703.0,Contig10703.0i1"
Contig10703.0i1,"Contig10703.0,Contig10703.0i1"
Contig10704.0,"Contig10704.0,Contig10704.0v1"
Contig10704.0v1,"Contig10704.0,Contig10704.0v1"
Contig10705.0,"Contig10705.0,Contig10705.0v1"
Contig10705.0v1,"Contig10705.0,Contig10705.0v1"
Contig10706.0,"Contig10706.0,Contig10706.0v1"
Contig10706.0v1,"Contig10706.0,Contig10706.0v1"
Contig10707.0,Contig10707.0
Contig10708.0.0,Contig10708.0.0
Contig10709.0,"Contig10709.0,Contig10709.0i1"
Contig10709.0i1,"Contig10709.0,Contig10709.0i1"
Contig10710.0,Contig10710.0
Contig10711.0,Contig10711.0
Contig10712.0,"Contig10712.0,Contig10712.0v1,Contig10712.0i1"
Contig10712.0v1,"Contig10712.0,Contig10712.0v1,Contig10712.0i1"
Contig10712.0i1,"Contig10712.0,Contig10712.0v1,Contig10712.0i1"
Contig10714.0,"Contig10714.0,Contig10714.0i1,Contig10714.0i1v1,Contig10714.0i1v2"
Contig10714.0i1,"Contig10714.0,Contig10714.0i1,Contig10714.0i1v1,Contig10714.0i1v2"
Contig10714.0i1v1,"Contig10714.0,Contig10714.0i1,Contig10714.0i1v1,Contig10714.0i1v2"
Contig10714.0i1v2,"Contig10714.0,Contig10714.0i1,Contig10714.0i1v1,Contig10714.0i1v2"
Contig10718.0,"Contig10718.0,Contig10718.0i1,Contig10718.0i1v1,Contig10718.0i1v2"
Contig10718.0i1,"Contig10718.0,Contig10718.0i1,Contig10718.0i1v1,Contig10718.0i1v2"
Contig10718.0i1v1,"Contig10718.0,Contig10718.0i1,Contig10718.0i1v1,Contig10718.0i1v2"
Contig10718.0i1v2,"Contig10718.0,Contig10718.0i1,Contig10718.0i1v1,Contig10718.0i1v2"
Contig10719.0,Contig10719.0
Contig10720.0,"Contig10720.0,Contig10720.0i1,Contig10720.0i1v1,Contig10720.0i1v2"
Contig10720.0i1,"Contig10720.0,Contig10720.0i1,Contig10720.0i1v1,Contig10720.0i1v2"
Contig10720.0i1v1,"Contig10720.0,Contig10720.0i1,Contig10720.0i1v1,Contig10720.0i1v2"
Contig10720.0i1v2,"Contig10720.0,Contig10720.0i1,Contig10720.0i1v1,Contig10720.0i1v2"
Contig10722.0,"Contig10722.0,Contig10722.0v1"
Contig10722.0v1,"Contig10722.0,Contig10722.0v1"
Contig10723.0,Contig10723.0
Contig10724.0,"Contig10724.0,Contig10724.0i1,Contig10724.0i2"
Contig10724.0i1,"Contig10724.0,Contig10724.0i1,Contig10724.0i2"
Contig10724.0i2,"Contig10724.0,Contig10724.0i1,Contig10724.0i2"
Contig10726.0,"Contig10726.0,Contig10726.0i1"
