primary,oxydb_mac_gene_2012
Contig17579.0.g70,Contig17579.0.g70
Contig17579.0.g71,Contig17579.0.g71
Contig1758.0.g107,Contig1758.0.g107
Contig17580.0.g106,Contig17580.0.g106
Contig17581.0.g107,Contig17581.0.g107
Contig17582.0.g104,Contig17582.0.g104
Contig17583.0.g105,Contig17583.0.g105
Contig17585.0.g103,Contig17585.0.g103
Contig17586.0.g101,Contig17586.0.g101
Contig17587.0.g102,Contig17587.0.g102
Contig17588.0.g108,Contig17588.0.g108
Contig17589.0.g109,Contig17589.0.g109
Contig1759.0.g106,Contig1759.0.g106
Contig17590.0.g44,Contig17590.0.g44
Contig17591.0.g41,Contig17591.0.g41
Contig17591.0.g42,Contig17591.0.g42
Contig17591.0.g43,Contig17591.0.g43
Contig17592.0.g46,Contig17592.0.g46
Contig17593.0.g45,Contig17593.0.g45
Contig17594.0.g52,Contig17594.0.g52
Contig17595.0.g47,Contig17595.0.g47
Contig17596.0.g50,Contig17596.0.g50
Contig17597.0.g49,Contig17597.0.g49
Contig17598.0.g53,Contig17598.0.g53
Contig17599.0.g51,Contig17599.0.g51
Contig17599.0.g52,Contig17599.0.g52
Contig176.0.g82,Contig176.0.g82
Contig176.1.g48,Contig176.1.g48
Contig176.1.g49,Contig176.1.g49
Contig1760.0.g52,Contig1760.0.g52
Contig1760.0.g53,Contig1760.0.g53
Contig17600.0.g27,Contig17600.0.g27
Contig17601.0.g26,Contig17601.0.g26
Contig17602.0.g29,Contig17602.0.g29
Contig17603.0.g28,Contig17603.0.g28
Contig17604.0.g21,Contig17604.0.g21
Contig17604.0.g22,Contig17604.0.g22
Contig17604.0.g23,Contig17604.0.g23
Contig17605.0.g20,Contig17605.0.g20
Contig17606.0.g25,Contig17606.0.g25
Contig17607.0.g24,Contig17607.0.g24
Contig17608.0.g30,Contig17608.0.g30
Contig1761.0.1.g54,Contig1761.0.1.g54
Contig17610.0.g84,Contig17610.0.g84
Contig17611.0.g85,Contig17611.0.g85
Contig17612.0.g82,Contig17612.0.g82
Contig17613.0.g83,Contig17613.0.g83
Contig17614.0.g88,Contig17614.0.g88
Contig17615.0.g89,Contig17615.0.g89
Contig17616.0.g86,Contig17616.0.g86
Contig17617.0.g87,Contig17617.0.g87
Contig17618.0.g80,Contig17618.0.g80
Contig17619.0.g81,Contig17619.0.g81
Contig1762.0.g55,Contig1762.0.g55
Contig17620.0.g11,Contig17620.0.g11
Contig17621.0.g10,Contig17621.0.g10
Contig17622.0.g9,Contig17622.0.g9
Contig17623.0.g8,Contig17623.0.g8
Contig17624.0.g15,Contig17624.0.g15
Contig17625.0.g14,Contig17625.0.g14
Contig17626.0.g13,Contig17626.0.g13
Contig17627.0.g12,Contig17627.0.g12
Contig17628.0.g17,Contig17628.0.g17
Contig17629.0.g16,Contig17629.0.g16
Contig1763.0.g56,Contig1763.0.g56
Contig17630.0.g5,Contig17630.0.g5
Contig17630.0.g6,Contig17630.0.g6
Contig17631.0.g7,Contig17631.0.g7
Contig17632.0.g8,Contig17632.0.g8
Contig17633.0.g9,Contig17633.0.g9
Contig17634.0.g10,Contig17634.0.g10
Contig17634.0.g11,Contig17634.0.g11
Contig17635.0.g12,Contig17635.0.g12
Contig17638.0.g13,Contig17638.0.g13
Contig17639.0.g14,Contig17639.0.g14
Contig1764.0.g57,Contig1764.0.g57
Contig17640.0.g2,Contig17640.0.g2
Contig17641.0.g1,Contig17641.0.g1
Contig17642.0.g4,Contig17642.0.g4
Contig17643.0.g3,Contig17643.0.g3
Contig17644.0.g7,Contig17644.0.g7
Contig17644.0.g8,Contig17644.0.g8
Contig17645.0.g5,Contig17645.0.g5
Contig17645.0.g6,Contig17645.0.g6
Contig17646.0.g10,Contig17646.0.g10
Contig17647.0.g9,Contig17647.0.g9
Contig17648.0.g13,Contig17648.0.g13
Contig17649.0.g11,Contig17649.0.g11
Contig17649.0.g12,Contig17649.0.g12
Contig17650.0.g22,Contig17650.0.g22
Contig17651.0.g23,Contig17651.0.g23
Contig17652.0.g20,Contig17652.0.g20
Contig17653.0.g21,Contig17653.0.g21
Contig17654.0.g18,Contig17654.0.g18
Contig17655.0.g19,Contig17655.0.g19
Contig17656.0.g16,Contig17656.0.g16
Contig17657.0.g17,Contig17657.0.g17
Contig17658.0.g24,Contig17658.0.g24
Contig17659.0.g25,Contig17659.0.g25
Contig17659.0.g26,Contig17659.0.g26
Contig17660.0.g109,Contig17660.0.g109
Contig17661.0.g107,Contig17661.0.g107
Contig17661.0.g108,Contig17661.0.g108
Contig17662.0.g106,Contig17662.0.g106
Contig17664.0.g105,Contig17664.0.g105
Contig17665.0.g104,Contig17665.0.g104
Contig17666.0.g103,Contig17666.0.g103
Contig17667.0.g102,Contig17667.0.g102
Contig17669.0.g101,Contig17669.0.g101
Contig1767.0.g58,Contig1767.0.g58
Contig17670.0.g104,Contig17670.0.g104
Contig17671.0.g105,Contig17671.0.g105
Contig17672.0.g106,Contig17672.0.g106
Contig17673.0.g107,Contig17673.0.g107
Contig17675.0.g102,Contig17675.0.g102
Contig17677.0.g103,Contig17677.0.g103
Contig17678.0.g100,Contig17678.0.g100
Contig17679.0.g101,Contig17679.0.g101
Contig1768.0.g59,Contig1768.0.g59
Contig17680.0.g42,Contig17680.0.g42
Contig17681.0.g41,Contig17681.0.g41
Contig17682.0.g45,Contig17682.0.g45
Contig17683.0.g43,Contig17683.0.g43
Contig17683.0.g44,Contig17683.0.g44
Contig17684.0.g36,Contig17684.0.g36
Contig17685.0.g35,Contig17685.0.g35
Contig17686.0.g39,Contig17686.0.g39
Contig17686.0.g40,Contig17686.0.g40
Contig17687.0.0.g37,Contig17687.0.0.g37
Contig17687.0.1.g38,Contig17687.0.1.g38
Contig17688.0.g34,Contig17688.0.g34
Contig17689.0.g33,Contig17689.0.g33
Contig1769.0.g60,Contig1769.0.g60
Contig17690.0.g28,Contig17690.0.g28
Contig17691.0.g29,Contig17691.0.g29
Contig17692.0.g26,Contig17692.0.g26
Contig17693.0.g27,Contig17693.0.g27
Contig17694.0.g32,Contig17694.0.g32
Contig17695.0.g33,Contig17695.0.g33
Contig17696.0.g30,Contig17696.0.g30
Contig17697.0.g31,Contig17697.0.g31
Contig17698.0.g34,Contig17698.0.g34
Contig177.0.g81,Contig177.0.g81
Contig177.1.g50,Contig177.1.g50
Contig1770.0.g4,Contig1770.0.g4
Contig17700.0.g37,Contig17700.0.g37
Contig17701.0.g38,Contig17701.0.g38
Contig17702.0.g39,Contig17702.0.g39
Contig17703.0.g40,Contig17703.0.g40
Contig17704.0.g32,Contig17704.0.g32
Contig17705.0.g33,Contig17705.0.g33
Contig17705.0.g34,Contig17705.0.g34
Contig17706.0.g35,Contig17706.0.g35
Contig17707.0.g36,Contig17707.0.g36
Contig17708.0.g28,Contig17708.0.g28
Contig17708.0.g29,Contig17708.0.g29
Contig17708.0.g30,Contig17708.0.g30
Contig17709.0.g31,Contig17709.0.g31
Contig17710.0.g39,Contig17710.0.g39
Contig17711.0.g38,Contig17711.0.g38
Contig17712.0.g37,Contig17712.0.g37
Contig17713.0.g36,Contig17713.0.g36
Contig17715.0.g35,Contig17715.0.g35
Contig17716.0.g34,Contig17716.0.g34
Contig17717.0.g31,Contig17717.0.g31
Contig17717.0.g32,Contig17717.0.g32
Contig17717.0.g33,Contig17717.0.g33
Contig17718.0.0.g29,Contig17718.0.0.g29
Contig17718.0.2.g30,Contig17718.0.2.g30
Contig17719.0.g28,Contig17719.0.g28
Contig1772.0.g2,Contig1772.0.g2
Contig1772.0.g3,Contig1772.0.g3
Contig17720.0.g4,Contig17720.0.g4
Contig17720.0.g5,Contig17720.0.g5
Contig17720.0.g6,Contig17720.0.g6
Contig17721.0.g56,Contig17721.0.g56
Contig17722.0.g1,Contig17722.0.g1
Contig17723.0.g55,Contig17723.0.g55
Contig17724.0.g113,Contig17724.0.g113
Contig17724.0.g114,Contig17724.0.g114
Contig17726.0.g111,Contig17726.0.g111
Contig17729.0.g58,Contig17729.0.g58
Contig1773.0.g1,Contig1773.0.g1
Contig17730.0.g99,Contig17730.0.g99
Contig17731.0.g98,Contig17731.0.g98
Contig17733.0.g91,Contig17733.0.g91
Contig17735.0.g102,Contig17735.0.g102
Contig17736.0.g105,Contig17736.0.g105
Contig17737.0.g96,Contig17737.0.g96
Contig17738.0.g107,Contig17738.0.g107
Contig17739.0.g106,Contig17739.0.g106
Contig1774.0.g88,Contig1774.0.g88
Contig17740.0.g110,Contig17740.0.g110
Contig17741.0.g111,Contig17741.0.g111
Contig17741.0.g112,Contig17741.0.g112
Contig17742.0.g113,Contig17742.0.g113
Contig17743.0.g114,Contig17743.0.g114
Contig17745.0.g115,Contig17745.0.g115
Contig17746.0.g1,Contig17746.0.g1
Contig17747.0.g2,Contig17747.0.g2
Contig17747.0.g3,Contig17747.0.g3
Contig17748.0.g4,Contig17748.0.g4
Contig17749.0.g5,Contig17749.0.g5
Contig1775.0.g87,Contig1775.0.g87
Contig17750.0.g10,Contig17750.0.g10
Contig17751.0.g9,Contig17751.0.g9
Contig17752.0.g8,Contig17752.0.g8
Contig17753.0.g7,Contig17753.0.g7
Contig17754.0.g14,Contig17754.0.g14
Contig17755.0.g13,Contig17755.0.g13
Contig17756.0.g12,Contig17756.0.g12
Contig17757.0.g11,Contig17757.0.g11
Contig17758.0.g67,Contig17758.0.g67
Contig17759.0.g66,Contig17759.0.g66
Contig1776.0.g86,Contig1776.0.g86
Contig17760.0.g107,Contig17760.0.g107
Contig17761.0.g108,Contig17761.0.g108
Contig17762.0.g103,Contig17762.0.g103
Contig17762.0.g104,Contig17762.0.g104
Contig17763.0.g105,Contig17763.0.g105
Contig17763.0.g106,Contig17763.0.g106
Contig17764.0.g110,Contig17764.0.g110
Contig17765.0.g111,Contig17765.0.g111
Contig17767.0.g109,Contig17767.0.g109
Contig17768.0.g101,Contig17768.0.g101
Contig17769.0.g102,Contig17769.0.g102
Contig1777.0.g85,Contig1777.0.g85
Contig17770.0.g42,Contig17770.0.g42
Contig17771.0.g41,Contig17771.0.g41
Contig17772.0.g44,Contig17772.0.g44
Contig17773.0.g43,Contig17773.0.g43
Contig17774.0.g38,Contig17774.0.g38
Contig17776.0.g1,Contig17776.0.g1
Contig17776.0.g2,Contig17776.0.g2
Contig17777.0.g39,Contig17777.0.g39
Contig17778.0.g47,Contig17778.0.g47
Contig17779.0.g45,Contig17779.0.g45
Contig17779.0.g46,Contig17779.0.g46
Contig1778.0.g6,Contig1778.0.g6
Contig1778.0.g7,Contig1778.0.g7
Contig17780.0.g89,Contig17780.0.g89
Contig17781.0.g90,Contig17781.0.g90
Contig17781.0.g91,Contig17781.0.g91
Contig17782.0.g92,Contig17782.0.g92
Contig17783.0.g93,Contig17783.0.g93
Contig17784.0.g83,Contig17784.0.g83
Contig17784.0.g84,Contig17784.0.g84
Contig17785.0.g85,Contig17785.0.g85
Contig17786.0.g86,Contig17786.0.g86
Contig17786.0.g87,Contig17786.0.g87
Contig17787.0.g88,Contig17787.0.g88
Contig17788.0.g94,Contig17788.0.g94
Contig17789.0.g95,Contig17789.0.g95
Contig1779.0.g5,Contig1779.0.g5
Contig17790.0.g70,Contig17790.0.g70
Contig17791.0.g69,Contig17791.0.g69
Contig17792.0.g68,Contig17792.0.g68
Contig17793.0.g67,Contig17793.0.g67
Contig17794.0.g66,Contig17794.0.g66
Contig17795.0.g65,Contig17795.0.g65
Contig17796.0.g64,Contig17796.0.g64
Contig17797.0.g63,Contig17797.0.g63
Contig17798.0.g71,Contig17798.0.g71
Contig178.0.g84,Contig178.0.g84
Contig178.1.g51,Contig178.1.g51
Contig178.1.g52,Contig178.1.g52
Contig1780.0.g93,Contig1780.0.g93
Contig17801.0.g99,Contig17801.0.g99
Contig17802.0.g98,Contig17802.0.g98
Contig17803.0.g97,Contig17803.0.g97
Contig17804.0.g3,Contig17804.0.g3
Contig17805.0.g2,Contig17805.0.g2
Contig17806.0.g1,Contig17806.0.g1
Contig17807.0.g100,Contig17807.0.g100
Contig17808.0.g96,Contig17808.0.g96
Contig17809.0.g95,Contig17809.0.g95
Contig1781.0.g94,Contig1781.0.g94
Contig17810.0.g42,Contig17810.0.g42
Contig17811.0.g43,Contig17811.0.g43
Contig17812.0.g44,Contig17812.0.g44
Contig17813.0.g45,Contig17813.0.g45
Contig17814.0.g46,Contig17814.0.g46
Contig17815.0.g47,Contig17815.0.g47
Contig17816.0.g48,Contig17816.0.g48
Contig17817.0.g49,Contig17817.0.g49
Contig17818.0.g40,Contig17818.0.g40
Contig17819.0.g41,Contig17819.0.g41
Contig1782.0.g103,Contig1782.0.g103
Contig17820.0.g111,Contig17820.0.g111
Contig17821.0.g110,Contig17821.0.g110
Contig17822.0.g113,Contig17822.0.g113
Contig17823.0.g112,Contig17823.0.g112
Contig17824.0.g107,Contig17824.0.g107
Contig17825.0.g106,Contig17825.0.g106
Contig17826.0.g109,Contig17826.0.g109
Contig17827.0.g108,Contig17827.0.g108
Contig17828.0.g105,Contig17828.0.g105
Contig17829.0.g104,Contig17829.0.g104
Contig1783.0.g104,Contig1783.0.g104
Contig17831.0.g106,Contig17831.0.g106
Contig17832.0.g104,Contig17832.0.g104
Contig17833.0.g105,Contig17833.0.g105
Contig17834.0.g109,Contig17834.0.g109
Contig17835.0.g110,Contig17835.0.g110
Contig17836.0.g107,Contig17836.0.g107
Contig17837.0.g108,Contig17837.0.g108
Contig17838.0.g111,Contig17838.0.g111
Contig17839.0.g1,Contig17839.0.g1
Contig17840.0.g113,Contig17840.0.g113
Contig17840.0.g114,Contig17840.0.g114
Contig17841.0.g111,Contig17841.0.g111
Contig17841.0.g112,Contig17841.0.g112
Contig17842.0.g110,Contig17842.0.g110
Contig17843.0.g109,Contig17843.0.g109
Contig17844.0.g108,Contig17844.0.g108
Contig17845.0.g107,Contig17845.0.g107
Contig17846.0.g104,Contig17846.0.g104
Contig17846.0.g105,Contig17846.0.g105
Contig17846.0.g106,Contig17846.0.g106
Contig17847.0.g103,Contig17847.0.g103
Contig17848.0.g2,Contig17848.0.g2
Contig17849.0.g1,Contig17849.0.g1
Contig17850.0.g19,Contig17850.0.g19
Contig17851.0.g20,Contig17851.0.g20
Contig17851.0.g21,Contig17851.0.g21
Contig17852.0.g22,Contig17852.0.g22
Contig17853.0.g23,Contig17853.0.g23
Contig17854.0.g17,Contig17854.0.g17
Contig17855.0.g18,Contig17855.0.g18
Contig17858.0.g24,Contig17858.0.g24
Contig17859.0.g25,Contig17859.0.g25
Contig1786.0.1.g95,Contig1786.0.1.g95
Contig17860.0.g106,Contig17860.0.g106
Contig17861.0.g105,Contig17861.0.g105
Contig17862.0.g108,Contig17862.0.g108
Contig17862.0.g109,Contig17862.0.g109
Contig17863.0.g107,Contig17863.0.g107
Contig17864.0.g111,Contig17864.0.g111
Contig17865.0.g110,Contig17865.0.g110
Contig17866.0.g2,Contig17866.0.g2
Contig17867.0.g1,Contig17867.0.g1
Contig17868.0.g104,Contig17868.0.g104
Contig17869.0.g103,Contig17869.0.g103
Contig17870.0.g72,Contig17870.0.g72
Contig17871.0.g73,Contig17871.0.g73
Contig17872.0.g70,Contig17872.0.g70
Contig17873.0.g71,Contig17873.0.g71
Contig17874.0.g68,Contig17874.0.g68
Contig17875.0.g69,Contig17875.0.g69
Contig17877.0.g67,Contig17877.0.g67
Contig17878.0.g64,Contig17878.0.g64
Contig17879.0.g65,Contig17879.0.g65
Contig17879.0.g66,Contig17879.0.g66
Contig1788.0.g71,Contig1788.0.g71
Contig17880.0.g115,Contig17880.0.g115
Contig17881.0.g114,Contig17881.0.g114
Contig17882.0.g113,Contig17882.0.g113
Contig17883.0.g112,Contig17883.0.g112
Contig17884.0.g118,Contig17884.0.g118
Contig17885.0.g117,Contig17885.0.g117
Contig17886.0.g116,Contig17886.0.g116
Contig17888.0.g2,Contig17888.0.g2
Contig17889.0.g1,Contig17889.0.g1
Contig17890.0.g59,Contig17890.0.g59
Contig17891.0.g60,Contig17891.0.g60
Contig17892.0.g61,Contig17892.0.g61
Contig17893.0.g62,Contig17893.0.g62
Contig17894.0.g63,Contig17894.0.g63
Contig17895.0.g64,Contig17895.0.g64
Contig17896.0.g65,Contig17896.0.g65
Contig17896.0.g66,Contig17896.0.g66
Contig17896.0.g67,Contig17896.0.g67
Contig17897.0.g68,Contig17897.0.g68
Contig17899.0.g69,Contig17899.0.g69
Contig179.0.1.g83,Contig179.0.1.g83
Contig179.1.g53,Contig179.1.g53
Contig179.1.g54,Contig179.1.g54
Contig179.1.g55,Contig179.1.g55
Contig1790.0.g83,Contig1790.0.g83
Contig17900.0.g22,Contig17900.0.g22
Contig17901.0.g23,Contig17901.0.g23
Contig17902.0.g19,Contig17902.0.g19
Contig17902.0.g20,Contig17902.0.g20
Contig17903.0.g21,Contig17903.0.g21
Contig17904.0.g26,Contig17904.0.g26
Contig17905.0.g27,Contig17905.0.g27
Contig17906.0.g24,Contig17906.0.g24
Contig17907.0.g25,Contig17907.0.g25
Contig17908.0.g28,Contig17908.0.g28
Contig17909.0.g29,Contig17909.0.g29
Contig17909.0.g30,Contig17909.0.g30
Contig17910.0.g5,Contig17910.0.g5
Contig17910.0.g6,Contig17910.0.g6
Contig17910.0.g7,Contig17910.0.g7
Contig17911.0.g4,Contig17911.0.g4
Contig17912.0.g9,Contig17912.0.g9
Contig17912.0.g10,Contig17912.0.g10
Contig17913.0.g8,Contig17913.0.g8
Contig17914.0.g1,Contig17914.0.g1
Contig17915.0.g112,Contig17915.0.g112
Contig17916.0.g3,Contig17916.0.g3
Contig17917.0.g2,Contig17917.0.g2
Contig17918.0.g111,Contig17918.0.g111
Contig17919.0.g110,Contig17919.0.g110
Contig1792.0.g85,Contig1792.0.g85
Contig1792.0.g86,Contig1792.0.g86
Contig17920.0.g77,Contig17920.0.g77
Contig17921.0.g78,Contig17921.0.g78
Contig17923.0.g79,Contig17923.0.g79
Contig17924.0.g80,Contig17924.0.g80
Contig17925.0.g81,Contig17925.0.g81
Contig17925.0.g82,Contig17925.0.g82
Contig17926.0.g83,Contig17926.0.g83
Contig17928.0.g75,Contig17928.0.g75
Contig17929.0.g76,Contig17929.0.g76
Contig1793.0.g84,Contig1793.0.g84
Contig17930.0.g50,Contig17930.0.g50
Contig17931.0.g49,Contig17931.0.g49
Contig17932.0.g47,Contig17932.0.g47
Contig17932.0.g48,Contig17932.0.g48
Contig17933.0.g46,Contig17933.0.g46
Contig17934.0.g54,Contig17934.0.g54
Contig17935.0.g53,Contig17935.0.g53
Contig17936.0.g52,Contig17936.0.g52
Contig17937.0.g51,Contig17937.0.g51
Contig17938.0.g45,Contig17938.0.g45
Contig17939.0.g44,Contig17939.0.g44
Contig1794.0.g51,Contig1794.0.g51
Contig1794.0.g52,Contig1794.0.g52
Contig17940.0.g101,Contig17940.0.g101
Contig17941.0.g102,Contig17941.0.g102
Contig17942.0.g97,Contig17942.0.g97
Contig17942.0.g98,Contig17942.0.g98
Contig17942.0.g99,Contig17942.0.g99
Contig17943.0.g100,Contig17943.0.g100
Contig17944.0.g95,Contig17944.0.g95
Contig17945.0.g96,Contig17945.0.g96
Contig17946.0.g93,Contig17946.0.g93
Contig17947.0.g94,Contig17947.0.g94
Contig17948.0.g91,Contig17948.0.g91
Contig17949.0.g92,Contig17949.0.g92
Contig17950.0.g64,Contig17950.0.g64
Contig17950.0.g65,Contig17950.0.g65
Contig17951.0.g63,Contig17951.0.g63
Contig17952.0.g67,Contig17952.0.g67
Contig17953.0.g66,Contig17953.0.g66
Contig17954.0.g69,Contig17954.0.g69
Contig17955.0.g68,Contig17955.0.g68
Contig17956.0.g71,Contig17956.0.g71
Contig17956.0.g72,Contig17956.0.g72
Contig17957.0.g70,Contig17957.0.g70
Contig17958.0.g62,Contig17958.0.g62
Contig17959.0.g61,Contig17959.0.g61
Contig1796.0.g89,Contig1796.0.g89
Contig17960.0.g104,Contig17960.0.g104
Contig17960.0.g105,Contig17960.0.g105
Contig17962.0.g106,Contig17962.0.g106
Contig17963.0.g107,Contig17963.0.g107
Contig17964.0.g100,Contig17964.0.g100
Contig17965.0.g101,Contig17965.0.g101
Contig17966.0.g102,Contig17966.0.g102
Contig17967.0.g103,Contig17967.0.g103
Contig17968.0.g108,Contig17968.0.g108
Contig17969.0.g109,Contig17969.0.g109
Contig17969.0.g110,Contig17969.0.g110
Contig17969.0.g111,Contig17969.0.g111
Contig1797.0.1.g88,Contig1797.0.1.g88
Contig17970.0.g37,Contig17970.0.g37
Contig17971.0.g36,Contig17971.0.g36
Contig17972.0.g35,Contig17972.0.g35
Contig17973.0.g34,Contig17973.0.g34
Contig17974.0.g33,Contig17974.0.g33
Contig17975.0.g32,Contig17975.0.g32
Contig17976.0.g31,Contig17976.0.g31
Contig17977.0.g29,Contig17977.0.g29
Contig17977.0.g30,Contig17977.0.g30
Contig17978.0.g39,Contig17978.0.g39
Contig17979.0.g38,Contig17979.0.g38
Contig17980.0.g27,Contig17980.0.g27
Contig17983.0.g26,Contig17983.0.g26
Contig17984.0.g30,Contig17984.0.g30
Contig17985.0.g31,Contig17985.0.g31
Contig17986.0.g28,Contig17986.0.g28
Contig17987.0.g29,Contig17987.0.g29
Contig17989.0.g25,Contig17989.0.g25
Contig1799.0.g42,Contig1799.0.g42
Contig17990.0.g10,Contig17990.0.g10
Contig17991.0.g8,Contig17991.0.g8
Contig17991.0.g9,Contig17991.0.g9
Contig17992.0.g12,Contig17992.0.g12
Contig17993.0.g11,Contig17993.0.g11
Contig17994.0.g4,Contig17994.0.g4
Contig17995.0.g3,Contig17995.0.g3
Contig17996.0.g6,Contig17996.0.g6
Contig17996.0.g7,Contig17996.0.g7
Contig17997.0.g5,Contig17997.0.g5
Contig17998.0.g14,Contig17998.0.g14
Contig17998.0.g15,Contig17998.0.g15
Contig17999.0.g13,Contig17999.0.g13
Contig18.0.g82,Contig18.0.g82
Contig18.0.g83,Contig18.0.g83
Contig18.1.g89,Contig18.1.g89
Contig180.1.g56,Contig180.1.g56
Contig1800.0.g11,Contig1800.0.g11
Contig18000.0.g59,Contig18000.0.g59
Contig18001.0.g60,Contig18001.0.g60
Contig18001.0.g61,Contig18001.0.g61
Contig18002.0.g57,Contig18002.0.g57
Contig18003.0.g58,Contig18003.0.g58
Contig18004.0.g55,Contig18004.0.g55
Contig18005.0.g56,Contig18005.0.g56
Contig18006.0.g53,Contig18006.0.g53
Contig18007.0.g54,Contig18007.0.g54
Contig18008.0.g62,Contig18008.0.g62
Contig18009.0.g63,Contig18009.0.g63
Contig18010.0.g13,Contig18010.0.g13
Contig18011.0.g12,Contig18011.0.g12
Contig18012.0.g15,Contig18012.0.g15
Contig18013.0.g14,Contig18013.0.g14
Contig18014.0.g19,Contig18014.0.g19
Contig18015.0.g16,Contig18015.0.g16
Contig18015.0.g17,Contig18015.0.g17
Contig18015.0.g18,Contig18015.0.g18
Contig18016.0.g21,Contig18016.0.g21
Contig18017.0.g20,Contig18017.0.g20
Contig18018.0.g23,Contig18018.0.g23
Contig18019.0.g22,Contig18019.0.g22
Contig1802.0.g12,Contig1802.0.g12
Contig18020.0.g15,Contig18020.0.g15
Contig18021.0.g16,Contig18021.0.g16
Contig18022.0.g17,Contig18022.0.g17
Contig18023.0.g18,Contig18023.0.g18
Contig18024.0.g10,Contig18024.0.g10
Contig18025.0.g11,Contig18025.0.g11
Contig18025.0.g12,Contig18025.0.g12
Contig18026.0.g13,Contig18026.0.g13
Contig18027.0.g14,Contig18027.0.g14
Contig18028.0.g8,Contig18028.0.g8
Contig18029.0.g9,Contig18029.0.g9
Contig18030.0.g10,Contig18030.0.g10
Contig18031.0.g9,Contig18031.0.g9
Contig18032.0.g8,Contig18032.0.g8
Contig18033.0.g7,Contig18033.0.g7
Contig18034.0.g6,Contig18034.0.g6
Contig18035.0.g4,Contig18035.0.g4
Contig18035.0.g5,Contig18035.0.g5
Contig18036.0.g3,Contig18036.0.g3
Contig18037.0.g2,Contig18037.0.g2
Contig18038.0.g1,Contig18038.0.g1
Contig18039.0.g110,Contig18039.0.g110
Contig18040.0.g90,Contig18040.0.g90
Contig18041.0.g91,Contig18041.0.g91
Contig18042.0.g88,Contig18042.0.g88
Contig18043.0.g89,Contig18043.0.g89
Contig18044.0.g94,Contig18044.0.g94
Contig18045.0.g95,Contig18045.0.g95
Contig18046.0.g92,Contig18046.0.g92
Contig18047.0.g93,Contig18047.0.g93
Contig18048.0.g86,Contig18048.0.g86
Contig18049.0.g87,Contig18049.0.g87
Contig18050.0.g104,Contig18050.0.g104
Contig18051.0.g103,Contig18051.0.g103
Contig18052.0.g2,Contig18052.0.g2
Contig18053.0.g1,Contig18053.0.g1
Contig18054.0.g100,Contig18054.0.g100
Contig18055.0.g99,Contig18055.0.g99
Contig18056.0.g99,Contig18056.0.g99
Contig18057.0.g101,Contig18057.0.g101
Contig18058.0.g10,Contig18058.0.g10
Contig18059.0.g9,Contig18059.0.g9
Contig1806.0.g10,Contig1806.0.g10
Contig18060.0.g108,Contig18060.0.g108
Contig18061.0.g76,Contig18061.0.g76
Contig18061.0.g77,Contig18061.0.g77
Contig18062.0.g110,Contig18062.0.g110
Contig18063.0.g111,Contig18063.0.g111
Contig18064.0.g112,Contig18064.0.g112
Contig18065.0.g80,Contig18065.0.g80
Contig18065.0.g81,Contig18065.0.g81
Contig18066.0.g114,Contig18066.0.g114
Contig18067.0.g83,Contig18067.0.g83
Contig18068.0.g117,Contig18068.0.g117
Contig18069.0.g118,Contig18069.0.g118
Contig1807.0.g7,Contig1807.0.g7
Contig1807.0.g8,Contig1807.0.g8
Contig1807.0.g9,Contig1807.0.g9
Contig18070.0.g49,Contig18070.0.g49
Contig18071.0.g48,Contig18071.0.g48
Contig18072.0.g47,Contig18072.0.g47
Contig18073.0.g46,Contig18073.0.g46
Contig18074.0.g53,Contig18074.0.g53
Contig18075.0.g52,Contig18075.0.g52
Contig18076.0.g51,Contig18076.0.g51
Contig18077.0.g50,Contig18077.0.g50
Contig18078.0.g55,Contig18078.0.g55
Contig18078.0.g56,Contig18078.0.g56
Contig18079.0.g54,Contig18079.0.g54
Contig1808.0.g13,Contig1808.0.g13
Contig18080.0.g1,Contig18080.0.g1
Contig18081.0.g2,Contig18081.0.g2
Contig18082.0.1.g113,Contig18082.0.1.g113
Contig18083.0.g114,Contig18083.0.g114
Contig18084.0.g111,Contig18084.0.g111
Contig18085.0.g112,Contig18085.0.g112
Contig18086.0.g109,Contig18086.0.g109
Contig18087.0.g110,Contig18087.0.g110
Contig18088.0.g107,Contig18088.0.g107
Contig18089.0.g108,Contig18089.0.g108
Contig18090.0.g102,Contig18090.0.g102
Contig18091.0.g12,Contig18091.0.g12
Contig18092.0.g105,Contig18092.0.g105
Contig18093.0.g14,Contig18093.0.g14
Contig18093.0.g15,Contig18093.0.g15
Contig18094.0.g107,Contig18094.0.g107
Contig18095.0.g106,Contig18095.0.g106
Contig18096.0.g20,Contig18096.0.g20
Contig18097.0.g108,Contig18097.0.g108
Contig18098.0.g9,Contig18098.0.g9
Contig181.0.g22,Contig181.0.g22
Contig181.1.g57,Contig181.1.g57
Contig1810.0.g53,Contig1810.0.g53
Contig1810.0.g54,Contig1810.0.g54
Contig18100.0.g58,Contig18100.0.g58
Contig18101.0.g57,Contig18101.0.g57
Contig18102.0.g56,Contig18102.0.g56
Contig18103.0.g54,Contig18103.0.g54
Contig18103.0.g55,Contig18103.0.g55
Contig18104.0.g53,Contig18104.0.g53
Contig18105.0.g52,Contig18105.0.g52
Contig18106.0.g51,Contig18106.0.g51
Contig18107.0.g50,Contig18107.0.g50
Contig18108.0.g49,Contig18108.0.g49
Contig18109.0.g48,Contig18109.0.g48
Contig1811.0.g55,Contig1811.0.g55
Contig18110.0.g77,Contig18110.0.g77
