primary,oxydb_mac_gene_2020
g42262,g42262
g42263,g42263
g42264,g42264
g14814,g14814
g14815,g14815
g23010,g23010
g23011,g23011
g42883,g42883
g42884,g42884
g42885,g42885
g42886,g42886
g42887,g42887
g42888,g42888
g32081,g32081
g32082,g32082
g32083,g32083
g32084,g32084
g28112,g28112
g28113,g28113
g36340,g36340
g36341,g36341
g36342,g36342
g36343,g36343
g13763,g13763
g13764,g13764
g13765,g13765
g15412,g15412
g15413,g15413
g15414,g15414
g6335,g6335
g6336,g6336
g22292,g22292
g46075,g46075
g29652,g29652
g12051,g12051
g12052,g12052
g12053,g12053
g28105,g28105
g28106,g28106
g28107,g28107
g12032,g12032
g12033,g12033
g42624,g42624
g11455,g11455
g18969,g18969
g38773,g38773
g23300,g23300
g31923,g31923
g31924,g31924
g31931,g31931
g43238,g43238
g43239,g43239
g2379,g2379
g2358,g2358
g29392,g29392
g29393,g29393
g20489,g20489
g20490,g20490
g29810,g29810
g29811,g29811
g4363,g4363
g4364,g4364
g4365,g4365
g36630,g36630
g36631,g36631
g30126,g30126
g30127,g30127
g1518,g1518
g47177,g47177
g47178,g47178
g33714,g33714
g33715,g33715
g16193,g16193
g16194,g16194
g44375,g44375
g44376,g44376
g20212,g20212
g20213,g20213
g40589,g40589
g15760,g15760
g42575,g42575
g36717,g36717
g36718,g36718
g36719,g36719
g38887,g38887
g38888,g38888
g33311,g33311
g33312,g33312
g33320,g33320
g47445,g47445
g47446,g47446
g47447,g47447
g25629,g25629
g25630,g25630
g13550,g13550
g13551,g13551
g1675,g1675
g15010,g15010
g13886,g13886
g13887,g13887
g13888,g13888
g18492,g18492
g18493,g18493
g18494,g18494
g18501,g18501
g18502,g18502
g5555,g5555
g5556,g5556
g18578,g18578
g18579,g18579
g18580,g18580
g18587,g18587
g6038,g6038
g6039,g6039
g32164,g32164
g32165,g32165
g32171,g32171
g396,g396
g13427,g13427
g13428,g13428
g13429,g13429
g34239,g34239
g34240,g34240
g34241,g34241
g34247,g34247
g21871,g21871
g21872,g21872
g21873,g21873
g21859,g21859
g21860,g21860
g21878,g21878
g11980,g11980
g5704,g5704
g45228,g45228
g22827,g22827
g47488,g47488
g47489,g47489
g10869,g10869
g721,g721
g8935,g8935
g19349,g19349
g30884,g30884
g20262,g20262
g46139,g46139
g19584,g19584
g33094,g33094
g33109,g33109
g41134,g41134
g21236,g21236
g6780,g6780
g6781,g6781
g13639,g13639
g14285,g14285
g14286,g14286
g41278,g41278
g41279,g41279
g14876,g14876
g23080,g23080
g8568,g8568
g32381,g32381
g16410,g16410
g16411,g16411
g16921,g16921
g16922,g16922
g11495,g11495
g838,g838
g37183,g37183
g15214,g15214
g10311,g10311
g14303,g14303
g14304,g14304
g34104,g34104
g34105,g34105
g34108,g34108
g34109,g34109
g34114,g34114
g19543,g19543
g26466,g26466
g26467,g26467
g17827,g17827
g17828,g17828
g17829,g17829
g36859,g36859
g36860,g36860
g36861,g36861
g36863,g36863
g36864,g36864
g43253,g43253
g25042,g25042
g31016,g31016
g10848,g10848
g11973,g11973
g11974,g11974
g32522,g32522
g22129,g22129
g22130,g22130
g31785,g31785
g31786,g31786
g35901,g35901
g21447,g21447
g17552,g17552
g1484,g1484
g19599,g19599
g6849,g6849
g6850,g6850
g6858,g6858
g15195,g15195
g15196,g15196
g15197,g15197
g19630,g19630
g19631,g19631
g19632,g19632
g14069,g14069
g14070,g14070
g22064,g22064
g22065,g22065
g22070,g22070
g8033,g8033
g8034,g8034
g22683,g22683
g17438,g17438
g17439,g17439
g3692,g3692
g3693,g3693
g36088,g36088
g36089,g36089
g4535,g4535
g4536,g4536
g19843,g19843
g19844,g19844
g19845,g19845
g14164,g14164
g9480,g9480
g4221,g4221
g46589,g46589
g13032,g13032
g13033,g13033
g19209,g19209
g19210,g19210
g37752,g37752
g29131,g29131
g37693,g37693
g31069,g31069
g31070,g31070
g37553,g37553
g37554,g37554
g37555,g37555
g37556,g37556
g31972,g31972
g31973,g31973
g526,g526
g527,g527
g5349,g5349
g5350,g5350
g14218,g14218
g14219,g14219
g19676,g19676
g19677,g19677
g19651,g19651
g31163,g31163
g18655,g18655
g18656,g18656
g18657,g18657
g8812,g8812
g39655,g39655
g29376,g29376
g29370,g29370
g22279,g22279
g22280,g22280
g33806,g33806
g33807,g33807
g32887,g32887
g35087,g35087
g35088,g35088
g30049,g30049
g30050,g30050
g30057,g30057
g30058,g30058
g13325,g13325
g8144,g8144
g26611,g26611
g26577,g26577
g26578,g26578
g25792,g25792
g25793,g25793
g33700,g33700
g9569,g9569
g36227,g36227
g36228,g36228
g2796,g2796
g2797,g2797
g24043,g24043
g24044,g24044
g30486,g30486
g23995,g23995
g10916,g10916
g10917,g10917
g36390,g36390
g36391,g36391
g12189,g12189
g12190,g12190
g37419,g37419
g7009,g7009
g4792,g4792
g4793,g4793
g28016,g28016
g28017,g28017
g31354,g31354
g31355,g31355
g31356,g31356
g31357,g31357
g3446,g3446
g3447,g3447
g3448,g3448
g3449,g3449
g28642,g28642
g28643,g28643
g13415,g13415
g13416,g13416
g46897,g46897
g46898,g46898
g33675,g33675
g33676,g33676
g12793,g12793
g12794,g12794
g46187,g46187
g29183,g29183
g24632,g24632
g38473,g38473
g38474,g38474
g20985,g20985
g20986,g20986
g28127,g28127
g32333,g32333
g10249,g10249
g24649,g24649
g22134,g22134
g26340,g26340
g26341,g26341
g3311,g3311
g3312,g3312
g11665,g11665
g11659,g11659
g29178,g29178
g6880,g6880
g23948,g23948
g4908,g4908
g21375,g21375
g33159,g33159
g47072,g47072
g47073,g47073
g6420,g6420
g6421,g6421
g32957,g32957
g32958,g32958
g6422,g6422
g36253,g36253
g36254,g36254
g9022,g9022
g9023,g9023
g13120,g13120
g17834,g17834
g36699,g36699
g44210,g44210
g44211,g44211
g35108,g35108
g35862,g35862
g35863,g35863
g5266,g5266
g5267,g5267
g5257,g5257
g5258,g5258
g34285,g34285
g34286,g34286
g20910,g20910
g20911,g20911
g17275,g17275
g6375,g6375
g37544,g37544
g37545,g37545
g16934,g16934
g16935,g16935
g16939,g16939
g16941,g16941
g23652,g23652
g23689,g23689
g42477,g42477
g8189,g8189
g8190,g8190
g35880,g35880
g3585,g3585
g13940,g13940
g17476,g17476
g47580,g47580
g7793,g7793
g30877,g30877
g11885,g11885
g37189,g37189
g37190,g37190
g23340,g23340
g23341,g23341
g19119,g19119
g31842,g31842
g23131,g23131
g23132,g23132
g10255,g10255
g10256,g10256
g10245,g10245
g10246,g10246
g36779,g36779
g36780,g36780
g35080,g35080
g35081,g35081
g12859,g12859
g12860,g12860
g35086,g35086
g35735,g35735
g30813,g30813
g30805,g30805
g16162,g16162
g16163,g16163
g10138,g10138
g10139,g10139
g10142,g10142
g36156,g36156
g29321,g29321
g21129,g21129
g9057,g9057
g1485,g1485
g39036,g39036
g47586,g47586
g47587,g47587
g18741,g18741
g18742,g18742
g29817,g29817
g29818,g29818
g18751,g18751
g18757,g18757
g10340,g10340
g2220,g2220
g12491,g12491
g37227,g37227
g47256,g47256
g47257,g47257
g23389,g23389
g23390,g23390
g28568,g28568
g28571,g28571
g47994,g47994
g23112,g23112
g7750,g7750
g26079,g26079
g6504,g6504
g6505,g6505
g2485,g2485
g2486,g2486
g29191,g29191
g6890,g6890
g40948,g40948
g24793,g24793
g22644,g22644
g33618,g33618
g17423,g17423
g18399,g18399
g38738,g38738
g17326,g17326
g38373,g38373
g16963,g16963
g1866,g1866
g34714,g34714
g34715,g34715
g11352,g11352
g13935,g13935
g33891,g33891
g1727,g1727
g45921,g45921
g45922,g45922
g25845,g25845
g25846,g25846
g15889,g15889
g15890,g15890
g26686,g26686
g26687,g26687
g43083,g43083
g38372,g38372
g3146,g3146
g12964,g12964
g16384,g16384
g12728,g12728
g5793,g5793
g13664,g13664
g13665,g13665
g19138,g19138
g19139,g19139
g19140,g19140
g13670,g13670
g13671,g13671
g10944,g10944
g38434,g38434
g38435,g38435
g36552,g36552
g36553,g36553
g17995,g17995
g17996,g17996
g17990,g17990
g12074,g12074
g30737,g30737
g27566,g27566
g27567,g27567
g31990,g31990
g31991,g31991
g12157,g12157
g12158,g12158
g6836,g6836
g6837,g6837
g6220,g6220
g6221,g6221
g37286,g37286
g15145,g15145
g30187,g30187
g10818,g10818
g28665,g28665
g4231,g4231
g4232,g4232
g175,g175
g176,g176
g30473,g30473
g23160,g23160
g28909,g28909
g35428,g35428
g33601,g33601
g40695,g40695
g40696,g40696
g16764,g16764
g16765,g16765
g16771,g16771
g38632,g38632
g34691,g34691
g18386,g18386
g29693,g29693
g19089,g19089
g19095,g19095
g19097,g19097
g23067,g23067
g23068,g23068
g19314,g19314
g19315,g19315
g32769,g32769
g32770,g32770
g28834,g28834
g28835,g28835
g7940,g7940
g38063,g38063
g310,g310
g38723,g38723
g38724,g38724
g17307,g17307
g17308,g17308
g21694,g21694
g21695,g21695
g521,g521
g522,g522
g528,g528
g38426,g38426
g34255,g34255
g34256,g34256
g1660,g1660
g1661,g1661
g1665,g1665
g38856,g38856
g38857,g38857
g19926,g19926
g19927,g19927
g12330,g12330
g12331,g12331
g3420,g3420
g3421,g3421
g3427,g3427
g29344,g29344
g29345,g29345
g3113,g3113
g3114,g3114
g43047,g43047
g43048,g43048
g8099,g8099
g8100,g8100
g34110,g34110
g34111,g34111
g9443,g9443
g9444,g9444
g4205,g4205
g4206,g4206
g9227,g9227
g8050,g8050
g8061,g8061
g23741,g23741
g23742,g23742
g22965,g22965
g22966,g22966
g22970,g22970
g38984,g38984
g20818,g20818
g21509,g21509
g26830,g26830
g15253,g15253
g29250,g29250
g29259,g29259
g18666,g18666
g34385,g34385
g38939,g38939
g22306,g22306
g3541,g3541
g27014,g27014
g4021,g4021
g25729,g25729
g25730,g25730
g1735,g1735
g1736,g1736
g24240,g24240
g9356,g9356
g43381,g43381
g21985,g21985
g25631,g25631
g22135,g22135
g30865,g30865
g29420,g29420
g29421,g29421
g3865,g3865
g3866,g3866
g43402,g43402
g43403,g43403
g22418,g22418
g22419,g22419
g7800,g7800
g7801,g7801
g133,g133
g134,g134
g137,g137
g143,g143
g24524,g24524
g27701,g27701
g24462,g24462
g27480,g27480
g25296,g25296
g2243,g2243
g14483,g14483
g35079,g35079
g22034,g22034
g34462,g34462
g34463,g34463
g5212,g5212
g14492,g14492
g30522,g30522
g30529,g30529
g9054,g9054
g1470,g1470
g1474,g1474
g12995,g12995
g22319,g22319
g22320,g22320
g25283,g25283
g25284,g25284
g24838,g24838
g24839,g24839
g27684,g27684
g27685,g27685
g27689,g27689
g24259,g24259
g38099,g38099
g38100,g38100
g37846,g37846
g37847,g37847
g19791,g19791
g39898,g39898
g3794,g3794
g38991,g38991
g3784,g3784
g10124,g10124
g43227,g43227
g15164,g15164
g15165,g15165
g33245,g33245
g33246,g33246
g33240,g33240
g33242,g33242
g33257,g33257
g15076,g15076
g15125,g15125
g35772,g35772
g25253,g25253
g38674,g38674
g13739,g13739
g47903,g47903
g34768,g34768
g12315,g12315
g15447,g15447
g4222,g4222
g45683,g45683
g45684,g45684
g45685,g45685
g23358,g23358
g23359,g23359
g23360,g23360
g3632,g3632
g3633,g3633
g3634,g3634
g3642,g3642
g3643,g3643
g16076,g16076
g16077,g16077
g16066,g16066
g16067,g16067
g3644,g3644
g3645,g3645
g16081,g16081
g16082,g16082
g4319,g4319
g4320,g4320
g39678,g39678
g34219,g34219
g28268,g28268
g28272,g28272
g28277,g28277
g40122,g40122
g39800,g39800
g37777,g37777
g38119,g38119
g6708,g6708
g28878,g28878
g5323,g5323
g27381,g27381
g27387,g27387
g13001,g13001
g14458,g14458
g30505,g30505
g35899,g35899
g5283,g5283
g39809,g39809
g39810,g39810
g2084,g2084
g2085,g2085
g33804,g33804
g33805,g33805
g13957,g13957
g5592,g5592
g10058,g10058
g3340,g3340
g38457,g38457
g2191,g2191
g2197,g2197
g43181,g43181
g43182,g43182
g43183,g43183
g15291,g15291
g15292,g15292
g36194,g36194
g36195,g36195
g36198,g36198
g36199,g36199
g36205,g36205
g36206,g36206
g26731,g26731
g34815,g34815
g6957,g6957
g37582,g37582
g38955,g38955
g37959,g37959
g37960,g37960
g3677,g3677
g3678,g3678
g40421,g40421
g23154,g23154
g27237,g27237
g25330,g25330
g41973,g41973
g19013,g19013
g15295,g15295
g34981,g34981
g1097,g1097
g25363,g25363
g1285,g1285
g25222,g25222
g2179,g2179
g23083,g23083
g15842,g15842
g15386,g15386
g10377,g10377
g10380,g10380
g16584,g16584
g16585,g16585
g26044,g26044
g20836,g20836
g20830,g20830
g16002,g16002
g16003,g16003
g31445,g31445
g31446,g31446
g23446,g23446
g16136,g16136
g41872,g41872
g845,g845
g5309,g5309
g5237,g5237
g17757,g17757
g13964,g13964
g29323,g29323
g4701,g4701
g4702,g4702
g39405,g39405
g39406,g39406
g14186,g14186
g14187,g14187
g40025,g40025
g30317,g30317
g18936,g18936
g8264,g8264
g26255,g26255
g43527,g43527
g30644,g30644
g1578,g1578
g31579,g31579
g31580,g31580
g27728,g27728
g27729,g27729
g40356,g40356
g8301,g8301
g15277,g15277
g17015,g17015
g9844,g9844
g1390,g1390
g19150,g19150
g30019,g30019
g30020,g30020
g23877,g23877
g23878,g23878
g44630,g44630
g30745,g30745
g14706,g14706
g37070,g37070
g16437,g16437
g16433,g16433
g24906,g24906
g21108,g21108
g21109,g21109
g4642,g4642
g4643,g4643
g19184,g19184
g30280,g30280
g26671,g26671
g30266,g30266
g29448,g29448
g35942,g35942
g30495,g30495
g19569,g19569
g7479,g7479
g7476,g7476
g26465,g26465
g32921,g32921
g6397,g6397
g6402,g6402
g44995,g44995
g40043,g40043
g40044,g40044
g23851,g23851
g23852,g23852
g9805,g9805
g9806,g9806
g38481,g38481
g2097,g2097
g14603,g14603
g19923,g19923
g16583,g16583
g43342,g43342
g17389,g17389
g17390,g17390
g23573,g23573
g23574,g23574
g42278,g42278
g42279,g42279
g20371,g20371
g22256,g22256
g21372,g21372
g6977,g6977
g6989,g6989
g14509,g14509
g14510,g14510
g4755,g4755
g4756,g4756
g43736,g43736
g40443,g40443
g23163,g23163
g23174,g23174
g28473,g28473
g11096,g11096
g14645,g14645
g17684,g17684
g38488,g38488
g2100,g2100
g27416,g27416
g27417,g27417
g29989,g29989
g29990,g29990
g15246,g15246
g31483,g31483
g3002,g3002
g28728,g28728
g23886,g23886
g3215,g3215
g38166,g38166
g37933,g37933
g7386,g7386
g25664,g25664
g34956,g34956
g4458,g4458
g4451,g4451
g17646,g17646
g7078,g7078
g7079,g7079
g19259,g19259
g19260,g19260
g9616,g9616
g7760,g7760
g8196,g8196
g45215,g45215
g8469,g8469
g1923,g1923
g966,g966
g16840,g16840
g35128,g35128
g20391,g20391
g20392,g20392
g23277,g23277
g3577,g3577
g2845,g2845
g13183,g13183
g43786,g43786
g43787,g43787
g10355,g10355
g10356,g10356
g3495,g3495
g31386,g31386
g5541,g5541
g36740,g36740
g40636,g40636
g30952,g30952
g30953,g30953
g18594,g18594
g18595,g18595
g12932,g12932
g25440,g25440
g38452,g38452
g43790,g43790
g3910,g3910
g23804,g23804
g23813,g23813
g12442,g12442
g21263,g21263
g39731,g39731
g20153,g20153
g37513,g37513
g28460,g28460
g45639,g45639
g45640,g45640
g45641,g45641
g2671,g2671
g2672,g2672
g2673,g2673
g36973,g36973
g36974,g36974
g36975,g36975
g2689,g2689
g2675,g2675
g2680,g2680
g10168,g10168
g18792,g18792
g18793,g18793
g18794,g18794
g8368,g8368
g8369,g8369
g8370,g8370
g39847,g39847
g39848,g39848
g39849,g39849
g34166,g34166
g14346,g14346
g39802,g39802
g41251,g41251
g3262,g3262
g3267,g3267
g24025,g24025
g9695,g9695
g9690,g9690
g19026,g19026
g15290,g15290
g4477,g4477
g38990,g38990
g10137,g10137
g30310,g30310
g27379,g27379
g6321,g6321
g2642,g2642
g5360,g5360
g23225,g23225
g23218,g23218
g23215,g23215
g26634,g26634
g30229,g30229
g30240,g30240
g9941,g9941
g10341,g10341
g39954,g39954
g13098,g13098
g31119,g31119
g13974,g13974
g17493,g17493
g17497,g17497
g40272,g40272
g21349,g21349
g26238,g26238
g18084,g18084
g18085,g18085
g8973,g8973
g8974,g8974
g18091,g18091
g7758,g7758
g2780,g2780
g2783,g2783
g1695,g1695
g7754,g7754
g40187,g40187
g38032,g38032
g2864,g2864
g24523,g24523
g28803,g28803
g30105,g30105
g21883,g21883
g21884,g21884
g11929,g11929
g11930,g11930
g21898,g21898
g21899,g21899
g20480,g20480
g30405,g30405
g45482,g45482
g25227,g25227
g18220,g18220
g9170,g9170
g27084,g27084
g7821,g7821
g41655,g41655
g2363,g2363
g2370,g2370
g8645,g8645
g7064,g7064
g7650,g7650
g22791,g22791
g5031,g5031
g25259,g25259
g6521,g6521
g45668,g45668
g7789,g7789
g1720,g1720
g30434,g30434
g9510,g9510
g9506,g9506
g8619,g8619
g9742,g9742
g921,g921
g41014,g41014
g26815,g26815
g29549,g29549
g34347,g34347
g436,g436
g7866,g7866
g160,g160
g16520,g16520
g31093,g31093
g19920,g19920
g863,g863
g870,g870
g40020,g40020
g16299,g16299
g24274,g24274
g24281,g24281
g21310,g21310
g21311,g21311
g21455,g21455
g33510,g33510
g8436,g8436
g8709,g8709
g8708,g8708
g5376,g5376
g23252,g23252
g16231,g16231
g18224,g18224
g18222,g18222
g14594,g14594
g28808,g28808
g8201,g8201
g10647,g10647
g4631,g4631
g18125,g18125
g36814,g36814
g8372,g8372
g8700,g8700
g24464,g24464
g9550,g9550
g39103,g39103
g31043,g31043
g12089,g12089
g23020,g23020
g12490,g12490
g15783,g15783
g33398,g33398
g18962,g18962
g28038,g28038
g28027,g28027
g22382,g22382
g29333,g29333
g16994,g16994
g22512,g22512
g22513,g22513
g38323,g38323
g38324,g38324
g25852,g25852
g25853,g25853
g35575,g35575
g35576,g35576
g35583,g35583
g37292,g37292
g37293,g37293
g37280,g37280
g13197,g13197
g35066,g35066
g6387,g6387
g6399,g6399
g3555,g3555
g26358,g26358
g30519,g30519
g24023,g24023
g37068,g37068
g37069,g37069
g28822,g28822
g28831,g28831
g16826,g16826
g1868,g1868
g21640,g21640
g35172,g35172
g22776,g22776
g22777,g22777
g18535,g18535
g18536,g18536
g20639,g20639
g16227,g16227
g18221,g18221
g11402,g11402
g7523,g7523
g41298,g41298
g18589,g18589
g32732,g32732
g37855,g37855
g14644,g14644
g15585,g15585
g723,g723
g724,g724
g735,g735
g736,g736
g742,g742
g743,g743
g747,g747
g748,g748
g42117,g42117
g9340,g9340
g14202,g14202
g36896,g36896
g36897,g36897
g3884,g3884
g3885,g3885
g33554,g33554
g40580,g40580
g33310,g33310
g7205,g7205
g33132,g33132
g29797,g29797
g6455,g6455
g25499,g25499
g25500,g25500
g11454,g11454
g18253,g18253
g45297,g45297
g1767,g1767
g17179,g17179
g38592,g38592
g3045,g3045
g18281,g18281
g14339,g14339
g35789,g35789
g41919,g41919
g2198,g2198
g45916,g45916
g11177,g11177
g27957,g27957
g15168,g15168
g33605,g33605
g17186,g17186
g30107,g30107
g16182,g16182
g25397,g25397
g22585,g22585
g22586,g22586
g11689,g11689
g11690,g11690
g11695,g11695
g11696,g11696
g41572,g41572
g24154,g24154
g28135,g28135
g7207,g7207
g19990,g19990
g20785,g20785
g21454,g21454
g37122,g37122
g22104,g22104
g22105,g22105
g3886,g3886
g3887,g3887
g21414,g21414
g10488,g10488
g40767,g40767
g33266,g33266
g43153,g43153
g12640,g12640
g35520,g35520
g4726,g4726
g8399,g8399
g15582,g15582
g17352,g17352
g40221,g40221
g29863,g29863
g35285,g35285
g5842,g5842
g34059,g34059
g9525,g9525
g12505,g12505
g6876,g6876
g19304,g19304
g20105,g20105
g44483,g44483
g40778,g40778
g33272,g33272
g10900,g10900
g3975,g3975
g8703,g8703
g38334,g38334
g3103,g3103
g44331,g44331
g7156,g7156
g13303,g13303
g20421,g20421
g40157,g40157
g33734,g33734
g15082,g15082
g25409,g25409
g1313,g1313
g35910,g35910
g8571,g8571
g595,g595
g34829,g34829
g26512,g26512
g12378,g12378
g13382,g13382
g20463,g20463
g28569,g28569
g19919,g19919
g9341,g9341
g34528,g34528
g18627,g18627
g34523,g34523
g22800,g22800
g22803,g22803
g25207,g25207
g33030,g33030
g33032,g33032
g6284,g6284
g2625,g2625
g4079,g4079
g4080,g4080
g22251,g22251
g8843,g8843
g24905,g24905
g3056,g3056
g12837,g12837
g41400,g41400
g34093,g34093
g27070,g27070
g39079,g39079
g23618,g23618
g31425,g31425
g16605,g16605
g18996,g18996
g18993,g18993
g16116,g16116
g16117,g16117
g16118,g16118
g10103,g10103
g10104,g10104
g10105,g10105
g41294,g41294
g41295,g41295
g41372,g41372
g41373,g41373
g2394,g2394
g2395,g2395
g2402,g2402
g2403,g2403
g47907,g47907
g47908,g47908
g10403,g10403
g10404,g10404
g15407,g15407
g15408,g15408
g3061,g3061
g3073,g3073
g3077,g3077
g10621,g10621
g10622,g10622
g37954,g37954
g37955,g37955
g6997,g6997
g27394,g27394
g37523,g37523
g15111,g15111
g8669,g8669
g25148,g25148
g25149,g25149
g25150,g25150
g8342,g8342
g8343,g8343
g8344,g8344
g8346,g8346
g8347,g8347
g40746,g40746
g35804,g35804
g40576,g40576
g7874,g7874
g27145,g27145
g40851,g40851
g27435,g27435
g29589,g29589
g41757,g41757
g31276,g31276
g19375,g19375
g39474,g39474
g39475,g39475
g7828,g7828
g7829,g7829
g27112,g27112
g27113,g27113
g27118,g27118
g27124,g27124
g46479,g46479
g11567,g11567
g11571,g11571
g30000,g30000
g27449,g27449
g18763,g18763
g38512,g38512
g2111,g2111
g2114,g2114
g4002,g4002
g4003,g4003
g3038,g3038
g3039,g3039
g39071,g39071
g41343,g41343
g5859,g5859
g21389,g21389
g43383,g43383
g10832,g10832
g28024,g28024
g39244,g39244
g25506,g25506
g25515,g25515
g35651,g35651
g25516,g25516
g6234,g6234
g234,g234
g7542,g7542
g7543,g7543
g4692,g4692
g4693,g4693
g17090,g17090
g3926,g3926
g23407,g23407
g23408,g23408
g1361,g1361
g1362,g1362
g1379,g1379
g1373,g1373
g15142,g15142
g33881,g33881
g8366,g8366
g41177,g41177
g12642,g12642
g35523,g35523
g35537,g35537
g17480,g17480
g33623,g33623
g17522,g17522
g34303,g34303
g46455,g46455
g46522,g46522
g25347,g25347
g14517,g14517
g43143,g43143
g23772,g23772
g1841,g1841
g1845,g1845
g1853,g1853
g42074,g42074
g42064,g42064
g30213,g30213
g40517,g40517
g34080,g34080
g27065,g27065
g5877,g5877
g33659,g33659
g5889,g5889
g10339,g10339
g15267,g15267
g4159,g4159
g16557,g16557
g5967,g5967
g36734,g36734
g9755,g9755
g26306,g26306
g42096,g42096
g31519,g31519
g44982,g44982
g42102,g42102
g42010,g42010
g44742,g44742
g7100,g7100
g41174,g41174
g46471,g46471
g46664,g46664
g5083,g5083
g5084,g5084
g27584,g27584
g27585,g27585
g27590,g27590
g27591,g27591
g45235,g45235
g1443,g1443
g1421,g1421
g43713,g43713
g22646,g22646
g33622,g33622
g42086,g42086
g46745,g46745
g42048,g42048
g16271,g16271
g21138,g21138
g21150,g21150
g21167,g21167
g21182,g21182
g21134,g21134
g41097,g41097
g35759,g35759
g35760,g35760
g35768,g35768
g35769,g35769
g35770,g35770
g35779,g35779
g35780,g35780
g35781,g35781
g24356,g24356
g43194,g43194
g16387,g16387
g12119,g12119
g8077,g8077
g8297,g8297
g38418,g38418
g41191,g41191
g6936,g6936
g44923,g44923
g12113,g12113
g12114,g12114
g37835,g37835
g37836,g37836
g4980,g4980
g23173,g23173
g23170,g23170
g16873,g16873
g16865,g16865
g43610,g43610
g22779,g22779
g18542,g18542
g18545,g18545
g21244,g21244
g45376,g45376
g5165,g5165
g41231,g41231
g42256,g42256
g42257,g42257
g19757,g19757
g19765,g19765
g45443,g45443
g42149,g42149
g41027,g41027
g21482,g21482
g5936,g5936
g14919,g14919
g4318,g4318
g4312,g4312
g43938,g43938
g18292,g18292
g37675,g37675
g3348,g3348
g41235,g41235
g18583,g18583
g18584,g18584
g18585,g18585
g18586,g18586
g30817,g30817
g30818,g30818
g30819,g30819
g30820,g30820
g18574,g18574
g17286,g17286
g28140,g28140
g44270,g44270
g46816,g46816
g41906,g41906
g17715,g17715
g14151,g14151
g14550,g14550
g11852,g11852
g43993,g43993
g44026,g44026
g42142,g42142
g1963,g1963
g1964,g1964
g4405,g4405
g4406,g4406
g4410,g4410
g4415,g4415
g19970,g19970
g46818,g46818
g43754,g43754
g26838,g26838
g11654,g11654
g39584,g39584
g43473,g43473
g46854,g46854
g30758,g30758
g30781,g30781
g46953,g46953
g34756,g34756
g44194,g44194
g44195,g44195
g44196,g44196
g44197,g44197
g13605,g13605
g13606,g13606
g13607,g13607
g25659,g25659
g25660,g25660
g25661,g25661
g13616,g13616
g13617,g13617
g13597,g13597
g13598,g13598
g34397,g34397
g34398,g34398
g13582,g13582
g13594,g13594
g46576,g46576
g47033,g47033
g44011,g44011
g29202,g29202
g24639,g24639
g24659,g24659
g24648,g24648
g31081,g31081
g23238,g23238
g31087,g31087
g16647,g16647
g12046,g12046
g40062,g40062
g41976,g41976
g39120,g39120
g41463,g41463
g20862,g20862
g20863,g20863
g45549,g45549
g43485,g43485
g43486,g43486
g37304,g37304
g15780,g15780
g44462,g44462
g13563,g13563
g34738,g34738
g13473,g13473
g13474,g13474
g19554,g19554
g19555,g19555
g41562,g41562
g6313,g6313
g2640,g2640
g46430,g46430
g12379,g12379
g23451,g23451
g1402,g1402
g1422,g1422
g1411,g1411
g1418,g1418
g9904,g9904
g24599,g24599
g10266,g10266
g15541,g15541
g37958,g37958
g7394,g7394
g41425,g41425
g21277,g21277
g6098,g6098
g6739,g6739
g35943,g35943
g3610,g3610
g44167,g44167
g43264,g43264
g43955,g43955
g6381,g6381
g41239,g41239
g41331,g41331
g36383,g36383
g36384,g36384
g12169,g12169
g46601,g46601
g35322,g35322
g31523,g31523
g30225,g30225
g1840,g1840
g44354,g44354
g35999,g35999
g34704,g34704
g34713,g34713
g34709,g34709
g18985,g18985
g9726,g9726
g18989,g18989
g39723,g39723
g39724,g39724
g23510,g23510
g23511,g23511
g23513,g23513
g23514,g23514
g47779,g47779
g47780,g47780
g38358,g38358
g38359,g38359
g1577,g1577
g15014,g15014
g44429,g44429
g13314,g13314
g3696,g3696
g3706,g3706
g3704,g3704
g3711,g3711
g36117,g36117
g24695,g24695
g20333,g20333
g20334,g20334
g9464,g9464
g9465,g9465
g20346,g20346
g20347,g20347
g30715,g30715
g9235,g9235
g44404,g44404
g29807,g29807
g18733,g18733
g38523,g38523
g21901,g21901
g21902,g21902
g21903,g21903
g21904,g21904
g25169,g25169
g25170,g25170
g25171,g25171
g25172,g25172
g12988,g12988
g27881,g27881
g46300,g46300
g46301,g46301
g42200,g42200
g43432,g43432
g36485,g36485
g23832,g23832
g46504,g46504
g14873,g14873
g26375,g26375
g30709,g30709
g30712,g30712
g25431,g25431
g32523,g32523
g32534,g32534
g32530,g32530
g32550,g32550
g26960,g26960
g7933,g7933
g28924,g28924
g34085,g34085
g34090,g34090
g48081,g48081
g12377,g12377
g26623,g26623
g17369,g17369
g5148,g5148
g5152,g5152
g24308,g24308
g24309,g24309
g2917,g2917
g2918,g2918
g2924,g2924
g2925,g2925
g43830,g43830
g43831,g43831
g27248,g27248
g21230,g21230
g5428,g5428
g5429,g5429
g5430,g5430
g39649,g39649
g31659,g31659
g32756,g32756
g37412,g37412
g37413,g37413
g12496,g12496
g12497,g12497
g33827,g33827
g33828,g33828
g33836,g33836
g33837,g33837
g33844,g33844
g33845,g33845
g33853,g33853
g33854,g33854
g6742,g6742
g6745,g6745
g45019,g45019
g45020,g45020
g45021,g45021
g10954,g10954
g10955,g10955
