primary,oxydb_mac_gene_2020
g10627,g10627
g4605,g4605
g4606,g4606
g22927,g22927
g22928,g22928
g23705,g23705
g23706,g23706
g22929,g22929
g21625,g21625
g13911,g13911
g35165,g35165
g33181,g33181
g25085,g25085
g25086,g25086
g46789,g46789
g9390,g9390
g9391,g9391
g7860,g7860
g7861,g7861
g42328,g42328
g7898,g7898
g7899,g7899
g18063,g18063
g18064,g18064
g20253,g20253
g17706,g17706
g17711,g17711
g29058,g29058
g16527,g16527
g18900,g18900
g13531,g13531
g13532,g13532
g31299,g31299
g1035,g1035
g18345,g18345
g1116,g1116
g8322,g8322
g13190,g13190
g27099,g27099
g27100,g27100
g27101,g27101
g27103,g27103
g5962,g5962
g587,g587
g45743,g45743
g11351,g11351
g13930,g13930
g13107,g13107
g13109,g13109
g6383,g6383
g6384,g6384
g33376,g33376
g33377,g33377
g38262,g38262
g38263,g38263
g38264,g38264
g38265,g38265
g32544,g32544
g32545,g32545
g32551,g32551
g42214,g42214
g14314,g14314
g34127,g34127
g34177,g34177
g34134,g34134
g34157,g34157
g34144,g34144
g19401,g19401
g19402,g19402
g20142,g20142
g20143,g20143
g20138,g20138
g8837,g8837
g13326,g13326
g20438,g20438
g42097,g42097
g19770,g19770
g30991,g30991
g31693,g31693
g46397,g46397
g45850,g45850
g24383,g24383
g46084,g46084
g14335,g14335
g26842,g26842
g5051,g5051
g43206,g43206
g28862,g28862
g10899,g10899
g43551,g43551
g45729,g45729
g45730,g45730
g35921,g35921
g35922,g35922
g5092,g5092
g5093,g5093
g5096,g5096
g5102,g5102
g17943,g17943
g32621,g32621
g32622,g32622
g2324,g2324
g2325,g2325
g29022,g29022
g29023,g29023
g27273,g27273
g27274,g27274
g27282,g27282
g27283,g27283
g27290,g27290
g27291,g27291
g27306,g27306
g27307,g27307
g27314,g27314
g27315,g27315
g35223,g35223
g35224,g35224
g17774,g17774
g20323,g20323
g8225,g8225
g27785,g27785
g2769,g2769
g2770,g2770
g2776,g2776
g2777,g2777
g20306,g20306
g14813,g14813
g32337,g32337
g27149,g27149
g46472,g46472
g33313,g33313
g6751,g6751
g9449,g9449
g4211,g4211
g4208,g4208
g40810,g40810
g3571,g3571
g13021,g13021
g24923,g24923
g3578,g3578
g22593,g22593
g11701,g11701
g45797,g45797
g39116,g39116
g22110,g22110
g27139,g27139
g30164,g30164
g44189,g44189
g4767,g4767
g4768,g4768
g14124,g14124
g28580,g28580
g28581,g28581
g13318,g13318
g13319,g13319
g46724,g46724
g41132,g41132
g11481,g11481
g47954,g47954
g41185,g41185
g26684,g26684
g25478,g25478
g25483,g25483
g34670,g34670
g37305,g37305
g34675,g34675
g4953,g4953
g4961,g4961
g34879,g34879
g22085,g22085
g45812,g45812
g42232,g42232
g15965,g15965
g447,g447
g41684,g41684
g24152,g24152
g24155,g24155
g37480,g37480
g37481,g37481
g128,g128
g129,g129
g35440,g35440
g45388,g45388
g31813,g31813
g31814,g31814
g864,g864
g865,g865
g24513,g24513
g10963,g10963
g10964,g10964
g2026,g2026
g2027,g2027
g23809,g23809
g11536,g11536
g12365,g12365
g43564,g43564
g43565,g43565
g32362,g32362
g32363,g32363
g30432,g30432
g12980,g12980
g12981,g12981
g39923,g39923
g30460,g30460
g30461,g30461
g30462,g30462
g19719,g19719
g19720,g19720
g19721,g19721
g14774,g14774
g24874,g24874
g44261,g44261
g44262,g44262
g17515,g17515
g17516,g17516
g34298,g34298
g34299,g34299
g41449,g41449
g11457,g11457
g39644,g39644
g14109,g14109
g39989,g39989
g7151,g7151
g24030,g24030
g24041,g24041
g40782,g40782
g25962,g25962
g25963,g25963
g32535,g32535
g32536,g32536
g32537,g32537
g14220,g14220
g14221,g14221
g39332,g39332
g46235,g46235
g24723,g24723
g169,g169
g170,g170
g171,g171
g8603,g8603
g8604,g8604
g8605,g8605
g153,g153
g154,g154
g155,g155
g42133,g42133
g42134,g42134
g42135,g42135
g42136,g42136
g42137,g42137
g7333,g7333
g21371,g21371
g20850,g20850
g20851,g20851
g4454,g4454
g21175,g21175
g39846,g39846
g20538,g20538
g20539,g20539
g20540,g20540
g29265,g29265
g27344,g27344
g40838,g40838
g31274,g31274
g19366,g19366
g19371,g19371
g5136,g5136
g10585,g10585
g14929,g14929
g30770,g30770
g14713,g14713
g41814,g41814
g17716,g17716
g44055,g44055
g44056,g44056
g40116,g40116
g34859,g34859
g13269,g13269
g3943,g3943
g45867,g45867
g45868,g45868
g34688,g34688
g34689,g34689
g25073,g25073
g25074,g25074
g1014,g1014
g1015,g1015
g14116,g14116
g14117,g14117
g33655,g33655
g22168,g22168
g9315,g9315
g8101,g8101
g41990,g41990
g13539,g13539
g43119,g43119
g43120,g43120
g43121,g43121
g2091,g2091
g2092,g2092
g2093,g2093
g11048,g11048
g11049,g11049
g11050,g11050
g2074,g2074
g2075,g2075
g7891,g7891
g42973,g42973
g17303,g17303
g48108,g48108
g33604,g33604
g35191,g35191
g10756,g10756
g47803,g47803
g17477,g17477
g17478,g17478
g2396,g2396
g2397,g2397
g33472,g33472
g37759,g37759
g29189,g29189
g33677,g33677
g41441,g41441
g19069,g19069
g39673,g39673
g4444,g4444
g4445,g4445
g15974,g15974
g15975,g15975
g7214,g7214
g7215,g7215
g7218,g7218
g4741,g4741
g4742,g4742
g2420,g2420
g2421,g2421
g17659,g17659
g17660,g17660
g36490,g36490
g39222,g39222
g26809,g26809
g29545,g29545
g3847,g3847
g11016,g11016
g35605,g35605
g37352,g37352
g7693,g7693
g45064,g45064
g10897,g10897
g1199,g1199
g44831,g44831
g34230,g34230
g34231,g34231
g13408,g13408
g13409,g13409
g47875,g47875
g10864,g10864
g28494,g28494
g36926,g36926
g36927,g36927
g12862,g12862
g12863,g12863
g5960,g5960
g5961,g5961
g2090,g2090
g38480,g38480
g18106,g18106
g35278,g35278
g36445,g36445
g36446,g36446
g36447,g36447
g20180,g20180
g20181,g20181
g11027,g11027
g11028,g11028
g17201,g17201
g29881,g29881
g36377,g36377
g23607,g23607
g8126,g8126
g26938,g26938
g16759,g16759
g25121,g25121
g36095,g36095
g25094,g25094
g25093,g25093
g25090,g25090
g25100,g25100
g44518,g44518
g5370,g5370
g25325,g25325
g5375,g5375
g5380,g5380
g5381,g5381
g5387,g5387
g43618,g43618
g43619,g43619
g7485,g7485
g7486,g7486
g31186,g31186
g32974,g32974
g22595,g22595
g22596,g22596
g7882,g7882
g7883,g7883
g7884,g7884
g7885,g7885
g7886,g7886
g7887,g7887
g26184,g26184
g26185,g26185
g26163,g26163
g26164,g26164
g26207,g26207
g26208,g26208
g26149,g26149
g42239,g42239
g42240,g42240
g12246,g12246
g33953,g33953
g33948,g33948
g45117,g45117
g4094,g4094
g4095,g4095
g18870,g18870
g18871,g18871
g21120,g21120
g21121,g21121
g20860,g20860
g20861,g20861
g24744,g24744
g24745,g24745
g14805,g14805
g14806,g14806
g44629,g44629
g8375,g8375
g39464,g39464
g39465,g39465
g30787,g30787
g30788,g30788
g6279,g6279
g6280,g6280
g42860,g42860
g5308,g5308
g13987,g13987
g41465,g41465
g18573,g18573
g1000,g1000
g8846,g8846
g18415,g18415
g22923,g22923
g28335,g28335
g687,g687
g45569,g45569
g27405,g27405
g48035,g48035
g48036,g48036
g31443,g31443
g31444,g31444
g1976,g1976
g1977,g1977
g44100,g44100
g42931,g42931
g41082,g41082
g38811,g38811
g38812,g38812
g25275,g25275
g25276,g25276
g47551,g47551
g47552,g47552
g32828,g32828
g24126,g24126
g38487,g38487
g25667,g25667
g14679,g14679
g36670,g36670
g36679,g36679
g36691,g36691
g36705,g36705
g18920,g18920
g47315,g47315
g47316,g47316
g47317,g47317
g35631,g35631
g35632,g35632
g20686,g20686
g20687,g20687
g38750,g38750
g1633,g1633
g37624,g37624
g36266,g36266
g36267,g36267
g30202,g30202
g30203,g30203
g30188,g30188
g30184,g30184
g30195,g30195
g39471,g39471
g39472,g39472
g15997,g15997
g15998,g15998
g31435,g31435
g31436,g31436
g31439,g31439
g31440,g31440
g47132,g47132
g34342,g34342
g434,g434
g39291,g39291
g20566,g20566
g41113,g41113
g33269,g33269
g37201,g37201
g37202,g37202
g37203,g37203
g13579,g13579
g13580,g13580
g18041,g18041
g18042,g18042
g22467,g22467
g8324,g8324
g12489,g12489
g18876,g18876
g5060,g5060
g5061,g5061
g47065,g47065
g3454,g3454
g31362,g31362
g32691,g32691
g40081,g40081
g31003,g31003
g46403,g46403
g44225,g44225
g39870,g39870
g19969,g19969
g45838,g45838
g30843,g30843
g35771,g35771
g35959,g35959
g45059,g45059
g18873,g18873
g27247,g27247
g43195,g43195
g45884,g45884
g45885,g45885
g30080,g30080
g6195,g6195
g6211,g6211
g6224,g6224
g35312,g35312
g6991,g6991
g7238,g7238
g38130,g38130
g39780,g39780
g28161,g28161
g18714,g18714
g41949,g41949
g47721,g47721
g36270,g36270
g9031,g9031
g23545,g23545
g39735,g39735
g28086,g28086
g22784,g22784
g22785,g22785
g44633,g44633
g41144,g41144
g26654,g26654
g14564,g14564
g17899,g17899
g28723,g28723
g32149,g32149
g41948,g41948
g46686,g46686
g46687,g46687
g45827,g45827
g5560,g5560
g12008,g12008
g39373,g39373
g16816,g16816
g42491,g42491
g42492,g42492
g3243,g3243
g40590,g40590
g5893,g5893
g5718,g5718
g16832,g16832
g16517,g16517
g26231,g26231
g26232,g26232
g26248,g26248
g26249,g26249
g41669,g41669
g9633,g9633
g9636,g9636
g15272,g15272
g43471,g43471
g31606,g31606
g6728,g6728
g38882,g38882
g41091,g41091
g10711,g10711
g28960,g28960
g28961,g28961
g12569,g12569
g46827,g46827
g39686,g39686
g43131,g43131
g7764,g7764
g19074,g19074
g7756,g7756
g40298,g40298
g40450,g40450
g13501,g13501
g38427,g38427
g38428,g38428
g27471,g27471
g27481,g27481
g45234,g45234
g23789,g23789
g45322,g45322
g45150,g45150
g11772,g11772
g41313,g41313
g38836,g38836
g39927,g39927
g44104,g44104
g47703,g47703
g22532,g22532
g22533,g22533
g10154,g10154
g10155,g10155
g39533,g39533
g35211,g35211
g41283,g41283
g7167,g7167
g35882,g35882
g6782,g6782
g1770,g1770
g46043,g46043
g42366,g42366
g9577,g9577
g3298,g3298
g3309,g3309
g3305,g3305
g14114,g14114
g11793,g11793
g35953,g35953
g28572,g28572
g44348,g44348
g44349,g44349
g44350,g44350
g4360,g4360
g4361,g4361
g4362,g4362
g4371,g4371
g34168,g34168
g40485,g40485
g8625,g8625
g22295,g22295
g44955,g44955
g16285,g16285
g9870,g9870
g39064,g39064
g27476,g27476
g6935,g6935
g33481,g33481
g21841,g21841
g42801,g42801
g38153,g38153
g10902,g10902
g1206,g1206
g43084,g43084
g38505,g38505
g47246,g47246
g22388,g22388
g24173,g24173
g44701,g44701
g28638,g28638
g19255,g19255
g44783,g44783
g28182,g28182
g29419,g29419
g37213,g37213
g37214,g37214
g39517,g39517
g47523,g47523
g34292,g34292
g46099,g46099
g40524,g40524
g1096,g1096
g40433,g40433
g45860,g45860
g27863,g27863
g4914,g4914
g29779,g29779
g45255,g45255
g40655,g40655
g43107,g43107
g9751,g9751
g40239,g40239
g29219,g29219
g29220,g29220
g27301,g27301
g27302,g27302
g27303,g27303
g27310,g27310
g27311,g27311
g28374,g28374
g28375,g28375
g35073,g35073
g35074,g35074
g6483,g6483
g42393,g42393
g42394,g42394
g42395,g42395
g16945,g16945
g16946,g16946
g41858,g41858
g41437,g41437
g45869,g45869
g15610,g15610
g41637,g41637
g23365,g23365
g23352,g23352
g6456,g6456
g42422,g42422
g1799,g1799
g5950,g5950
g1179,g1179
g22350,g22350
g15429,g15429
g41385,g41385
g6485,g6485
g6497,g6497
g32797,g32797
g32798,g32798
g6523,g6523
g6524,g6524
g6508,g6508
g43778,g43778
g43779,g43779
g41096,g41096
g10363,g10363
g24070,g24070
g41609,g41609
g41610,g41610
g2343,g2343
g2344,g2344
g45332,g45332
g10846,g10846
g28033,g28033
g28049,g28049
g28037,g28037
g24056,g24056
g32190,g32190
g32210,g32210
g46295,g46295
g48077,g48077
g14749,g14749
g46869,g46869
g15331,g15331
g7510,g7510
g37763,g37763
g37764,g37764
g42330,g42330
g13928,g13928
g13929,g13929
g45642,g45642
g45643,g45643
g32470,g32470
g32471,g32471
g40501,g40501
g29335,g29335
g45224,g45224
g45225,g45225
g45226,g45226
g45227,g45227
g27452,g27452
g27473,g27473
g30912,g30912
g34015,g34015
g13043,g13043
g19216,g19216
g45107,g45107
g37547,g37547
g15129,g15129
g42556,g42556
g42557,g42557
g26848,g26848
g26849,g26849
g46465,g46465
g43310,g43310
g48097,g48097
g36952,g36952
g17612,g17612
g46805,g46805
g40352,g40352
g15839,g15839
g15840,g15840
g702,g702
g703,g703
g46520,g46520
g25220,g25220
g43164,g43164
g43165,g43165
g46550,g46550
g38969,g38969
g47648,g47648
g47412,g47412
g47416,g47416
g17418,g17418
g3688,g3688
g45757,g45757
g41466,g41466
g17596,g17596
g17597,g17597
g27043,g27043
g27044,g27044
g27219,g27219
g27220,g27220
g29691,g29691
g29692,g29692
g18866,g18866
g18867,g18867
g27239,g27239
g27240,g27240
g27233,g27233
g27234,g27234
g21869,g21869
g21870,g21870
g38667,g38667
g6302,g6302
g39633,g39633
g14099,g14099
g14104,g14104
g14106,g14106
g35952,g35952
g11026,g11026
g40,g40
g39997,g39997
g46867,g46867
g46868,g46868
g17123,g17123
g17124,g17124
g1750,g1750
g1751,g1751
g22993,g22993
g38755,g38755
g31488,g31488
g7219,g7219
g9198,g9198
g41367,g41367
g11986,g11986
g11981,g11981
g11988,g11988
g39392,g39392
g36716,g36716
g9842,g9842
g9843,g9843
g42570,g42570
g47624,g47624
g47625,g47625
g16667,g16667
g543,g543
g43914,g43914
g21325,g21325
g33052,g33052
g39054,g39054
g6598,g6598
g43723,g43723
g3325,g3325
g41397,g41397
g41837,g41837
g41838,g41838
g41839,g41839
g44763,g44763
g15502,g15502
g46399,g46399
g46400,g46400
g47005,g47005
g46835,g46835
g39690,g39690
g12530,g12530
g31574,g31574
g31572,g31572
g31604,g31604
g31605,g31605
g31593,g31593
g31616,g31616
g37223,g37223
g7753,g7753
g38459,g38459
g18266,g18266
g11591,g11591
g11592,g11592
g38655,g38655
g38656,g38656
g38657,g38657
g38658,g38658
g42524,g42524
g42525,g42525
g9339,g9339
g29176,g29176
g29190,g29190
g29210,g29210
g29211,g29211
g42637,g42637
g40506,g40506
g32006,g32006
g32001,g32001
g32012,g32012
g37160,g37160
g37161,g37161
g4704,g4704
g4705,g4705
g45421,g45421
g10890,g10890
g1195,g1195
g1183,g1183
g1186,g1186
g21790,g21790
g25151,g25151
g41871,g41871
g10211,g10211
g15536,g15536
g29052,g29052
g42334,g42334
g2942,g2942
g42190,g42190
g40235,g40235
g47299,g47299
g8697,g8697
g3976,g3976
g38761,g38761
g1764,g1764
g22214,g22214
g8899,g8899
g44949,g44949
g8043,g8043
g8848,g8848
g10922,g10922
g38110,g38110
g38111,g38111
g28180,g28180
g28181,g28181
g17381,g17381
g17382,g17382
g28204,g28204
g28205,g28205
g28206,g28206
g29119,g29119
g29120,g29120
g16555,g16555
g16556,g16556
g38938,g38938
g43531,g43531
g39888,g39888
g46560,g46560
g42987,g42987
g35623,g35623
g13781,g13781
g13782,g13782
g5666,g5666
g5667,g5667
g12010,g12010
g26540,g26540
g42314,g42314
g1127,g1127
g31897,g31897
g31898,g31898
g41219,g41219
g41451,g41451
g15468,g15468
g15469,g15469
g12780,g12780
g12781,g12781
g35271,g35271
g35272,g35272
g11122,g11122
g35676,g35676
g43819,g43819
g39039,g39039
g39040,g39040
g38041,g38041
g36049,g36049
g41537,g41537
g41538,g41538
g31317,g31317
g8402,g8402
g5172,g5172
g8406,g8406
g980,g980
g11042,g11042
g11047,g11047
g11057,g11057
g47634,g47634
g44917,g44917
g47221,g47221
g47222,g47222
g26357,g26357
g17735,g17735
g44678,g44678
g30014,g30014
g9134,g9134
g9143,g9143
g42867,g42867
g13506,g13506
g17733,g17733
g44206,g44206
g38436,g38436
g3065,g3065
g40316,g40316
g40317,g40317
g32326,g32326
g38466,g38466
g10176,g10176
g30552,g30552
g10181,g10181
g10190,g10190
g10186,g10186
g43891,g43891
g47922,g47922
g40694,g40694
g14400,g14400
g15785,g15785
g15789,g15789
g15800,g15800
g42963,g42963
g38433,g38433
g11411,g11411
g42141,g42141
g44502,g44502
g43954,g43954
g22098,g22098
g3878,g3878
g43724,g43724
g11560,g11560
g22341,g22341
g4570,g4570
g8891,g8891
g22201,g22201
g45695,g45695
g6729,g6729
g31345,g31345
g33773,g33773
g33774,g33774
g44620,g44620
g18737,g18737
g18719,g18719
g46599,g46599
g45774,g45774
g25509,g25509
g11293,g11293
g42083,g42083
g24136,g24136
g24137,g24137
g21652,g21652
g21653,g21653
g46045,g46045
g17756,g17756
g2125,g2125
g24496,g24496
g45742,g45742
g21248,g21248
g10006,g10006
g37224,g37224
g37608,g37608
g34987,g34987
g4474,g4474
g45681,g45681
g45682,g45682
g37341,g37341
g37342,g37342
g39338,g39338
g39339,g39339
g9394,g9394
g39460,g39460
g33010,g33010
g17652,g17652
g24165,g24165
g24166,g24166
g28022,g28022
g28013,g28013
g28014,g28014
g11870,g11870
g11871,g11871
g16021,g16021
g501,g501
g41156,g41156
g37500,g37500
g17893,g17893
g27,g27
g36482,g36482
g36483,g36483
g36484,g36484
g31024,g31024
g31025,g31025
g14607,g14607
g14608,g14608
g41054,g41054
g41055,g41055
g12122,g12122
g46310,g46310
g41704,g41704
g17098,g17098
g3930,g3930
g30017,g30017
g23419,g23419
g47440,g47440
g47441,g47441
g47442,g47442
g13749,g13749
g13750,g13750
g13751,g13751
g5597,g5597
g5598,g5598
g5599,g5599
g41230,g41230
g14242,g14242
g3712,g3712
g25131,g25131
g31369,g31369
g1070,g1070
g47727,g47727
g47728,g47728
g1879,g1879
g1880,g1880
g34057,g34057
g34058,g34058
g34039,g34039
g34040,g34040
g29246,g29246
g29247,g29247
g29248,g29248
g27008,g27008
g27009,g27009
g27010,g27010
g26994,g26994
g26995,g26995
g27002,g27002
g27003,g27003
g557,g557
g29635,g29635
g40083,g40083
g40084,g40084
g40773,g40773
g5711,g5711
g28653,g28653
g43463,g43463
g23518,g23518
g46839,g46839
g47955,g47955
g33367,g33367
g2520,g2520
g16089,g16089
g46377,g46377
g46378,g46378
g48189,g48189
g41953,g41953
g41954,g41954
g21675,g21675
g21676,g21676
g502,g502
g503,g503
g28634,g28634
g43474,g43474
g43475,g43475
g45588,g45588
g44760,g44760
g16908,g16908
g21630,g21630
g21631,g21631
g10406,g10406
g10407,g10407
g10399,g10399
g10397,g10397
g10389,g10389
g16838,g16838
g1885,g1885
g15009,g15009
g45480,g45480
g31234,g31234
g35674,g35674
g2171,g2171
g6990,g6990
g11117,g11117
g11109,g11109
g44720,g44720
g44721,g44721
g38806,g38806
g38807,g38807
g38808,g38808
g38821,g38821
g38907,g38907
g28362,g28362
g47169,g47169
g31550,g31550
g36066,g36066
g36067,g36067
g45441,g45441
g42716,g42716
g24743,g24743
g1530,g1530
g4686,g4686
g16146,g16146
g40565,g40565
g39480,g39480
g33271,g33271
g13849,g13849
g46145,g46145
g46146,g46146
g7624,g7624
g7625,g7625
g11392,g11392
g11393,g11393
g35413,g35413
g33595,g33595
g35382,g35382
g26304,g26304
g46317,g46317
g30076,g30076
g27350,g27350
g10967,g10967
g10968,g10968
g44756,g44756
g31929,g31929
g37526,g37526
g37527,g37527
g37528,g37528
g4447,g4447
g4448,g4448
g4449,g4449
g6120,g6120
g6121,g6121
g6122,g6122
g6123,g6123
g6125,g6125
g10088,g10088
g9802,g9802
g33945,g33945
g33946,g33946
g33947,g33947
g24900,g24900
g24901,g24901
g24902,g24902
g1252,g1252
g1253,g1253
g20149,g20149
g20150,g20150
g20154,g20154
g20155,g20155
g20160,g20160
g20161,g20161
g40740,g40740
g43191,g43191
g45481,g45481
g13703,g13703
g24007,g24007
g43204,g43204
g24076,g24076
g43032,g43032
g43033,g43033
g44046,g44046
g25717,g25717
g8558,g8558
g8569,g8569
g14019,g14019
g2464,g2464
g37066,g37066
g27819,g27819
g20301,g20301
g39389,g39389
g30259,g30259
g18929,g18929
g42783,g42783
g36051,g36051
g16902,g16902
g45287,g45287
g44937,g44937
g15942,g15942
g15943,g15943
g30236,g30236
g30237,g30237
g37247,g37247
g35071,g35071
g24014,g24014
g9681,g9681
g47989,g47989
g30592,g30592
g16092,g16092
g44029,g44029
g32784,g32784
g45911,g45911
g15485,g15485
g15486,g15486
g40515,g40515
g40516,g40516
g41997,g41997
g43900,g43900
g13099,g13099
g20565,g20565
g16111,g16111
g45213,g45213
g316,g316
g30872,g30872
g46107,g46107
g43976,g43976
g21246,g21246
g18265,g18265
g18270,g18270
g18275,g18275
g5901,g5901
g42295,g42295
g36428,g36428
g48207,g48207
g48208,g48208
g27049,g27049
g17764,g17764
g17780,g17780
g17755,g17755
g17766,g17766
g35084,g35084
g45265,g45265
g26833,g26833
g3158,g3158
g3147,g3147
g10285,g10285
g3167,g3167
g40001,g40001
g23182,g23182
g254,g254
g35262,g35262
g25971,g25971
g25966,g25966
g25981,g25981
g21228,g21228
g21229,g21229
g13447,g13447
g13448,g13448
g17204,g17204
g34902,g34902
g19604,g19604
g43312,g43312
g43313,g43313
g26387,g26387
g36035,g36035
g36036,g36036
g16898,g16898
g16899,g16899
g38940,g38940
g31235,g31235
g14824,g14824
g24816,g24816
g14828,g14828
g35516,g35516
g37561,g37561
g22571,g22571
g27122,g27122
g27123,g27123
g39500,g39500
g53,g53
g19320,g19320
g55,g55
g45148,g45148
g21711,g21711
g540,g540
g45634,g45634
g18392,g18392
g34700,g34700
g48143,g48143
g48144,g48144
g40218,g40218
g40219,g40219
g18171,g18171
g18172,g18172
g18176,g18176
g18177,g18177
g34914,g34914
g34915,g34915
g44570,g44570
g29135,g29135
g32991,g32991
g47091,g47091
g47092,g47092
g35237,g35237
g19684,g19684
g44447,g44447
g1649,g1649
g20069,g20069
g40063,g40063
g42871,g42871
g42872,g42872
g973,g973
g5331,g5331
g978,g978
g7006,g7006
g7269,g7269
g29253,g29253
g29254,g29254
g10505,g10505
g10506,g10506
g13678,g13678
g45352,g45352
g45353,g45353
g13184,g13184
g13185,g13185
g31171,g31171
g45935,g45935
g29775,g29775
g46207,g46207
g21590,g21590
g10373,g10373
g43856,g43856
g34264,g34264
g34260,g34260
g34267,g34267
g34273,g34273
g4411,g4411
g17787,g17787
g17788,g17788
g46224,g46224
g46225,g46225
g46226,g46226
g31252,g31252
g8906,g8906
g8907,g8907
g18186,g18186
g18187,g18187
g18178,g18178
g18179,g18179
g18192,g18192
g41983,g41983
g30711,g30711
g1650,g1650
g40007,g40007
g31631,g31631
g18401,g18401
g16511,g16511
g7263,g7263
g24619,g24619
g24620,g24620
g6682,g6682
g6683,g6683
g29615,g29615
g10324,g10324
g16049,g16049
g3334,g3334
g44453,g44453
g44454,g44454
g44455,g44455
g44456,g44456
g6884,g6884
g29184,g29184
g39351,g39351
g39352,g39352
g36961,g36961
g36962,g36962
g17627,g17627
g17628,g17628
g23559,g23559
g29954,g29954
g29955,g29955
g34004,g34004
g34005,g34005
g39372,g39372
g43814,g43814
g29947,g29947
g27343,g27343
g9107,g9107
g29086,g29086
g13047,g13047
g13044,g13044
g13059,g13059
g13074,g13074
g48166,g48166
g48167,g48167
g7322,g7322
g7323,g7323
g38823,g38823
g25559,g25559
g19354,g19354
g42573,g42573
g42574,g42574
g15493,g15493
g15494,g15494
g35750,g35750
g35751,g35751
g30134,g30134
g24979,g24979
g23297,g23297
g43179,g43179
g46384,g46384
g42447,g42447
g40947,g40947
g38675,g38675
g45744,g45744
g45745,g45745
g9707,g9707
g9708,g9708
g21672,g21672
g17981,g17981
g5738,g5738
g22902,g22902
g30685,g30685
g30686,g30686
g39617,g39617
g14107,g14107
g14108,g14108
g5341,g5341
g5342,g5342
g39717,g39717
g39718,g39718
g39719,g39719
g16048,g16048
g33665,g33665
g37984,g37984
g36791,g36791
g36792,g36792
g30753,g30753
g30754,g30754
g24570,g24570
g24571,g24571
g24575,g24575
g24561,g24561
g45696,g45696
g45697,g45697
g7116,g7116
g9350,g9350
g44291,g44291
g8924,g8924
g31153,g31153
g24404,g24404
g24405,g24405
g40328,g40328
g13238,g13238
g23963,g23963
g44343,g44343
g36583,g36583
g34404,g34404
g44073,g44073
g32583,g32583
g31918,g31918
g14299,g14299
g5795,g5795
g5811,g5811
g5812,g5812
g5829,g5829
g5830,g5830
g44260,g44260
g32482,g32482
g45277,g45277
g45278,g45278
g30876,g30876
g35247,g35247
g28497,g28497
g35705,g35705
g5538,g5538
g45762,g45762
g44428,g44428
g6478,g6478
g43088,g43088
g919,g919
g920,g920
g16862,g16862
g16863,g16863
g24656,g24656
g36231,g36231
g11318,g11318
g1544,g1544
g28966,g28966
g28967,g28967
g28968,g28968
g44151,g44151
g46959,g46959
g45209,g45209
g46448,g46448
g39549,g39549
g41968,g41968
g38249,g38249
g14431,g14431
g30455,g30455
g30459,g30459
g31951,g31951
g48040,g48040
g14126,g14126
g46700,g46700
g29581,g29581
g44289,g44289
g44290,g44290
g5729,g5729
g5730,g5730
g27022,g27022
g19312,g19312
g19316,g19316
g4572,g4572
g43099,g43099
g31268,g31268
g19360,g19360
g44790,g44790
g23590,g23590
g15691,g15691
g15715,g15715
g47209,g47209
g47210,g47210
g24697,g24697
g24698,g24698
g36682,g36682
g36683,g36683
g22133,g22133
g35323,g35323
g27949,g27949
g27950,g27950
g34526,g34526
g34527,g34527
g42160,g42160
g2348,g2348
g10172,g10172
g2355,g2355
g24210,g24210
g39436,g39436
g44909,g44909
g20294,g20294
g20295,g20295
g25849,g25849
g25843,g25843
g25834,g25834
g8532,g8532
g9700,g9700
g9701,g9701
g914,g914
g915,g915
g40824,g40824
g47744,g47744
g47745,g47745
g45660,g45660
g44971,g44971
g43534,g43534
g43535,g43535
g43536,g43536
g43537,g43537
g12758,g12758
g12759,g12759
g12760,g12760
g41428,g41428
g3296,g3296
g10623,g10623
g28478,g28478
g7505,g7505
g40388,g40388
g25426,g25426
g32512,g32512
g45091,g45091
g18811,g18811
g39825,g39825
g208,g208
g209,g209
g41656,g41656
g26445,g26445
g45923,g45923
g43722,g43722
g2518,g2518
g33500,g33500
g41260,g41260
g45348,g45348
g13534,g13534
g40482,g40482
g38412,g38412
g38413,g38413
g38414,g38414
g948,g948
g31843,g31843
g13290,g13290
g37385,g37385
g19521,g19521
g21960,g21960
g38868,g38868
g17170,g17170
g48206,g48206
g2798,g2798
g16107,g16107
g16104,g16104
g16940,g16940
g19988,g19988
g19429,g19429
g7581,g7581
g33337,g33337
g27196,g27196
g44792,g44792
g44793,g44793
g44794,g44794
g44795,g44795
g20528,g20528
g20529,g20529
g20530,g20530
g20531,g20531
g26227,g26227
g26228,g26228
g26229,g26229
g26230,g26230
g26251,g26251
g26252,g26252
g26253,g26253
g26254,g26254
g3771,g3771
g3772,g3772
g28800,g28800
g28801,g28801
g19771,g19771
g19772,g19772
g37889,g37889
g12717,g12717
g44009,g44009
g8302,g8302
g30142,g30142
g34441,g34441
g34428,g34428
g8678,g8678
g29278,g29278
g27375,g27375
g45631,g45631
g31492,g31492
g15273,g15273
g16811,g16811
g41631,g41631
g19113,g19113
g13644,g13644
g34983,g34983
g1103,g1103
g7285,g7285
g38151,g38151
g38152,g38152
g21147,g21147
g45559,g45559
g860,g860
g19879,g19879
g43746,g43746
g43747,g43747
g46998,g46998
g46817,g46817
g44858,g44858
g34092,g34092
g8059,g8059
g46036,g46036
g18428,g18428
g18429,g18429
g44714,g44714
g43245,g43245
g10376,g10376
g24084,g24084
g42644,g42644
g42645,g42645
g42646,g42646
g48169,g48169
g45181,g45181
g42721,g42721
g42893,g42893
