primary,oxydb_mic_2014,mds_ies_db_2015,genbank,genbank.1,number
OXYTRI_MIC_82702,ctg7180000082702,OXYTRI_MIC_82702,ARYC01013375,ARYC01013375.1,82702
OXYTRI_MIC_82703,ctg7180000082703,OXYTRI_MIC_82703,ARYC01013376,ARYC01013376.1,82703
OXYTRI_MIC_82704,ctg7180000082704,OXYTRI_MIC_82704,ARYC01013377,ARYC01013377.1,82704
OXYTRI_MIC_82705,ctg7180000082705,OXYTRI_MIC_82705,ARYC01013378,ARYC01013378.1,82705
OXYTRI_MIC_82706,ctg7180000082706,OXYTRI_MIC_82706,ARYC01013379,ARYC01013379.1,82706
OXYTRI_MIC_82707,ctg7180000082707,OXYTRI_MIC_82707,ARYC01013380,ARYC01013380.1,82707
OXYTRI_MIC_82709,ctg7180000082709,OXYTRI_MIC_82709,ARYC01013381,ARYC01013381.1,82709
OXYTRI_MIC_82710,ctg7180000082710,OXYTRI_MIC_82710,ARYC01013382,ARYC01013382.1,82710
OXYTRI_MIC_82711,ctg7180000082711,OXYTRI_MIC_82711,ARYC01013383,ARYC01013383.1,82711
OXYTRI_MIC_82712,ctg7180000082712,OXYTRI_MIC_82712,ARYC01013384,ARYC01013384.1,82712
OXYTRI_MIC_82713,ctg7180000082713,OXYTRI_MIC_82713,ARYC01013385,ARYC01013385.1,82713
OXYTRI_MIC_82714,ctg7180000082714,OXYTRI_MIC_82714,ARYC01013386,ARYC01013386.1,82714
OXYTRI_MIC_82715,ctg7180000082715,OXYTRI_MIC_82715,ARYC01013387,ARYC01013387.1,82715
OXYTRI_MIC_82716,ctg7180000082716,OXYTRI_MIC_82716,ARYC01013388,ARYC01013388.1,82716
OXYTRI_MIC_82717,ctg7180000082717,OXYTRI_MIC_82717,ARYC01013389,ARYC01013389.1,82717
OXYTRI_MIC_82718,ctg7180000082718,OXYTRI_MIC_82718,ARYC01013390,ARYC01013390.1,82718
OXYTRI_MIC_82719,ctg7180000082719,OXYTRI_MIC_82719,ARYC01013391,ARYC01013391.1,82719
OXYTRI_MIC_82720,ctg7180000082720,OXYTRI_MIC_82720,ARYC01013392,ARYC01013392.1,82720
OXYTRI_MIC_82723,ctg7180000082723,OXYTRI_MIC_82723,ARYC01013393,ARYC01013393.1,82723
OXYTRI_MIC_82727,ctg7180000082727,OXYTRI_MIC_82727,ARYC01013394,ARYC01013394.1,82727
OXYTRI_MIC_82728,ctg7180000082728,OXYTRI_MIC_82728,ARYC01013395,ARYC01013395.1,82728
OXYTRI_MIC_82730,ctg7180000082730,OXYTRI_MIC_82730,ARYC01013396,ARYC01013396.1,82730
OXYTRI_MIC_82731,ctg7180000082731,OXYTRI_MIC_82731,ARYC01013397,ARYC01013397.1,82731
OXYTRI_MIC_82732,ctg7180000082732,OXYTRI_MIC_82732,ARYC01013398,ARYC01013398.1,82732
OXYTRI_MIC_82733,ctg7180000082733,OXYTRI_MIC_82733,ARYC01013399,ARYC01013399.1,82733
OXYTRI_MIC_82734,ctg7180000082734,OXYTRI_MIC_82734,ARYC01013400,ARYC01013400.1,82734
OXYTRI_MIC_82735,ctg7180000082735,OXYTRI_MIC_82735,ARYC01013401,ARYC01013401.1,82735
OXYTRI_MIC_82736,ctg7180000082736,OXYTRI_MIC_82736,ARYC01013402,ARYC01013402.1,82736
OXYTRI_MIC_82737,ctg7180000082737,OXYTRI_MIC_82737,ARYC01013403,ARYC01013403.1,82737
OXYTRI_MIC_82740,ctg7180000082740,OXYTRI_MIC_82740,ARYC01013404,ARYC01013404.1,82740
OXYTRI_MIC_82741,ctg7180000082741,OXYTRI_MIC_82741,ARYC01013405,ARYC01013405.1,82741
OXYTRI_MIC_82742,ctg7180000082742,OXYTRI_MIC_82742,ARYC01013406,ARYC01013406.1,82742
OXYTRI_MIC_82743,ctg7180000082743,OXYTRI_MIC_82743,ARYC01013407,ARYC01013407.1,82743
OXYTRI_MIC_82745,ctg7180000082745,OXYTRI_MIC_82745,ARYC01013408,ARYC01013408.1,82745
OXYTRI_MIC_82746,ctg7180000082746,OXYTRI_MIC_82746,ARYC01013409,ARYC01013409.1,82746
OXYTRI_MIC_82747,ctg7180000082747,OXYTRI_MIC_82747,ARYC01013410,ARYC01013410.1,82747
OXYTRI_MIC_82749,ctg7180000082749,OXYTRI_MIC_82749,ARYC01013411,ARYC01013411.1,82749
OXYTRI_MIC_82750,ctg7180000082750,OXYTRI_MIC_82750,ARYC01013412,ARYC01013412.1,82750
OXYTRI_MIC_82751,ctg7180000082751,OXYTRI_MIC_82751,ARYC01013413,ARYC01013413.1,82751
OXYTRI_MIC_82752,ctg7180000082752,OXYTRI_MIC_82752,ARYC01013414,ARYC01013414.1,82752
OXYTRI_MIC_82753,ctg7180000082753,OXYTRI_MIC_82753,ARYC01013415,ARYC01013415.1,82753
OXYTRI_MIC_82754,ctg7180000082754,OXYTRI_MIC_82754,ARYC01013416,ARYC01013416.1,82754
OXYTRI_MIC_82756,ctg7180000082756,OXYTRI_MIC_82756,ARYC01013417,ARYC01013417.1,82756
OXYTRI_MIC_82757,ctg7180000082757,OXYTRI_MIC_82757,ARYC01013418,ARYC01013418.1,82757
OXYTRI_MIC_82759,ctg7180000082759,OXYTRI_MIC_82759,ARYC01013419,ARYC01013419.1,82759
OXYTRI_MIC_82761,ctg7180000082761,OXYTRI_MIC_82761,ARYC01013420,ARYC01013420.1,82761
OXYTRI_MIC_82762,ctg7180000082762,OXYTRI_MIC_82762,ARYC01013421,ARYC01013421.1,82762
OXYTRI_MIC_82763,ctg7180000082763,OXYTRI_MIC_82763,ARYC01013422,ARYC01013422.1,82763
OXYTRI_MIC_82764,ctg7180000082764,OXYTRI_MIC_82764,ARYC01013423,ARYC01013423.1,82764
OXYTRI_MIC_82767,ctg7180000082767,OXYTRI_MIC_82767,ARYC01013424,ARYC01013424.1,82767
OXYTRI_MIC_82768,ctg7180000082768,OXYTRI_MIC_82768,ARYC01013425,ARYC01013425.1,82768
OXYTRI_MIC_82769,ctg7180000082769,OXYTRI_MIC_82769,ARYC01013426,ARYC01013426.1,82769
OXYTRI_MIC_82773,ctg7180000082773,OXYTRI_MIC_82773,ARYC01013427,ARYC01013427.1,82773
OXYTRI_MIC_82774,ctg7180000082774,OXYTRI_MIC_82774,ARYC01013428,ARYC01013428.1,82774
OXYTRI_MIC_82775,ctg7180000082775,OXYTRI_MIC_82775,ARYC01013429,ARYC01013429.1,82775
OXYTRI_MIC_82776,ctg7180000082776,OXYTRI_MIC_82776,ARYC01013430,ARYC01013430.1,82776
OXYTRI_MIC_82779,ctg7180000082779,OXYTRI_MIC_82779,ARYC01013431,ARYC01013431.1,82779
OXYTRI_MIC_82782,ctg7180000082782,OXYTRI_MIC_82782,ARYC01013432,ARYC01013432.1,82782
OXYTRI_MIC_82783,ctg7180000082783,OXYTRI_MIC_82783,ARYC01013433,ARYC01013433.1,82783
OXYTRI_MIC_82785,ctg7180000082785,OXYTRI_MIC_82785,ARYC01013434,ARYC01013434.1,82785
OXYTRI_MIC_82786,ctg7180000082786,OXYTRI_MIC_82786,ARYC01013435,ARYC01013435.1,82786
OXYTRI_MIC_82787,ctg7180000082787,OXYTRI_MIC_82787,ARYC01013436,ARYC01013436.1,82787
OXYTRI_MIC_82788,ctg7180000082788,OXYTRI_MIC_82788,ARYC01013437,ARYC01013437.1,82788
OXYTRI_MIC_82789,ctg7180000082789,OXYTRI_MIC_82789,ARYC01013438,ARYC01013438.1,82789
OXYTRI_MIC_82790,ctg7180000082790,OXYTRI_MIC_82790,ARYC01013439,ARYC01013439.1,82790
OXYTRI_MIC_82791,ctg7180000082791,OXYTRI_MIC_82791,ARYC01013440,ARYC01013440.1,82791
OXYTRI_MIC_82792,ctg7180000082792,OXYTRI_MIC_82792,ARYC01013441,ARYC01013441.1,82792
OXYTRI_MIC_82793,ctg7180000082793,OXYTRI_MIC_82793,ARYC01013442,ARYC01013442.1,82793
OXYTRI_MIC_82794,ctg7180000082794,OXYTRI_MIC_82794,ARYC01013443,ARYC01013443.1,82794
OXYTRI_MIC_82795,ctg7180000082795,OXYTRI_MIC_82795,ARYC01013444,ARYC01013444.1,82795
OXYTRI_MIC_82796,ctg7180000082796,OXYTRI_MIC_82796,ARYC01013445,ARYC01013445.1,82796
OXYTRI_MIC_82801,ctg7180000082801,OXYTRI_MIC_82801,ARYC01013446,ARYC01013446.1,82801
OXYTRI_MIC_82802,ctg7180000082802,OXYTRI_MIC_82802,ARYC01013447,ARYC01013447.1,82802
OXYTRI_MIC_82803,ctg7180000082803,OXYTRI_MIC_82803,ARYC01013448,ARYC01013448.1,82803
OXYTRI_MIC_82809,ctg7180000082809,OXYTRI_MIC_82809,ARYC01013449,ARYC01013449.1,82809
OXYTRI_MIC_82810,ctg7180000082810,OXYTRI_MIC_82810,ARYC01013450,ARYC01013450.1,82810
OXYTRI_MIC_82811,ctg7180000082811,OXYTRI_MIC_82811,ARYC01013451,ARYC01013451.1,82811
OXYTRI_MIC_82812,ctg7180000082812,OXYTRI_MIC_82812,ARYC01013452,ARYC01013452.1,82812
OXYTRI_MIC_82813,ctg7180000082813,OXYTRI_MIC_82813,ARYC01013453,ARYC01013453.1,82813
OXYTRI_MIC_82814,ctg7180000082814,OXYTRI_MIC_82814,ARYC01013454,ARYC01013454.1,82814
OXYTRI_MIC_82817,ctg7180000082817,OXYTRI_MIC_82817,ARYC01013455,ARYC01013455.1,82817
OXYTRI_MIC_82818,ctg7180000082818,OXYTRI_MIC_82818,ARYC01013456,ARYC01013456.1,82818
OXYTRI_MIC_82819,ctg7180000082819,OXYTRI_MIC_82819,ARYC01013457,ARYC01013457.1,82819
OXYTRI_MIC_82820,ctg7180000082820,OXYTRI_MIC_82820,ARYC01013458,ARYC01013458.1,82820
OXYTRI_MIC_82821,ctg7180000082821,OXYTRI_MIC_82821,ARYC01013459,ARYC01013459.1,82821
OXYTRI_MIC_82822,ctg7180000082822,OXYTRI_MIC_82822,ARYC01013460,ARYC01013460.1,82822
OXYTRI_MIC_82823,ctg7180000082823,OXYTRI_MIC_82823,ARYC01013461,ARYC01013461.1,82823
OXYTRI_MIC_82824,ctg7180000082824,OXYTRI_MIC_82824,ARYC01013462,ARYC01013462.1,82824
OXYTRI_MIC_82826,ctg7180000082826,OXYTRI_MIC_82826,ARYC01013463,ARYC01013463.1,82826
OXYTRI_MIC_82828,ctg7180000082828,OXYTRI_MIC_82828,ARYC01013464,ARYC01013464.1,82828
OXYTRI_MIC_82830,ctg7180000082830,OXYTRI_MIC_82830,ARYC01013465,ARYC01013465.1,82830
OXYTRI_MIC_82831,ctg7180000082831,OXYTRI_MIC_82831,ARYC01013466,ARYC01013466.1,82831
OXYTRI_MIC_82832,ctg7180000082832,OXYTRI_MIC_82832,ARYC01013467,ARYC01013467.1,82832
OXYTRI_MIC_82833,ctg7180000082833,OXYTRI_MIC_82833,ARYC01013468,ARYC01013468.1,82833
OXYTRI_MIC_82834,ctg7180000082834,OXYTRI_MIC_82834,ARYC01013469,ARYC01013469.1,82834
OXYTRI_MIC_82835,ctg7180000082835,OXYTRI_MIC_82835,ARYC01013470,ARYC01013470.1,82835
OXYTRI_MIC_82837,ctg7180000082837,OXYTRI_MIC_82837,ARYC01013471,ARYC01013471.1,82837
OXYTRI_MIC_82838,ctg7180000082838,OXYTRI_MIC_82838,ARYC01013472,ARYC01013472.1,82838
OXYTRI_MIC_82839,ctg7180000082839,OXYTRI_MIC_82839,ARYC01013473,ARYC01013473.1,82839
OXYTRI_MIC_82842,ctg7180000082842,OXYTRI_MIC_82842,ARYC01013474,ARYC01013474.1,82842
OXYTRI_MIC_82844,ctg7180000082844,OXYTRI_MIC_82844,ARYC01013475,ARYC01013475.1,82844
OXYTRI_MIC_82845,ctg7180000082845,OXYTRI_MIC_82845,ARYC01013476,ARYC01013476.1,82845
OXYTRI_MIC_82846,ctg7180000082846,OXYTRI_MIC_82846,ARYC01013477,ARYC01013477.1,82846
OXYTRI_MIC_82847,ctg7180000082847,OXYTRI_MIC_82847,ARYC01013478,ARYC01013478.1,82847
OXYTRI_MIC_82849,ctg7180000082849,OXYTRI_MIC_82849,ARYC01013479,ARYC01013479.1,82849
OXYTRI_MIC_82850,ctg7180000082850,OXYTRI_MIC_82850,ARYC01013480,ARYC01013480.1,82850
OXYTRI_MIC_82851,ctg7180000082851,OXYTRI_MIC_82851,ARYC01013481,ARYC01013481.1,82851
OXYTRI_MIC_82853,ctg7180000082853,OXYTRI_MIC_82853,ARYC01013482,ARYC01013482.1,82853
OXYTRI_MIC_82854,ctg7180000082854,OXYTRI_MIC_82854,ARYC01013483,ARYC01013483.1,82854
OXYTRI_MIC_82855,ctg7180000082855,OXYTRI_MIC_82855,ARYC01013484,ARYC01013484.1,82855
OXYTRI_MIC_82856,ctg7180000082856,OXYTRI_MIC_82856,ARYC01013485,ARYC01013485.1,82856
OXYTRI_MIC_82857,ctg7180000082857,OXYTRI_MIC_82857,ARYC01013486,ARYC01013486.1,82857
OXYTRI_MIC_82859,ctg7180000082859,OXYTRI_MIC_82859,ARYC01013487,ARYC01013487.1,82859
OXYTRI_MIC_82860,ctg7180000082860,OXYTRI_MIC_82860,ARYC01013488,ARYC01013488.1,82860
OXYTRI_MIC_82861,ctg7180000082861,OXYTRI_MIC_82861,ARYC01013489,ARYC01013489.1,82861
OXYTRI_MIC_82862,ctg7180000082862,OXYTRI_MIC_82862,ARYC01013490,ARYC01013490.1,82862
OXYTRI_MIC_82863,ctg7180000082863,OXYTRI_MIC_82863,ARYC01013491,ARYC01013491.1,82863
OXYTRI_MIC_82864,ctg7180000082864,OXYTRI_MIC_82864,ARYC01013492,ARYC01013492.1,82864
OXYTRI_MIC_82868,ctg7180000082868,OXYTRI_MIC_82868,ARYC01013493,ARYC01013493.1,82868
OXYTRI_MIC_82869,ctg7180000082869,OXYTRI_MIC_82869,ARYC01013494,ARYC01013494.1,82869
OXYTRI_MIC_82870,ctg7180000082870,OXYTRI_MIC_82870,ARYC01013495,ARYC01013495.1,82870
OXYTRI_MIC_82872,ctg7180000082872,OXYTRI_MIC_82872,ARYC01013496,ARYC01013496.1,82872
OXYTRI_MIC_82873,ctg7180000082873,OXYTRI_MIC_82873,ARYC01013497,ARYC01013497.1,82873
OXYTRI_MIC_82875,ctg7180000082875,OXYTRI_MIC_82875,ARYC01013498,ARYC01013498.1,82875
OXYTRI_MIC_82876,ctg7180000082876,OXYTRI_MIC_82876,ARYC01013499,ARYC01013499.1,82876
OXYTRI_MIC_82878,ctg7180000082878,OXYTRI_MIC_82878,ARYC01013500,ARYC01013500.1,82878
OXYTRI_MIC_82880,ctg7180000082880,OXYTRI_MIC_82880,ARYC01013501,ARYC01013501.1,82880
OXYTRI_MIC_82881,ctg7180000082881,OXYTRI_MIC_82881,ARYC01013502,ARYC01013502.1,82881
OXYTRI_MIC_82882,ctg7180000082882,OXYTRI_MIC_82882,ARYC01013503,ARYC01013503.1,82882
OXYTRI_MIC_82883,ctg7180000082883,OXYTRI_MIC_82883,ARYC01013504,ARYC01013504.1,82883
OXYTRI_MIC_82884,ctg7180000082884,OXYTRI_MIC_82884,ARYC01013505,ARYC01013505.1,82884
OXYTRI_MIC_82885,ctg7180000082885,OXYTRI_MIC_82885,ARYC01013506,ARYC01013506.1,82885
OXYTRI_MIC_82888,ctg7180000082888,OXYTRI_MIC_82888,ARYC01013507,ARYC01013507.1,82888
OXYTRI_MIC_82889,ctg7180000082889,OXYTRI_MIC_82889,ARYC01013508,ARYC01013508.1,82889
OXYTRI_MIC_82890,ctg7180000082890,OXYTRI_MIC_82890,ARYC01013509,ARYC01013509.1,82890
OXYTRI_MIC_82892,ctg7180000082892,OXYTRI_MIC_82892,ARYC01013510,ARYC01013510.1,82892
OXYTRI_MIC_82893,ctg7180000082893,OXYTRI_MIC_82893,ARYC01013511,ARYC01013511.1,82893
OXYTRI_MIC_82897,ctg7180000082897,OXYTRI_MIC_82897,ARYC01013512,ARYC01013512.1,82897
OXYTRI_MIC_82898,ctg7180000082898,OXYTRI_MIC_82898,ARYC01013513,ARYC01013513.1,82898
OXYTRI_MIC_82899,ctg7180000082899,OXYTRI_MIC_82899,ARYC01013514,ARYC01013514.1,82899
OXYTRI_MIC_82900,ctg7180000082900,OXYTRI_MIC_82900,ARYC01013515,ARYC01013515.1,82900
OXYTRI_MIC_82901,ctg7180000082901,OXYTRI_MIC_82901,ARYC01013516,ARYC01013516.1,82901
OXYTRI_MIC_82902,ctg7180000082902,OXYTRI_MIC_82902,ARYC01013517,ARYC01013517.1,82902
OXYTRI_MIC_82904,ctg7180000082904,OXYTRI_MIC_82904,ARYC01013518,ARYC01013518.1,82904
OXYTRI_MIC_82905,ctg7180000082905,OXYTRI_MIC_82905,ARYC01013519,ARYC01013519.1,82905
OXYTRI_MIC_82906,ctg7180000082906,OXYTRI_MIC_82906,ARYC01013520,ARYC01013520.1,82906
OXYTRI_MIC_82907,ctg7180000082907,OXYTRI_MIC_82907,ARYC01013521,ARYC01013521.1,82907
OXYTRI_MIC_82909,ctg7180000082909,OXYTRI_MIC_82909,ARYC01013522,ARYC01013522.1,82909
OXYTRI_MIC_82910,ctg7180000082910,OXYTRI_MIC_82910,ARYC01013523,ARYC01013523.1,82910
OXYTRI_MIC_82911,ctg7180000082911,OXYTRI_MIC_82911,ARYC01013524,ARYC01013524.1,82911
OXYTRI_MIC_82912,ctg7180000082912,OXYTRI_MIC_82912,ARYC01013525,ARYC01013525.1,82912
OXYTRI_MIC_82913,ctg7180000082913,OXYTRI_MIC_82913,ARYC01013526,ARYC01013526.1,82913
OXYTRI_MIC_82915,ctg7180000082915,OXYTRI_MIC_82915,ARYC01013527,ARYC01013527.1,82915
OXYTRI_MIC_82916,ctg7180000082916,OXYTRI_MIC_82916,ARYC01013528,ARYC01013528.1,82916
OXYTRI_MIC_82917,ctg7180000082917,OXYTRI_MIC_82917,ARYC01013529,ARYC01013529.1,82917
OXYTRI_MIC_82919,ctg7180000082919,OXYTRI_MIC_82919,ARYC01013530,ARYC01013530.1,82919
OXYTRI_MIC_82920,ctg7180000082920,OXYTRI_MIC_82920,ARYC01013531,ARYC01013531.1,82920
OXYTRI_MIC_82921,ctg7180000082921,OXYTRI_MIC_82921,ARYC01013532,ARYC01013532.1,82921
OXYTRI_MIC_82923,ctg7180000082923,OXYTRI_MIC_82923,ARYC01013533,ARYC01013533.1,82923
OXYTRI_MIC_82925,ctg7180000082925,OXYTRI_MIC_82925,ARYC01013534,ARYC01013534.1,82925
OXYTRI_MIC_82926,ctg7180000082926,OXYTRI_MIC_82926,ARYC01013535,ARYC01013535.1,82926
OXYTRI_MIC_82927,ctg7180000082927,OXYTRI_MIC_82927,ARYC01013536,ARYC01013536.1,82927
OXYTRI_MIC_82929,ctg7180000082929,OXYTRI_MIC_82929,ARYC01013537,ARYC01013537.1,82929
OXYTRI_MIC_82931,ctg7180000082931,OXYTRI_MIC_82931,ARYC01013538,ARYC01013538.1,82931
OXYTRI_MIC_82932,ctg7180000082932,OXYTRI_MIC_82932,ARYC01013539,ARYC01013539.1,82932
OXYTRI_MIC_82934,ctg7180000082934,OXYTRI_MIC_82934,ARYC01013540,ARYC01013540.1,82934
OXYTRI_MIC_82935,ctg7180000082935,OXYTRI_MIC_82935,ARYC01013541,ARYC01013541.1,82935
OXYTRI_MIC_82936,ctg7180000082936,OXYTRI_MIC_82936,ARYC01013542,ARYC01013542.1,82936
OXYTRI_MIC_82937,ctg7180000082937,OXYTRI_MIC_82937,ARYC01013543,ARYC01013543.1,82937
OXYTRI_MIC_82938,ctg7180000082938,OXYTRI_MIC_82938,ARYC01013544,ARYC01013544.1,82938
OXYTRI_MIC_82939,ctg7180000082939,OXYTRI_MIC_82939,ARYC01013545,ARYC01013545.1,82939
OXYTRI_MIC_82940,ctg7180000082940,OXYTRI_MIC_82940,ARYC01013546,ARYC01013546.1,82940
OXYTRI_MIC_82941,ctg7180000082941,OXYTRI_MIC_82941,ARYC01013547,ARYC01013547.1,82941
OXYTRI_MIC_82942,ctg7180000082942,OXYTRI_MIC_82942,ARYC01013548,ARYC01013548.1,82942
OXYTRI_MIC_82943,ctg7180000082943,OXYTRI_MIC_82943,ARYC01013549,ARYC01013549.1,82943
OXYTRI_MIC_82944,ctg7180000082944,OXYTRI_MIC_82944,ARYC01013550,ARYC01013550.1,82944
OXYTRI_MIC_82945,ctg7180000082945,OXYTRI_MIC_82945,ARYC01013551,ARYC01013551.1,82945
OXYTRI_MIC_82946,ctg7180000082946,OXYTRI_MIC_82946,ARYC01013552,ARYC01013552.1,82946
OXYTRI_MIC_82947,ctg7180000082947,OXYTRI_MIC_82947,ARYC01013553,ARYC01013553.1,82947
OXYTRI_MIC_82948,ctg7180000082948,OXYTRI_MIC_82948,ARYC01013554,ARYC01013554.1,82948
OXYTRI_MIC_82949,ctg7180000082949,OXYTRI_MIC_82949,ARYC01013555,ARYC01013555.1,82949
OXYTRI_MIC_82950,ctg7180000082950,OXYTRI_MIC_82950,ARYC01013556,ARYC01013556.1,82950
OXYTRI_MIC_82951,ctg7180000082951,OXYTRI_MIC_82951,ARYC01013557,ARYC01013557.1,82951
OXYTRI_MIC_82954,ctg7180000082954,OXYTRI_MIC_82954,ARYC01013558,ARYC01013558.1,82954
OXYTRI_MIC_82956,ctg7180000082956,OXYTRI_MIC_82956,ARYC01013559,ARYC01013559.1,82956
OXYTRI_MIC_82959,ctg7180000082959,OXYTRI_MIC_82959,ARYC01013560,ARYC01013560.1,82959
OXYTRI_MIC_82960,ctg7180000082960,OXYTRI_MIC_82960,ARYC01013561,ARYC01013561.1,82960
OXYTRI_MIC_82961,ctg7180000082961,OXYTRI_MIC_82961,ARYC01013562,ARYC01013562.1,82961
OXYTRI_MIC_82962,ctg7180000082962,OXYTRI_MIC_82962,ARYC01013563,ARYC01013563.1,82962
OXYTRI_MIC_82964,ctg7180000082964,OXYTRI_MIC_82964,ARYC01013564,ARYC01013564.1,82964
OXYTRI_MIC_82966,ctg7180000082966,OXYTRI_MIC_82966,ARYC01013565,ARYC01013565.1,82966
OXYTRI_MIC_82967,ctg7180000082967,OXYTRI_MIC_82967,ARYC01013566,ARYC01013566.1,82967
OXYTRI_MIC_82968,ctg7180000082968,OXYTRI_MIC_82968,ARYC01013567,ARYC01013567.1,82968
OXYTRI_MIC_82969,ctg7180000082969,OXYTRI_MIC_82969,ARYC01013568,ARYC01013568.1,82969
OXYTRI_MIC_82970,ctg7180000082970,OXYTRI_MIC_82970,ARYC01013569,ARYC01013569.1,82970
OXYTRI_MIC_82971,ctg7180000082971,OXYTRI_MIC_82971,ARYC01013570,ARYC01013570.1,82971
OXYTRI_MIC_82972,ctg7180000082972,OXYTRI_MIC_82972,ARYC01013571,ARYC01013571.1,82972
OXYTRI_MIC_82973,ctg7180000082973,OXYTRI_MIC_82973,ARYC01013572,ARYC01013572.1,82973
OXYTRI_MIC_82974,ctg7180000082974,OXYTRI_MIC_82974,ARYC01013573,ARYC01013573.1,82974
OXYTRI_MIC_82975,ctg7180000082975,OXYTRI_MIC_82975,ARYC01013574,ARYC01013574.1,82975
OXYTRI_MIC_82976,ctg7180000082976,OXYTRI_MIC_82976,ARYC01013575,ARYC01013575.1,82976
OXYTRI_MIC_82978,ctg7180000082978,OXYTRI_MIC_82978,ARYC01013576,ARYC01013576.1,82978
OXYTRI_MIC_82979,ctg7180000082979,OXYTRI_MIC_82979,ARYC01013577,ARYC01013577.1,82979
OXYTRI_MIC_82980,ctg7180000082980,OXYTRI_MIC_82980,ARYC01013578,ARYC01013578.1,82980
OXYTRI_MIC_82982,ctg7180000082982,OXYTRI_MIC_82982,ARYC01013579,ARYC01013579.1,82982
OXYTRI_MIC_82983,ctg7180000082983,OXYTRI_MIC_82983,ARYC01013580,ARYC01013580.1,82983
OXYTRI_MIC_82984,ctg7180000082984,OXYTRI_MIC_82984,ARYC01013581,ARYC01013581.1,82984
OXYTRI_MIC_82985,ctg7180000082985,OXYTRI_MIC_82985,ARYC01013582,ARYC01013582.1,82985
OXYTRI_MIC_82986,ctg7180000082986,OXYTRI_MIC_82986,ARYC01013583,ARYC01013583.1,82986
OXYTRI_MIC_82987,ctg7180000082987,OXYTRI_MIC_82987,ARYC01013584,ARYC01013584.1,82987
OXYTRI_MIC_82988,ctg7180000082988,OXYTRI_MIC_82988,ARYC01013585,ARYC01013585.1,82988
OXYTRI_MIC_82989,ctg7180000082989,OXYTRI_MIC_82989,ARYC01013586,ARYC01013586.1,82989
OXYTRI_MIC_82990,ctg7180000082990,OXYTRI_MIC_82990,ARYC01013587,ARYC01013587.1,82990
OXYTRI_MIC_82991,ctg7180000082991,OXYTRI_MIC_82991,ARYC01013588,ARYC01013588.1,82991
OXYTRI_MIC_82993,ctg7180000082993,OXYTRI_MIC_82993,ARYC01013589,ARYC01013589.1,82993
OXYTRI_MIC_82994,ctg7180000082994,OXYTRI_MIC_82994,ARYC01013590,ARYC01013590.1,82994
OXYTRI_MIC_82995,ctg7180000082995,OXYTRI_MIC_82995,ARYC01013591,ARYC01013591.1,82995
OXYTRI_MIC_82996,ctg7180000082996,OXYTRI_MIC_82996,ARYC01013592,ARYC01013592.1,82996
OXYTRI_MIC_82997,ctg7180000082997,OXYTRI_MIC_82997,ARYC01013593,ARYC01013593.1,82997
OXYTRI_MIC_82998,ctg7180000082998,OXYTRI_MIC_82998,ARYC01013594,ARYC01013594.1,82998
OXYTRI_MIC_82999,ctg7180000082999,OXYTRI_MIC_82999,ARYC01013595,ARYC01013595.1,82999
OXYTRI_MIC_83000,ctg7180000083000,OXYTRI_MIC_83000,ARYC01013596,ARYC01013596.1,83000
OXYTRI_MIC_83001,ctg7180000083001,OXYTRI_MIC_83001,ARYC01013597,ARYC01013597.1,83001
OXYTRI_MIC_83003,ctg7180000083003,OXYTRI_MIC_83003,ARYC01013598,ARYC01013598.1,83003
OXYTRI_MIC_83004,ctg7180000083004,OXYTRI_MIC_83004,ARYC01013599,ARYC01013599.1,83004
OXYTRI_MIC_83005,ctg7180000083005,OXYTRI_MIC_83005,ARYC01013600,ARYC01013600.1,83005
OXYTRI_MIC_83007,ctg7180000083007,OXYTRI_MIC_83007,ARYC01013601,ARYC01013601.1,83007
OXYTRI_MIC_83008,ctg7180000083008,OXYTRI_MIC_83008,ARYC01013602,ARYC01013602.1,83008
OXYTRI_MIC_83009,ctg7180000083009,OXYTRI_MIC_83009,ARYC01013603,ARYC01013603.1,83009
OXYTRI_MIC_83010,ctg7180000083010,OXYTRI_MIC_83010,ARYC01013604,ARYC01013604.1,83010
OXYTRI_MIC_83011,ctg7180000083011,OXYTRI_MIC_83011,ARYC01013605,ARYC01013605.1,83011
OXYTRI_MIC_83012,ctg7180000083012,OXYTRI_MIC_83012,ARYC01013606,ARYC01013606.1,83012
OXYTRI_MIC_83013,ctg7180000083013,OXYTRI_MIC_83013,ARYC01013607,ARYC01013607.1,83013
OXYTRI_MIC_83014,ctg7180000083014,OXYTRI_MIC_83014,ARYC01013608,ARYC01013608.1,83014
OXYTRI_MIC_83015,ctg7180000083015,OXYTRI_MIC_83015,ARYC01013609,ARYC01013609.1,83015
OXYTRI_MIC_83016,ctg7180000083016,OXYTRI_MIC_83016,ARYC01013610,ARYC01013610.1,83016
OXYTRI_MIC_83017,ctg7180000083017,OXYTRI_MIC_83017,ARYC01013611,ARYC01013611.1,83017
OXYTRI_MIC_83018,ctg7180000083018,OXYTRI_MIC_83018,ARYC01013612,ARYC01013612.1,83018
OXYTRI_MIC_83019,ctg7180000083019,OXYTRI_MIC_83019,ARYC01013613,ARYC01013613.1,83019
OXYTRI_MIC_83020,ctg7180000083020,OXYTRI_MIC_83020,ARYC01013614,ARYC01013614.1,83020
